=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.08 16:54:19 =~=~=~=~=~=~=~=~=~=~=~=					
"time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)"			AM Clear PETG		Stock Clear PETG
683.8	1.99	8.43	400.78	292.83	381.23
684	2	8.43	410.56	293.51	371.46
684.2	1.99	8.43	410.56	292.83	381.23
684.4	1.99	8.43	410.56	292.83	400.78
684.6	2	8.43	381.23	293.51	400.78
684.8	2	8.43	371.46	293.51	400.78
685	2.01	8.43	381.23	294.2	400.78
685.2	2	8.43	391.01	293.51	400.78
685.4	2	8.43	391.01	293.51	381.23
685.6	1.99	8.43	400.78	292.83	381.23
685.8	2	8.43	400.78	293.51	381.23
686	2	8.43	391.01	293.51	381.23
686.2	2	8.43	391.01	293.51	391.01
686.4	1.99	8.43	381.23	292.83	391.01
686.6	1.99	8.43	381.23	292.83	391.01
686.8	2	8.43	381.23	293.51	391.01
687	1.99	8.43	400.78	292.83	400.78
687.2	1.99	8.43	391.01	292.83	381.23
687.4	2	8.43	391.01	293.51	381.23
687.6	1.99	8.43	381.23	292.83	381.23
687.8	2	8.43	371.46	293.51	381.23
688	1.99	8.43	371.46	292.83	371.46
688.2	2	8.43	342.13	293.51	381.23
688.4	2	8.43	351.91	293.51	391.01
688.6	2.01	8.43	361.68	294.2	391.01
688.8	1.98	8.43	371.46	292.15	371.46
689	1.99	8.43	351.91	292.83	381.23
689.2	1.99	8.43	351.91	292.83	391.01
689.4	2	8.43	351.91	293.51	381.23
689.6	2	8.43	381.23	293.51	391.01
689.8	2	8.43	361.68	293.51	391.01
690	2	8.43	361.68	293.51	371.46
690.2	2	8.43	391.01	293.51	371.46
690.4	1.99	8.43	381.23	292.83	381.23
690.6	2	8.43	400.78	293.51	391.01
690.8	1.99	8.43	410.56	292.83	391.01
691	2	8.43	391.01	293.51	371.46
691.2	1.99	8.43	439.88	292.83	381.23
691.4	2	8.43	430.11	293.51	391.01
691.6	1.99	8.43	459.43	292.83	400.78
691.8	2	8.43	449.66	293.51	391.01
692	1.99	8.43	449.66	292.83	391.01
692.2	1.99	8.43	420.33	292.83	361.68
692.4	1.99	8.43	439.88	292.83	391.01
692.6	2	8.43	420.33	293.51	371.46
692.8	1.99	8.43	410.56	292.83	391.01
693	1.99	8.43	391.01	292.83	400.78
693.2	1.99	8.43	391.01	292.83	400.78
693.4	1.99	8.43	400.78	292.83	391.01
693.6	2	8.43	400.78	293.51	381.23
693.8	1.99	8.43	381.23	292.83	361.68
694	2.01	8.43	400.78	294.2	361.68
694.2	2	8.43	361.68	293.51	361.68
694.4	1.99	8.43	371.46	292.83	371.46
694.6	1.99	8.43	342.13	292.83	361.68
694.8	2.01	8.43	381.23	294.2	351.91
695	2	8.43	371.46	293.51	351.91
695.2	2	8.43	351.91	293.51	361.68
695.4	1.99	8.43	400.78	292.83	361.68
695.6	2	8.43	381.23	293.51	342.13
695.8	2	8.43	391.01	293.51	361.68
696	1.99	8.43	371.46	292.83	381.23
696.2	1.99	8.43	381.23	292.83	371.46
696.4	1.99	8.43	371.46	292.83	391.01
696.6	1.98	8.43	391.01	292.15	391.01
696.8	2.01	8.43	371.46	294.2	381.23
697	2	8.43	371.46	293.51	381.23
697.2	2	8.43	371.46	293.51	361.68
697.4	1.99	8.43	381.23	292.83	361.68
697.6	1.99	8.43	371.46	292.83	342.13
697.8	2.01	8.43	371.46	294.2	342.13
698	2	8.43	361.68	293.51	351.91
698.2	1.99	8.43	400.78	292.83	371.46
698.4	2	8.43	400.78	293.51	361.68
698.6	1.99	8.43	391.01	292.83	361.68
698.8	2	8.43	381.23	293.51	371.46
699	2	8.43	381.23	293.51	371.46
699.2	2	8.43	371.46	293.51	381.23
699.4	2	8.43	371.46	293.51	371.46
699.6	1.99	8.43	381.23	292.83	371.46
699.8	1.99	8.43	371.46	292.83	371.46
700	1.99	8.43	381.23	292.83	371.46
700.2	2	8.43	351.91	293.51	351.91
700.4	1.99	8.43	381.23	292.83	391.01
700.6	2	8.43	361.68	293.51	371.46
700.8	1.99	8.43	371.46	292.83	371.46
701	2	8.43	361.68	293.51	371.46
701.2	2	8.43	351.91	293.51	342.13
701.4	2	8.43	351.91	293.51	351.91
701.6	1.99	8.43	361.68	292.83	361.68
701.8	2	8.43	361.68	293.51	351.91
702	1.99	8.43	351.91	292.83	371.46
702.2	1.99	8.43	351.91	292.83	361.68
702.4	1.99	8.43	371.46	292.83	371.46
702.6	2	8.43	371.46	293.51	391.01
702.8	2	8.43	361.68	293.51	381.23
703	2	8.43	351.91	293.51	381.23
703.2	1.99	8.43	351.91	292.83	371.46
703.4	1.99	8.43	342.13	292.83	371.46
703.6	2	8.43	342.13	293.51	371.46
703.8	2	8.43	342.13	293.51	371.46
704	2	8.43	361.68	293.51	381.23
704.2	2	8.43	342.13	293.51	371.46
704.4	1.99	8.43	351.91	292.83	381.23
704.6	2	8.43	371.46	293.51	391.01
704.8	2	8.43	351.91	293.51	391.01
705	1.99	8.43	332.36	292.83	381.23
705.2	2	8.43	371.46	293.51	391.01
705.4	2	8.43	342.13	293.51	381.23
705.6	1.99	8.43	381.23	292.83	391.01
705.8	2	8.43	361.68	293.51	420.33
706	1.98	8.43	381.23	292.15	391.01
706.2	2	8.43	381.23	293.51	391.01
706.4	1.99	8.43	381.23	292.83	371.46
706.6	2	8.43	381.23	293.51	391.01
706.8	2.01	8.43	381.23	294.2	400.78
707	2	8.43	361.68	293.51	391.01
707.2	2	8.43	361.68	293.51	400.78
707.4	2	8.43	342.13	293.51	381.23
707.6	2	8.43	361.68	293.51	391.01
707.8	2	8.43	371.46	293.51	371.46
708	1.99	8.43	371.46	292.83	371.46
708.2	2	8.43	371.46	293.51	361.68
708.4	2	8.43	371.46	293.51	361.68
708.6	2	8.43	381.23	293.51	371.46
708.8	1.99	8.43	371.46	292.83	371.46
709	1.99	8.43	342.13	292.83	371.46
709.2	1.99	8.43	371.46	292.83	371.46
709.4	2	8.43	351.91	293.51	381.23
709.6	1.99	8.43	371.46	292.83	381.23
709.8	2	8.43	371.46	293.51	381.23
710	1.99	8.43	371.46	292.83	381.23
710.2	2	8.43	351.91	293.51	371.46
710.4	1.99	8.43	361.68	292.83	371.46
710.6	1.99	8.32	351.91	294.73	371.46
710.8	2	8.32	361.68	295.41	361.68
711	2	8.32	361.68	295.41	371.46
711.2	2	8.32	391.01	295.41	371.46
711.4	2	8.32	381.23	295.41	361.68
711.6	1.99	8.32	400.78	294.73	381.23
711.8	2	8.32	381.23	295.41	381.23
712	1.99	8.32	400.78	294.73	381.23
712.2	2	8.32	381.23	295.41	381.23
712.4	2	8.32	391.01	295.41	391.01
712.6	2	8.32	420.33	295.41	371.46
712.8	1.99	8.32	430.11	294.73	371.46
713	2	8.32	420.33	295.41	351.91
713.2	1.99	8.32	449.66	294.73	351.91
713.4	2	8.32	449.66	295.41	381.23
713.6	1.99	8.32	469.21	294.73	371.46
713.8	2	8.32	469.21	295.41	371.46
714	2	8.32	478.98	295.41	381.23
714.2	2	8.32	449.66	295.41	381.23
714.4	1.99	8.43	469.21	292.83	391.01
714.6	2	8.43	449.66	293.51	391.01
714.8	1.99	8.43	439.88	292.83	381.23
715	1.99	8.43	420.33	292.83	381.23
715.2	1.99	8.43	430.11	292.83	371.46
715.4	2	8.43	430.11	293.51	400.78
715.6	1.99	8.43	449.66	292.83	381.23
715.8	2	8.43	430.11	293.51	381.23
716	1.99	8.43	439.88	292.83	391.01
716.2	2.01	8.43	400.78	294.2	391.01
716.4	1.99	8.43	420.33	292.83	391.01
716.6	2	8.43	400.78	293.51	381.23
716.8	2	8.43	420.33	293.51	391.01
717	1.99	8.43	430.11	292.83	391.01
717.2	1.99	8.43	420.33	292.83	381.23
717.4	2	8.43	430.11	293.51	381.23
717.6	1.99	8.43	430.11	292.83	371.46
717.8	2	8.43	410.56	293.51	371.46
718	1.99	8.43	420.33	292.83	361.68
718.2	1.99	8.43	410.56	292.83	361.68
718.4	1.99	8.43	420.33	292.83	371.46
718.6	2	8.43	400.78	293.51	361.68
718.8	2	8.43	420.33	293.51	381.23
719	2	8.43	420.33	293.51	371.46
719.2	1.99	8.43	439.88	292.83	371.46
719.4	2	8.43	420.33	293.51	371.46
719.6	2	8.43	439.88	293.51	371.46
719.8	2	8.43	430.11	293.51	381.23
720	2	8.43	459.43	293.51	381.23
720.2	2	8.43	449.66	293.51	381.23
720.4	2	8.43	439.88	293.51	381.23
720.6	2	8.43	410.56	293.51	381.23
720.8	1.99	8.43	420.33	292.83	371.46
721	1.99	8.43	410.56	292.83	361.68
721.2	2	8.43	400.78	293.51	361.68
721.4	1.99	8.43	400.78	292.83	371.46
721.6	2	8.43	371.46	293.51	371.46
721.8	1.99	8.43	381.23	292.83	371.46
722	2.01	8.43	381.23	294.2	381.23
722.2	1.99	8.43	361.68	292.83	381.23
722.4	2	8.43	371.46	293.51	371.46
722.6	2	8.43	351.91	293.51	361.68
722.8	2	8.43	371.46	293.51	371.46
723	2	8.54	381.23	291.65	361.68
723.2	2	8.54	371.46	291.65	351.91
723.4	2	8.54	361.68	291.65	400.78
723.6	2	8.54	371.46	291.65	361.68
723.8	2	8.54	361.68	291.65	381.23
724	2.01	8.54	342.13	292.33	381.23
724.2	2	8.54	351.91	291.65	381.23
724.4	2	8.54	342.13	291.65	381.23
724.6	1.99	8.54	351.91	290.97	381.23
724.8	2	8.54	342.13	291.65	400.78
725	2	8.54	342.13	291.65	400.78
725.2	2	8.54	351.91	291.65	381.23
725.4	1.99	8.54	351.91	290.97	391.01
725.6	1.99	8.54	351.91	290.97	391.01
725.8	2	8.54	371.46	291.65	381.23
726	2	8.54	361.68	291.65	391.01
726.2	2	8.54	361.68	291.65	381.23
726.4	2	8.54	342.13	291.65	391.01
726.6	1.99	8.54	361.68	290.97	381.23
726.8	2	8.54	361.68	291.65	391.01
727	1.99	8.54	381.23	290.97	391.01
727.2	1.99	8.54	391.01	290.97	381.23
727.4	2	8.54	410.56	291.65	371.46
727.6	2	8.54	400.78	291.65	381.23
727.8	2	8.54	410.56	291.65	381.23
728	2	8.54	371.46	291.65	391.01
728.2	2	8.54	351.91	291.65	391.01
728.4	2	8.54	381.23	291.65	400.78
728.6	1.99	8.54	351.91	290.97	410.56
728.8	2	8.54	361.68	291.65	391.01
729	2	8.54	371.46	291.65	391.01
729.2	2	8.54	351.91	291.65	400.78
729.4	2	8.54	351.91	291.65	420.33
729.6	2	8.43	342.13	293.51	430.11
729.8	1.99	8.43	351.91	292.83	420.33
730	2	8.43	351.91	293.51	430.11
730.2	2	8.43	351.91	293.51	410.56
730.4	2.01	8.43	342.13	294.2	449.66
730.6	1.99	8.43	371.46	292.83	439.88
730.8	2.01	8.43	381.23	294.2	439.88
731	2	8.43	371.46	293.51	449.66
731.2	2	8.43	381.23	293.51	439.88
731.4	2	8.43	391.01	293.51	430.11
731.6	2	8.43	381.23	293.51	430.11
731.8	1.99	8.43	381.23	292.83	410.56
732	2	8.43	381.23	293.51	430.11
732.2	2	8.43	391.01	293.51	430.11
732.4	2	8.43	400.78	293.51	439.88
732.6	2	8.43	391.01	293.51	430.11
732.8	2	8.43	400.78	293.51	410.56
733	2	8.43	381.23	293.51	420.33
733.2	2.01	8.43	391.01	294.2	400.78
733.4	2	8.43	381.23	293.51	420.33
733.6	2	8.43	381.23	293.51	420.33
733.8	2	8.43	391.01	293.51	430.11
734	2	8.43	410.56	293.51	430.11
734.2	1.99	8.43	400.78	292.83	439.88
734.4	1.99	8.43	410.56	292.83	439.88
734.6	2	8.43	381.23	293.51	420.33
734.8	1.99	8.43	400.78	292.83	439.88
735	2	8.43	361.68	293.51	410.56
735.2	2	8.43	400.78	293.51	410.56
735.4	2	8.43	371.46	293.51	391.01
735.6	2	8.43	381.23	293.51	391.01
735.8	2	8.43	381.23	293.51	410.56
736	1.99	8.43	381.23	292.83	400.78
736.2	2.01	8.43	361.68	294.2	400.78
736.4	1.99	8.43	391.01	292.83	400.78
736.6	2	8.43	361.68	293.51	391.01
736.8	2	8.43	381.23	293.51	391.01
737	2	8.43	361.68	293.51	381.23
737.2	2	8.43	381.23	293.51	391.01
737.4	2	8.43	351.91	293.51	391.01
737.6	2	8.43	371.46	293.51	371.46
737.8	1.99	8.43	361.68	292.83	410.56
738	2	8.43	391.01	293.51	400.78
738.2	2.01	8.43	381.23	294.2	410.56
738.4	1.99	8.43	371.46	292.83	400.78
738.6	2	8.43	351.91	293.51	400.78
738.8	1.99	8.43	371.46	292.83	400.78
739	2	8.43	361.68	293.51	410.56
739.2	1.99	8.43	371.46	292.83	410.56
739.4	2	8.43	351.91	293.51	410.56
739.6	2	8.43	361.68	293.51	400.78
739.8	1.99	8.43	342.13	292.83	400.78
740	1.99	8.43	371.46	292.83	381.23
740.2	2.01	8.43	371.46	294.2	381.23
740.4	2	8.43	381.23	293.51	371.46
740.6	2	8.43	371.46	293.51	371.46
740.8	2	8.43	391.01	293.51	391.01
741	1.99	8.43	391.01	292.83	371.46
741.2	2	8.43	400.78	293.51	381.23
741.4	2	8.43	400.78	293.51	342.13
741.6	1.98	8.43	400.78	292.15	381.23
741.8	2	8.43	400.78	293.51	391.01
742	2	8.43	391.01	293.51	381.23
742.2	2	8.43	371.46	293.51	381.23
742.4	2	8.43	381.23	293.51	391.01
742.6	2	8.43	391.01	293.51	391.01
742.8	2	8.43	391.01	293.51	391.01
743	2	8.43	400.78	293.51	381.23
743.2	2	8.43	400.78	293.51	391.01
743.4	2	8.43	400.78	293.51	371.46
743.6	2	8.43	391.01	293.51	371.46
743.8	1.99	8.43	391.01	292.83	371.46
744	2	8.43	391.01	293.51	371.46
744.2	2	8.43	391.01	293.51	361.68
744.4	1.99	8.43	391.01	292.83	371.46
744.6	2	8.43	400.78	293.51	371.46
744.8	1.99	8.43	420.33	292.83	361.68
745	2	8.43	400.78	293.51	351.91
745.2	2.01	8.43	430.11	294.2	361.68
745.4	2	8.43	420.33	293.51	361.68
745.6	2	8.43	420.33	293.51	361.68
745.8	2.01	8.43	400.78	294.2	371.46
746	1.99	8.43	420.33	292.83	361.68
746.2	2	8.43	410.56	293.51	381.23
746.4	2	8.43	410.56	293.51	361.68
746.6	2	8.43	381.23	293.51	371.46
746.8	2	8.43	400.78	293.51	381.23
747	2	8.43	410.56	293.51	361.68
747.2	1.99	8.43	410.56	292.83	381.23
747.4	2	8.43	371.46	293.51	371.46
747.6	1.99	8.43	400.78	292.83	381.23
747.8	2	8.43	361.68	293.51	371.46
748	1.99	8.43	410.56	292.83	371.46
748.2	2	8.43	381.23	293.51	381.23
748.4	2	8.43	410.56	293.51	371.46
748.6	2.01	8.43	400.78	294.2	361.68
748.8	2.01	8.43	400.78	294.2	361.68
749	2	8.43	391.01	293.51	361.68
749.2	2	8.43	391.01	293.51	371.46
749.4	1.99	8.43	410.56	292.83	381.23
749.6	2	8.43	391.01	293.51	371.46
749.8	2.01	8.43	391.01	294.2	361.68
750	2	8.43	371.46	293.51	381.23
750.2	1.99	8.43	381.23	292.83	361.68
750.4	2	8.43	361.68	293.51	361.68
750.6	1.99	8.54	371.46	290.97	351.91
750.8	1.99	8.54	381.23	290.97	361.68
751	2	8.54	381.23	291.65	361.68
751.2	2.01	8.54	381.23	292.33	342.13
751.4	1.99	8.54	400.78	290.97	342.13
751.6	1.99	8.54	381.23	290.97	351.91
751.8	1.99	8.54	381.23	290.97	361.68
752	2	8.54	400.78	291.65	361.68
752.2	2	8.54	391.01	291.65	371.46
752.4	2	8.54	381.23	291.65	361.68
752.6	2	8.54	361.68	291.65	371.46
752.8	2	8.54	381.23	291.65	371.46
753	1.99	8.54	371.46	290.97	371.46
753.2	1.99	8.54	400.78	290.97	361.68
753.4	1.99	8.54	381.23	290.97	361.68
753.6	2	8.54	391.01	291.65	351.91
753.8	2	8.54	391.01	291.65	351.91
754	2	8.54	410.56	291.65	361.68
754.2	2	8.54	400.78	291.65	371.46
754.4	2	8.54	410.56	291.65	381.23
754.6	2	8.54	381.23	291.65	381.23
754.8	2	8.54	410.56	291.65	371.46
755	2	8.54	400.78	291.65	381.23
755.2	1.99	8.54	410.56	290.97	361.68
755.4	2	8.54	400.78	291.65	361.68
755.6	1.99	8.54	410.56	290.97	361.68
755.8	2	8.54	410.56	291.65	381.23
756	1.99	8.54	449.66	290.97	371.46
756.2	2.01	8.54	410.56	292.33	381.23
756.4	2	8.54	459.43	291.65	391.01
756.6	2.01	8.54	430.11	292.33	391.01
756.8	2	8.54	439.88	291.65	371.46
757	2	8.54	439.88	291.65	381.23
757.2	2	8.54	430.11	291.65	361.68
757.4	2	8.54	410.56	291.65	361.68
757.6	2	8.54	420.33	291.65	361.68
757.8	2	8.54	420.33	291.65	371.46
758	2	8.54	400.78	291.65	381.23
758.2	2	8.54	420.33	291.65	400.78
758.4	2	8.54	410.56	291.65	381.23
758.6	1.99	8.54	400.78	290.97	381.23
758.8	2	8.54	400.78	291.65	400.78
759	2	8.54	400.78	291.65	381.23
759.2	2	8.54	371.46	291.65	371.46
759.4	2.01	8.54	391.01	292.33	400.78
759.6	2.01	8.54	371.46	292.33	410.56
759.8	2.01	8.54	381.23	292.33	410.56
760	2	8.54	361.68	291.65	410.56
760.2	1.99	8.54	381.23	290.97	381.23
760.4	2	8.54	371.46	291.65	410.56
760.6	2.01	8.54	381.23	292.33	381.23
760.8	2	8.54	381.23	291.65	361.68
761	1.99	8.54	420.33	290.97	371.46
761.2	2	8.54	420.33	291.65	391.01
761.4	1.99	8.54	420.33	290.97	371.46
761.6	2	8.54	400.78	291.65	381.23
761.8	2	8.54	410.56	291.65	400.78
762	2.01	8.54	410.56	292.33	391.01
762.2	2	8.54	430.11	291.65	381.23
762.4	2	8.54	410.56	291.65	361.68
762.6	2	8.54	420.33	291.65	371.46
762.8	2	8.54	410.56	291.65	361.68
763	1.99	8.54	410.56	290.97	371.46
763.2	2	8.54	391.01	291.65	391.01
763.4	2	8.54	391.01	291.65	400.78
763.6	1.99	8.54	410.56	290.97	410.56
763.8	2	8.54	381.23	291.65	400.78
764	2	8.54	381.23	291.65	400.78
764.2	2	8.54	371.46	291.65	400.78
764.4	2	8.54	361.68	291.65	381.23
764.6	2	8.54	371.46	291.65	381.23
764.8	1.99	8.54	391.01	290.97	361.68
765	2	8.54	391.01	291.65	361.68
765.2	1.99	8.54	410.56	290.97	391.01
765.4	2	8.54	371.46	291.65	391.01
765.6	2	8.54	381.23	291.65	371.46
765.8	2	8.54	361.68	291.65	381.23
766	2	8.54	371.46	291.65	381.23
766.2	2	8.54	371.46	291.65	371.46
766.4	2	8.54	371.46	291.65	361.68
766.6	2	8.54	361.68	291.65	371.46
766.8	1.99	8.54	351.91	290.97	371.46
767	1.99	8.54	351.91	290.97	371.46
767.2	2	8.54	342.13	291.65	400.78
767.4	1.99	8.54	361.68	290.97	410.56
767.6	1.99	8.54	371.46	290.97	391.01
767.8	1.99	8.54	381.23	290.97	381.23
768	2	8.54	351.91	291.65	391.01
768.2	2	8.54	381.23	291.65	371.46
768.4	2.01	8.54	381.23	292.33	371.46
768.6	2	8.54	391.01	291.65	381.23
768.8	2	8.54	391.01	291.65	371.46
769	2	8.54	381.23	291.65	391.01
769.2	2	8.54	400.78	291.65	391.01
769.4	1.99	8.54	381.23	290.97	400.78
769.6	2	8.54	381.23	291.65	391.01
769.8	2	8.54	361.68	291.65	410.56
770	2.01	8.54	371.46	292.33	391.01
770.2	2	8.54	381.23	291.65	381.23
770.4	1.99	8.54	371.46	290.97	371.46
770.6	2	8.54	361.68	291.65	371.46
770.8	2	8.54	361.68	291.65	391.01
771	2	8.54	351.91	291.65	371.46
771.2	1.99	8.54	371.46	290.97	371.46
771.4	2	8.54	371.46	291.65	371.46
771.6	1.99	8.54	391.01	290.97	371.46
771.8	2	8.54	391.01	291.65	381.23
772	1.99	8.54	400.78	290.97	371.46
772.2	2	8.54	381.23	291.65	381.23
772.4	2	8.54	391.01	291.65	371.46
772.6	2.01	8.54	381.23	292.33	371.46
772.8	2	8.54	361.68	291.65	381.23
773	2	8.54	381.23	291.65	351.91
773.2	2	8.54	371.46	291.65	361.68
773.4	1.99	8.54	400.78	290.97	381.23
773.6	2	8.54	381.23	291.65	381.23
773.8	1.99	8.54	391.01	290.97	381.23
774	2	8.54	351.91	291.65	391.01
774.2	2	8.54	351.91	291.65	381.23
774.4	2	8.54	371.46	291.65	381.23
774.6	2	8.54	361.68	291.65	371.46
774.8	2	8.54	371.46	291.65	381.23
775	2	8.54	371.46	291.65	371.46
775.2	2.01	8.54	361.68	292.33	381.23
775.4	2	8.54	371.46	291.65	391.01
775.6	1.99	8.54	351.91	290.97	391.01
775.8	2	8.54	342.13	291.65	400.78
776	1.99	8.54	371.46	290.97	410.56
776.2	2	8.54	371.46	291.65	391.01
776.4	2	8.54	351.91	291.65	381.23
776.6	2	8.54	361.68	291.65	361.68
776.8	2	8.54	371.46	291.65	351.91
777	2	8.54	371.46	291.65	371.46
777.2	2	8.54	391.01	291.65	371.46
777.4	2	8.54	371.46	291.65	381.23
777.6	1.99	8.54	361.68	290.97	400.78
777.8	2	8.54	342.13	291.65	400.78
778	2	8.54	332.36	291.65	410.56
778.2	2	8.54	332.36	291.65	410.56
778.4	2	8.54	322.58	291.65	400.78
778.6	1.99	8.54	351.91	290.97	400.78
778.8	2	8.54	371.46	291.65	400.78
779	1.99	8.54	361.68	290.97	381.23
779.2	2.01	8.54	361.68	292.33	381.23
779.4	2	8.54	351.91	291.65	381.23
779.6	1.99	8.54	361.68	290.97	381.23
779.8	2	8.54	351.91	291.65	400.78
780	2	8.54	371.46	291.65	381.23
780.2	2	8.54	351.91	291.65	391.01
780.4	2	8.54	381.23	291.65	400.78
780.6	2	8.54	361.68	291.65	381.23
780.8	1.99	8.54	371.46	290.97	391.01
781	2	8.54	351.91	291.65	391.01
781.2	1.99	8.54	371.46	290.97	410.56
781.4	2	8.54	361.68	291.65	410.56
781.6	1.99	8.54	381.23	290.97	400.78
781.8	2	8.54	371.46	291.65	400.78
782	1.99	8.54	371.46	290.97	391.01
782.2	2	8.54	351.91	291.65	400.78
782.4	2	8.54	361.68	291.65	381.23
782.6	2	8.54	371.46	291.65	391.01
782.8	2	8.54	351.91	291.65	381.23
783	2	8.54	361.68	291.65	381.23
783.2	2	8.54	361.68	291.65	391.01
783.4	2.01	8.54	361.68	292.33	410.56
783.6	2	8.54	342.13	291.65	400.78
783.8	2	8.54	342.13	291.65	400.78
784	2	8.54	322.58	291.65	410.56
784.2	2	8.54	332.36	291.65	400.78
784.4	2	8.54	322.58	291.65	391.01
784.6	2	8.54	342.13	291.65	391.01
784.8	2	8.54	312.81	291.65	400.78
785	1.99	8.54	332.36	290.97	400.78
785.2	2	8.54	332.36	291.65	410.56
785.4	2	8.54	351.91	291.65	391.01
785.6	2	8.54	332.36	291.65	400.78
785.8	1.99	8.54	361.68	290.97	391.01
786	2	8.54	312.81	291.65	400.78
786.2	1.99	8.54	342.13	290.97	400.78
786.4	2	8.54	332.36	291.65	410.56
786.6	1.98	8.54	332.36	290.29	410.56
786.8	2	8.54	322.58	291.65	391.01
787	1.99	8.54	322.58	290.97	400.78
787.2	2	8.54	332.36	291.65	400.78
787.4	1.99	8.43	342.13	292.83	391.01
787.6	2	8.43	332.36	293.51	391.01
787.8	2	8.43	322.58	293.51	400.78
788	2	8.43	351.91	293.51	400.78
788.2	1.99	8.43	332.36	292.83	391.01
788.4	2	8.43	332.36	293.51	381.23
788.6	2	8.43	351.91	293.51	381.23
788.8	2	8.43	361.68	293.51	371.46
789	2	8.43	342.13	293.51	371.46
789.2	1.99	8.43	381.23	292.83	371.46
789.4	1.99	8.43	342.13	292.83	371.46
789.6	2	8.43	361.68	293.51	391.01
789.8	2.01	8.43	371.46	294.2	400.78
790	2	8.43	381.23	293.51	391.01
790.2	2	8.43	351.91	293.51	400.78
790.4	1.99	8.43	361.68	292.83	400.78
790.6	2	8.43	342.13	293.51	391.01
790.8	2	8.43	351.91	293.51	400.78
791	1.99	8.43	351.91	292.83	400.78
791.2	2	8.43	342.13	293.51	400.78
791.4	2	8.43	332.36	293.51	391.01
791.6	2	8.43	332.36	293.51	391.01
791.8	2	8.43	332.36	293.51	410.56
792	1.99	8.43	312.81	292.83	400.78
792.2	1.99	8.43	332.36	292.83	391.01
792.4	2	8.43	312.81	293.51	391.01
792.6	2	8.43	332.36	293.51	381.23
792.8	2	8.43	312.81	293.51	371.46
793	2	8.43	342.13	293.51	391.01
793.2	2	8.43	312.81	293.51	381.23
793.4	2	8.43	332.36	293.51	391.01
793.6	2	8.43	312.81	293.51	400.78
793.8	1.99	8.43	332.36	292.83	410.56
794	2	8.43	312.81	293.51	430.11
794.2	1.99	8.43	332.36	292.83	410.56
794.4	2	8.43	322.58	293.51	400.78
794.6	1.99	8.43	342.13	292.83	391.01
794.8	1.99	8.43	322.58	292.83	381.23
795	1.99	8.43	332.36	292.83	410.56
795.2	1.99	8.43	332.36	292.83	420.33
795.4	2	8.43	332.36	293.51	439.88
795.6	2	8.32	342.13	295.41	430.11
795.8	2	8.32	322.58	295.41	410.56
796	2	8.32	322.58	295.41	410.56
796.2	2	8.32	312.81	295.41	420.33
796.4	1.99	8.32	332.36	294.73	410.56
796.6	1.99	8.32	332.36	294.73	391.01
796.8	1.99	8.32	351.91	294.73	410.56
797	2	8.32	322.58	295.41	400.78
797.2	2	8.32	342.13	295.41	410.56
797.4	2	8.32	322.58	295.41	420.33
797.6	2	8.32	342.13	295.41	410.56
797.8	2	8.32	351.91	295.41	400.78
798	2.01	8.32	361.68	296.1	400.78
798.2	2	8.32	351.91	295.41	420.33
798.4	1.99	8.32	381.23	294.73	410.56
798.6	2	8.32	351.91	295.41	420.33
798.8	1.99	8.32	391.01	294.73	410.56
799	2	8.32	381.23	295.41	400.78
799.2	2	8.32	381.23	295.41	410.56
799.4	2	8.32	381.23	295.41	400.78
799.6	1.99	8.32	371.46	294.73	391.01
799.8	2	8.32	361.68	295.41	371.46
800	1.99	8.32	371.46	294.73	381.23
800.2	2	8.32	351.91	295.41	400.78
800.4	2	8.32	332.36	295.41	400.78
800.6	1.99	8.32	351.91	294.73	391.01
800.8	1.99	8.32	351.91	294.73	400.78
801	2	8.32	332.36	295.41	400.78
801.2	2	8.32	332.36	295.41	420.33
801.4	2	8.32	342.13	295.41	400.78
801.6	1.99	8.32	332.36	294.73	410.56
801.8	2.01	8.32	342.13	296.1	400.78
802	2	8.32	332.36	295.41	391.01
802.2	2	8.32	342.13	295.41	371.46
802.4	2	8.32	351.91	295.41	381.23
802.6	1.99	8.32	361.68	294.73	391.01
802.8	2	8.32	332.36	295.41	381.23
803	2	8.32	342.13	295.41	391.01
803.2	2	8.32	332.36	295.41	391.01
803.4	2	8.32	332.36	295.41	410.56
803.6	1.99	8.32	312.81	294.73	420.33
803.8	2	8.22	312.81	297.35	439.88
804	2	8.22	332.36	297.35	439.88
804.2	1.99	8.22	322.58	296.66	449.66
804.4	2	8.22	322.58	297.35	420.33
804.6	2	8.22	322.58	297.35	400.78
804.8	2	8.22	322.58	297.35	381.23
805	2	8.22	312.81	297.35	361.68
805.2	2	8.22	332.36	297.35	371.46
805.4	1.99	8.22	351.91	296.66	371.46
805.6	2	8.22	342.13	297.35	342.13
805.8	2	8.22	342.13	297.35	381.23
806	1.99	8.22	351.91	296.66	391.01
806.2	2	8.22	322.58	297.35	420.33
806.4	1.99	8.22	351.91	296.66	410.56
806.6	2	8.22	351.91	297.35	410.56
806.8	2	8.22	371.46	297.35	420.33
807	2	8.22	371.46	297.35	420.33
807.2	2	8.22	391.01	297.35	430.11
807.4	2	8.22	381.23	297.35	420.33
807.6	2	8.22	361.68	297.35	420.33
807.8	2	8.22	371.46	297.35	449.66
