=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.08 16:54:19 =~=~=~=~=~=~=~=~=~=~=~=					
"time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)"			AM Clear PETG		Stock Clear PETG
808	2	8.22	361.68	297.35	449.66
808.2	2.01	8.22	371.46	298.04	430.11
808.4	2	8.22	371.46	297.35	439.88
808.6	1.99	8.22	361.68	296.66	430.11
808.8	2	8.22	371.46	297.35	439.88
809	2	8.22	371.46	297.35	430.11
809.2	2	8.22	371.46	297.35	439.88
809.4	1.99	8.22	371.46	296.66	439.88
809.6	2	8.22	351.91	297.35	449.66
809.8	2	8.22	351.91	297.35	449.66
810	2	8.22	342.13	297.35	439.88
810.2	2	8.22	351.91	297.35	439.88
810.4	2	8.22	361.68	297.35	439.88
810.6	2	8.22	371.46	297.35	420.33
810.8	2	8.22	361.68	297.35	420.33
811	1.99	8.22	361.68	296.66	430.11
811.2	2	8.22	371.46	297.35	430.11
811.4	2	8.22	322.58	297.35	430.11
811.6	1.99	8.22	342.13	296.66	420.33
811.8	2	8.22	332.36	297.35	420.33
812	2	8.22	351.91	297.35	420.33
812.2	2	8.22	332.36	297.35	420.33
812.4	2	8.22	332.36	297.35	400.78
812.6	2	8.22	332.36	297.35	400.78
812.8	2	8.22	342.13	297.35	400.78
813	2	8.22	312.81	297.35	400.78
813.2	1.99	8.22	351.91	296.66	420.33
813.4	2	8.22	322.58	297.35	420.33
813.6	2	8.22	351.91	297.35	430.11
813.8	2	8.11	351.91	299.33	420.33
814	2	8.11	361.68	299.33	410.56
814.2	2	8.11	342.13	299.33	410.56
814.4	2	8.11	351.91	299.33	420.33
814.6	2	8.11	361.68	299.33	410.56
814.8	2	8.11	351.91	299.33	410.56
815	2	8.11	342.13	299.33	410.56
815.2	2	8.11	332.36	299.33	420.33
815.4	2	8.11	342.13	299.33	410.56
815.6	1.99	8.11	351.91	298.63	400.78
815.8	1.99	8.11	361.68	298.63	391.01
816	1.99	8.11	351.91	298.63	410.56
816.2	1.99	8.11	351.91	298.63	410.56
816.4	2	8.11	342.13	299.33	400.78
816.6	1.99	8.11	351.91	298.63	391.01
816.8	2	8.11	361.68	299.33	391.01
817	2	8.11	351.91	299.33	381.23
817.2	1.99	8.11	361.68	298.63	391.01
817.4	1.99	8.11	371.46	298.63	371.46
817.6	2.01	8.11	381.23	300.02	400.78
817.8	2	8.11	371.46	299.33	400.78
818	1.99	8.11	391.01	298.63	391.01
818.2	2	8.11	371.46	299.33	400.78
818.4	2	8.11	391.01	299.33	400.78
818.6	2	8.11	391.01	299.33	400.78
818.8	1.99	8.11	400.78	298.63	391.01
819	2	8.11	381.23	299.33	410.56
819.2	2	8.11	381.23	299.33	391.01
819.4	2	8.11	371.46	299.33	381.23
819.6	1.99	8.11	371.46	298.63	371.46
819.8	2	8.11	381.23	299.33	391.01
820	2	8.11	351.91	299.33	381.23
820.2	1.99	8.11	381.23	298.63	400.78
820.4	2.01	8.11	361.68	300.02	381.23
820.6	1.99	8.11	371.46	298.63	371.46
820.8	2	8.11	361.68	299.33	371.46
821	1.99	8.11	371.46	298.63	371.46
821.2	2.01	8.11	371.46	300.02	381.23
821.4	1.99	8.11	381.23	298.63	381.23
821.6	1.99	8.11	391.01	298.63	371.46
821.8	2	8.11	371.46	299.33	381.23
822	2.01	8.11	381.23	300.02	371.46
822.2	2	8.11	381.23	299.33	371.46
822.4	1.99	8.11	400.78	298.63	391.01
822.6	1.99	8.11	371.46	298.63	371.46
822.8	2	8.11	391.01	299.33	391.01
823	2	8.11	371.46	299.33	361.68
823.2	1.99	8.11	391.01	298.63	381.23
823.4	2	8.11	381.23	299.33	381.23
823.6	2	8.11	391.01	299.33	381.23
823.8	2	8.11	391.01	299.33	381.23
824	2	8.11	391.01	299.33	361.68
824.2	1.99	8.11	391.01	298.63	361.68
824.4	2	8.11	371.46	299.33	351.91
824.6	1.99	8.11	410.56	298.63	371.46
824.8	2	8.11	400.78	299.33	361.68
825	2	8.11	410.56	299.33	381.23
825.2	2	8.11	381.23	299.33	391.01
825.4	2	8.11	381.23	299.33	381.23
825.6	2	8.11	381.23	299.33	381.23
825.8	1.99	8.11	381.23	298.63	381.23
826	2	8.11	381.23	299.33	371.46
826.2	1.99	8.11	361.68	298.63	371.46
826.4	2	8.11	391.01	299.33	361.68
826.6	1.99	8.11	400.78	298.63	371.46
826.8	2	8.11	410.56	299.33	391.01
827	2	8.11	371.46	299.33	381.23
827.2	1.99	8.11	371.46	298.63	381.23
827.4	2	8.11	351.91	299.33	381.23
827.6	2	8.11	381.23	299.33	391.01
827.8	1.99	8.11	361.68	298.63	400.78
828	1.99	8.11	371.46	298.63	381.23
828.2	2	8.11	361.68	299.33	381.23
828.4	2	8.11	381.23	299.33	391.01
828.6	2	8.11	381.23	299.33	391.01
828.8	2	8.11	381.23	299.33	381.23
829	1.99	8.11	371.46	298.63	391.01
829.2	1.99	8.11	400.78	298.63	391.01
829.4	2	8.11	400.78	299.33	381.23
829.6	1.99	8.11	391.01	298.63	391.01
829.8	1.99	8.11	391.01	298.63	381.23
830	2	8.11	400.78	299.33	371.46
830.2	2	8.11	400.78	299.33	361.68
830.4	2	8.11	371.46	299.33	371.46
830.6	1.99	8.11	381.23	298.63	371.46
830.8	1.99	8.11	381.23	298.63	391.01
831	2	8.11	371.46	299.33	391.01
831.2	2	8.11	381.23	299.33	400.78
831.4	2	8.11	371.46	299.33	391.01
831.6	2	8.11	381.23	299.33	400.78
831.8	2	8.11	391.01	299.33	400.78
832	1.99	8.11	391.01	298.63	391.01
832.2	2	8.11	400.78	299.33	391.01
832.4	2	8.11	420.33	299.33	371.46
832.6	2.01	8.11	420.33	300.02	381.23
832.8	1.99	8.11	410.56	298.63	381.23
833	2	8.11	420.33	299.33	361.68
833.2	2	8.11	410.56	299.33	371.46
833.4	2	8.11	420.33	299.33	381.23
833.6	2	8.11	400.78	299.33	381.23
833.8	1.99	8.11	439.88	298.63	381.23
834	2	8.11	420.33	299.33	381.23
834.2	1.99	8.11	430.11	298.63	381.23
834.4	2	8.11	400.78	299.33	391.01
834.6	1.99	8.11	430.11	298.63	381.23
834.8	2	8.11	391.01	299.33	391.01
835	2	8.11	391.01	299.33	381.23
835.2	2	8.11	381.23	299.33	371.46
835.4	1.99	8.11	400.78	298.63	371.46
835.6	1.99	8.11	400.78	298.63	391.01
835.8	2	8.11	391.01	299.33	381.23
836	1.99	8.11	420.33	298.63	381.23
836.2	2.01	8.11	391.01	300.02	371.46
836.4	2	8.11	410.56	299.33	371.46
836.6	2	8.11	391.01	299.33	381.23
836.8	1.99	8.11	430.11	298.63	381.23
837	2	8.11	420.33	299.33	391.01
837.2	2.01	8.11	391.01	300.02	381.23
837.4	2.01	8.11	400.78	300.02	381.23
837.6	2	8.11	391.01	299.33	400.78
837.8	1.99	8.11	420.33	298.63	371.46
838	2	8.11	420.33	299.33	391.01
838.2	1.99	8.11	420.33	298.63	391.01
838.4	2	8.11	410.56	299.33	391.01
838.6	1.99	8.11	430.11	298.63	400.78
838.8	2	8.11	430.11	299.33	391.01
839	1.99	8.11	430.11	298.63	381.23
839.2	2.01	8.11	420.33	300.02	361.68
839.4	2.01	8.11	400.78	300.02	371.46
839.6	1.99	8.11	410.56	298.63	381.23
839.8	2	8.11	410.56	299.33	361.68
840	2	8.11	430.11	299.33	391.01
840.2	1.99	8.11	400.78	298.63	381.23
840.4	2	8.11	420.33	299.33	391.01
840.6	2	8.11	420.33	299.33	391.01
840.8	1.99	8.11	449.66	298.63	381.23
841	2	8.22	449.66	297.35	381.23
841.2	2	8.22	439.88	297.35	371.46
841.4	2	8.22	420.33	297.35	381.23
841.6	1.99	8.22	430.11	296.66	381.23
841.8	2	8.22	410.56	297.35	381.23
842	1.99	8.22	430.11	296.66	371.46
842.2	2	8.22	430.11	297.35	391.01
842.4	1.99	8.22	439.88	296.66	400.78
842.6	2	8.22	420.33	297.35	410.56
842.8	2	8.22	410.56	297.35	400.78
843	2	8.22	420.33	297.35	400.78
843.2	2	8.22	449.66	297.35	400.78
843.4	1.99	8.22	430.11	296.66	400.78
843.6	2	8.22	410.56	297.35	391.01
843.8	2.01	8.22	410.56	298.04	381.23
844	2	8.22	410.56	297.35	371.46
844.2	1.99	8.22	430.11	296.66	371.46
844.4	2	8.22	400.78	297.35	391.01
844.6	2	8.22	420.33	297.35	400.78
844.8	2	8.22	400.78	297.35	400.78
845	1.99	8.22	420.33	296.66	400.78
845.2	2	8.22	430.11	297.35	410.56
845.4	2	8.22	449.66	297.35	391.01
845.6	2	8.22	439.88	297.35	381.23
845.8	2.01	8.22	449.66	298.04	400.78
846	2	8.22	430.11	297.35	400.78
846.2	2	8.22	439.88	297.35	391.01
846.4	2	8.22	439.88	297.35	410.56
846.6	1.99	8.22	439.88	296.66	410.56
846.8	2	8.22	439.88	297.35	391.01
847	1.99	8.22	439.88	296.66	391.01
847.2	2	8.22	430.11	297.35	400.78
847.4	1.99	8.22	449.66	296.66	391.01
847.6	2	8.22	420.33	297.35	371.46
847.8	1.99	8.22	410.56	296.66	381.23
848	2	8.22	410.56	297.35	391.01
848.2	1.99	8.22	430.11	296.66	381.23
848.4	1.99	8.22	410.56	296.66	381.23
848.6	1.99	8.22	420.33	296.66	400.78
848.8	2	8.32	420.33	295.41	400.78
849	1.99	8.32	439.88	294.73	410.56
849.2	2	8.32	430.11	295.41	400.78
849.4	2	8.32	439.88	295.41	420.33
849.6	2	8.32	439.88	295.41	400.78
849.8	2	8.32	410.56	295.41	430.11
850	1.99	8.32	420.33	294.73	430.11
850.2	2	8.32	410.56	295.41	430.11
850.4	1.99	8.32	410.56	294.73	430.11
850.6	2	8.32	400.78	295.41	430.11
850.8	2	8.32	430.11	295.41	420.33
851	2	8.32	400.78	295.41	420.33
851.2	2	8.32	410.56	295.41	400.78
851.4	2	8.32	430.11	295.41	410.56
851.6	2	8.32	439.88	295.41	391.01
851.8	2.01	8.32	420.33	296.1	381.23
852	2	8.32	430.11	295.41	391.01
852.2	2	8.32	430.11	295.41	400.78
852.4	1.99	8.32	439.88	294.73	400.78
852.6	2	8.32	430.11	295.41	391.01
852.8	1.99	8.32	439.88	294.73	400.78
853	2	8.32	439.88	295.41	410.56
853.2	1.99	8.32	439.88	294.73	400.78
853.4	2	8.32	420.33	295.41	400.78
853.6	1.99	8.32	420.33	294.73	410.56
853.8	2	8.32	410.56	295.41	420.33
854	1.99	8.32	430.11	294.73	410.56
854.2	2	8.32	410.56	295.41	410.56
854.4	1.99	8.32	410.56	294.73	410.56
854.6	2	8.32	391.01	295.41	420.33
854.8	1.99	8.32	420.33	294.73	420.33
855	2	8.32	400.78	295.41	420.33
855.2	2	8.32	410.56	295.41	430.11
855.4	2	8.32	430.11	295.41	430.11
855.7	1.99	8.32	420.33	294.73	439.88
855.8	2.01	8.32	410.56	296.1	459.43
856	1.99	8.32	439.88	294.73	459.43
856.2	2	8.43	439.88	293.51	459.43
856.4	2	8.43	439.88	293.51	459.43
856.6	2	8.43	420.33	293.51	459.43
856.8	2.01	8.43	430.11	294.2	449.66
857	1.99	8.43	430.11	292.83	449.66
857.2	1.99	8.43	410.56	292.83	439.88
857.4	1.99	8.43	420.33	292.83	439.88
857.6	2	8.43	400.78	293.51	430.11
857.8	2	8.43	420.33	293.51	430.11
858	1.99	8.43	439.88	292.83	430.11
858.2	1.99	8.43	420.33	292.83	439.88
858.4	2	8.43	420.33	293.51	430.11
858.6	1.99	8.43	430.11	292.83	420.33
858.8	2	8.43	420.33	293.51	430.11
859	1.99	8.43	410.56	292.83	439.88
859.2	2.01	8.43	400.78	294.2	410.56
859.4	2	8.43	410.56	293.51	410.56
859.6	2	8.43	430.11	293.51	410.56
859.8	2	8.43	430.11	293.51	420.33
860	2	8.43	430.11	293.51	420.33
860.2	2	8.43	420.33	293.51	420.33
860.4	2	8.43	420.33	293.51	420.33
860.6	2	8.43	420.33	293.51	430.11
860.8	1.99	8.43	430.11	292.83	449.66
861	2	8.43	410.56	293.51	439.88
861.2	2.01	8.43	439.88	294.2	439.88
861.4	2	8.43	410.56	293.51	420.33
861.6	2.01	8.43	439.88	294.2	410.56
861.8	2	8.43	430.11	293.51	391.01
862	2	8.43	439.88	293.51	400.78
862.2	2	8.43	439.88	293.51	400.78
862.4	2	8.43	459.43	293.51	410.56
862.6	2	8.43	420.33	293.51	410.56
862.8	1.99	8.43	439.88	292.83	400.78
863	2	8.43	430.11	293.51	410.56
863.2	1.99	8.43	449.66	292.83	420.33
863.4	2	8.43	439.88	293.51	410.56
863.6	1.99	8.43	439.88	292.83	410.56
863.8	2	8.43	410.56	293.51	410.56
864	1.99	8.54	439.88	290.97	400.78
864.2	2.01	8.54	459.43	292.33	391.01
864.4	2	8.54	439.88	291.65	400.78
864.6	2	8.54	449.66	291.65	400.78
864.8	1.99	8.54	449.66	290.97	381.23
865	2	8.54	459.43	291.65	391.01
865.2	1.99	8.54	469.21	290.97	371.46
865.4	2.01	8.54	459.43	292.33	371.46
865.6	2	8.54	439.88	291.65	381.23
865.8	2	8.54	439.88	291.65	391.01
866	2	8.54	420.33	291.65	381.23
866.2	1.99	8.54	420.33	290.97	391.01
866.4	1.99	8.54	391.01	290.97	391.01
866.6	2	8.54	400.78	291.65	400.78
866.8	2	8.54	381.23	291.65	400.78
867	1.99	8.54	420.33	290.97	371.46
867.2	2	8.54	430.11	291.65	381.23
867.4	1.99	8.54	439.88	290.97	400.78
867.6	1.99	8.54	400.78	290.97	391.01
867.8	2	8.54	430.11	291.65	391.01
868	2	8.54	420.33	291.65	391.01
868.2	1.99	8.54	420.33	290.97	400.78
868.4	2	8.54	430.11	291.65	400.78
868.6	2	8.54	439.88	291.65	381.23
868.8	2	8.54	420.33	291.65	361.68
869	2	8.54	430.11	291.65	361.68
869.2	1.99	8.54	439.88	290.97	361.68
869.4	2.01	8.54	400.78	292.33	371.46
869.6	1.99	8.54	420.33	290.97	391.01
869.8	2	8.54	410.56	291.65	391.01
870	1.98	8.54	439.88	290.29	400.78
870.2	2	8.54	430.11	291.65	400.78
870.4	2	8.54	439.88	291.65	410.56
870.6	2	8.65	430.11	289.82	410.56
870.8	1.99	8.65	459.43	289.15	400.78
871	1.99	8.65	439.88	289.15	400.78
871.2	2	8.65	439.88	289.82	410.56
871.4	2	8.65	430.11	289.82	400.78
871.6	1.99	8.65	449.66	289.15	400.78
871.8	2	8.65	391.01	289.82	420.33
872	2	8.65	420.33	289.82	420.33
872.2	2.01	8.65	410.56	290.49	410.56
872.4	2	8.65	410.56	289.82	400.78
872.6	2	8.65	400.78	289.82	391.01
872.8	2.01	8.65	410.56	290.49	400.78
873	1.99	8.65	430.11	289.15	391.01
873.2	2	8.65	430.11	289.82	391.01
873.4	1.99	8.65	439.88	289.15	391.01
873.6	2	8.65	439.88	289.82	381.23
873.8	2	8.65	439.88	289.82	391.01
874	2	8.65	420.33	289.82	400.78
874.2	2.01	8.65	439.88	290.49	391.01
874.4	2	8.65	430.11	289.82	381.23
874.6	2	8.65	449.66	289.82	400.78
874.8	2	8.65	430.11	289.82	400.78
875	1.99	8.65	449.66	289.15	410.56
875.2	2	8.65	420.33	289.82	391.01
875.4	1.99	8.65	430.11	289.15	381.23
875.6	2	8.65	410.56	289.82	400.78
875.8	1.99	8.65	430.11	289.15	391.01
876	2	8.65	420.33	289.82	391.01
876.2	1.99	8.65	410.56	289.15	400.78
876.7	1.99	8.65	430.11	289.15	400.78
876.7	2	8.65	420.33	289.82	381.23
876.9	2	8.65	449.66	289.82	371.46
877.1	2.01	8.65	430.11	290.49	381.23
877.3	2	8.65	400.78	289.82	381.23
877.5	2	8.65	430.11	289.82	391.01
877.7	2	8.76	420.33	288.03	410.56
877.9	2	8.76	449.66	288.03	400.78
878.1	2	8.76	430.11	288.03	381.23
878.3	1.99	8.76	430.11	287.36	391.01
878.5	2.01	8.76	400.78	288.7	391.01
878.7	2	8.76	400.78	288.03	391.01
878.9	1.99	8.76	391.01	287.36	381.23
879.1	2.01	8.76	391.01	288.7	400.78
879.3	1.99	8.76	420.33	287.36	400.78
879.5	1.99	8.76	410.56	287.36	391.01
879.7	2	8.76	430.11	288.03	391.01
879.9	2	8.76	410.56	288.03	381.23
880.1	2	8.76	410.56	288.03	381.23
880.3	2	8.76	410.56	288.03	381.23
880.5	1.99	8.76	420.33	287.36	391.01
880.7	2	8.76	430.11	288.03	400.78
880.9	2	8.76	420.33	288.03	400.78
881.1	1.99	8.76	430.11	287.36	400.78
881.3	1.99	8.76	391.01	287.36	410.56
881.5	2	8.76	410.56	288.03	420.33
881.7	2	8.76	391.01	288.03	410.56
881.9	1.99	8.76	400.78	287.36	400.78
882.1	2	8.76	400.78	288.03	410.56
882.3	1.99	8.76	410.56	287.36	400.78
882.5	2	8.76	391.01	288.03	400.78
882.7	1.99	8.76	391.01	287.36	430.11
882.9	1.99	8.76	391.01	287.36	420.33
883.1	1.99	8.76	391.01	287.36	420.33
883.3	1.99	8.76	410.56	287.36	410.56
883.5	1.99	8.76	381.23	287.36	420.33
883.7	2.01	8.76	400.78	288.7	400.78
883.9	2	8.76	410.56	288.03	381.23
884.1	1.99	8.76	430.11	287.36	400.78
884.3	1.99	8.76	381.23	287.36	371.46
884.9	1.99	8.76	410.56	287.36	381.23
885	2	8.76	420.33	288.03	381.23
885.2	2	8.76	439.88	288.03	391.01
885.4	2	8.76	410.56	288.03	391.01
885.6	1.99	8.76	430.11	287.36	381.23
885.8	2	8.76	391.01	288.03	400.78
886	2	8.76	400.78	288.03	410.56
886.2	2	8.76	410.56	288.03	400.78
886.7	1.99	8.76	420.33	287.36	371.46
886.7	1.99	8.76	420.33	287.36	371.46
886.9	2	8.76	400.78	288.03	391.01
887.1	1.99	8.76	420.33	287.36	371.46
887.3	1.99	8.76	410.56	287.36	381.23
887.5	2	8.76	400.78	288.03	391.01
887.7	1.99	8.87	410.56	285.6	400.78
887.9	2	8.87	410.56	286.27	391.01
888.1	2	8.87	400.78	286.27	410.56
888.3	1.99	8.87	420.33	285.6	400.78
888.5	2	8.87	400.78	286.27	410.56
888.7	1.99	8.87	420.33	285.6	400.78
888.9	2	8.87	430.11	286.27	400.78
889.1	2	8.87	420.33	286.27	391.01
889.3	2	8.87	391.01	286.27	400.78
889.5	1.99	8.87	371.46	285.6	391.01
889.7	2.01	8.87	391.01	286.93	410.56
889.9	2	8.87	420.33	286.27	420.33
890.1	2	8.87	400.78	286.27	420.33
890.3	1.99	8.87	391.01	285.6	420.33
890.5	1.99	8.87	410.56	285.6	430.11
890.7	2	8.87	391.01	286.27	420.33
890.9	1.99	8.87	420.33	285.6	430.11
891.1	2	8.87	410.56	286.27	430.11
891.3	1.99	8.87	439.88	285.6	420.33
891.5	2	8.87	430.11	286.27	410.56
891.7	1.99	8.87	449.66	285.6	410.56
891.9	2	8.87	449.66	286.27	430.11
892.1	2	8.87	439.88	286.27	391.01
892.3	2.01	8.87	449.66	286.93	410.56
892.5	2	8.87	439.88	286.27	420.33
892.7	2	8.87	449.66	286.27	410.56
892.9	1.99	8.87	459.43	285.6	410.56
893.1	1.99	8.87	459.43	285.6	410.56
893.3	2	8.87	430.11	286.27	400.78
893.5	2	8.87	430.11	286.27	400.78
893.7	1.99	8.87	430.11	285.6	400.78
893.9	1.99	8.87	449.66	285.6	410.56
894.1	2	8.87	449.66	286.27	420.33
894.3	1.99	8.87	430.11	285.6	420.33
894.5	2	8.87	400.78	286.27	410.56
894.7	1.99	8.87	410.56	285.6	410.56
894.9	2	8.87	420.33	286.27	400.78
895.1	1.99	8.87	420.33	285.6	391.01
895.3	2	8.87	430.11	286.27	391.01
895.5	2	8.87	420.33	286.27	400.78
895.7	1.99	8.87	449.66	285.6	400.78
895.9	2	8.87	430.11	286.27	400.78
896.1	1.99	8.87	420.33	285.6	410.56
896.3	2	8.87	391.01	286.27	420.33
896.5	1.99	8.87	410.56	285.6	410.56
896.7	1.99	8.87	410.56	285.6	410.56
896.9	1.99	8.87	430.11	285.6	400.78
897.1	2	8.97	400.78	284.54	391.01
897.3	2	8.97	410.56	284.54	391.01
897.5	2.01	8.97	410.56	285.2	410.56
897.7	1.99	8.97	430.11	283.87	410.56
897.9	2	8.97	410.56	284.54	439.88
898.1	1.99	8.97	439.88	283.87	430.11
898.3	2	8.97	420.33	284.54	420.33
898.5	2	8.97	430.11	284.54	430.11
898.7	1.99	8.97	449.66	283.87	391.01
898.9	1.99	8.97	430.11	283.87	381.23
899.1	2.01	8.97	430.11	285.2	371.46
899.3	2	8.97	420.33	284.54	391.01
899.5	1.99	8.97	430.11	283.87	371.46
899.8	1.99	8.97	400.78	283.87	361.68
899.9	2	8.97	439.88	284.54	361.68
900.2	2	8.97	420.33	284.54	381.23
900.3	1.99	8.97	410.56	283.87	381.23
900.5	2	8.97	400.78	284.54	381.23
900.7	2	8.97	400.78	284.54	371.46
900.9	2	8.97	439.88	284.54	361.68
901.1	2	8.97	420.33	284.54	361.68
901.3	1.99	8.97	420.33	283.87	351.91
901.5	2	8.97	430.11	284.54	361.68
901.7	1.99	8.97	430.11	283.87	371.46
901.9	2	8.97	400.78	284.54	361.68
902.1	1.99	8.97	410.56	283.87	361.68
902.3	2	8.97	391.01	284.54	361.68
902.5	2	8.97	400.78	284.54	351.91
902.7	2	8.97	439.88	284.54	361.68
902.9	2	8.97	439.88	284.54	371.46
903.1	2	8.97	439.88	284.54	381.23
903.3	1.99	8.97	430.11	283.87	381.23
903.5	2	8.97	400.78	284.54	381.23
903.7	2	8.97	391.01	284.54	371.46
903.9	2	8.97	400.78	284.54	371.46
904.1	2	8.97	410.56	284.54	371.46
904.3	2	8.97	400.78	284.54	361.68
904.5	2	8.97	361.68	284.54	361.68
904.7	2	8.97	430.11	284.54	361.68
904.9	2	9.08	420.33	282.84	361.68
905.1	2	9.08	449.66	282.84	371.46
905.3	2	9.08	459.43	282.84	371.46
905.5	1.99	9.08	488.76	282.18	381.23
905.7	2	9.08	449.66	282.84	371.46
905.9	2	9.08	430.11	282.84	381.23
906.1	2	9.08	410.56	282.84	381.23
906.3	1.99	9.08	410.56	282.18	381.23
906.5	2	9.08	361.68	282.84	361.68
906.7	2.01	9.08	361.68	283.49	371.46
906.9	2	9.08	332.36	282.84	371.46
907.1	2	9.08	312.81	282.84	381.23
907.3	2	9.08	312.81	282.84	381.23
907.5	1.99	9.08	322.58	282.18	391.01
907.7	2	9.08	312.81	282.84	381.23
907.9	2	9.08	273.7	282.84	381.23
908.1	2.01	9.08	439.88	283.49	391.01
908.3	2	9.08	439.88	282.84	381.23
908.5	1.99	9.08	459.43	282.18	391.01
908.7	2	9.08	420.33	282.84	391.01
908.9	2	9.08	381.23	282.84	391.01
909.1	2	9.08	303.03	282.84	410.56
909.3	2.01	9.08	293.26	283.49	400.78
909.5	2	9.08	263.93	282.84	391.01
909.7	1.99	9.08	263.93	282.18	410.56
909.9	2	9.08	244.38	282.84	391.01
910.1	1.99	9.08	332.36	282.18	391.01
910.3	2	9.08	478.98	282.84	371.46
910.5	2	9.08	498.53	282.84	391.01
910.7	2	9.08	469.21	282.84	410.56
910.9	1.99	9.08	449.66	282.18	400.78
911.1	2	9.08	527.86	282.84	410.56
911.3	1.99	9.08	537.63	282.18	410.56
911.5	2	9.08	527.86	282.84	410.56
911.7	2	9.08	557.18	282.84	420.33
911.9	2	9.08	527.86	282.84	410.56
912.1	1.99	9.08	488.76	282.18	400.78
912.3	2	9.08	449.66	282.84	400.78
912.5	1.99	9.08	449.66	282.18	400.78
912.7	2	9.08	410.56	282.84	400.78
912.9	1.99	9.08	400.78	282.18	410.56
913.1	1.99	9.08	381.23	282.18	400.78
913.3	1.99	9.08	400.78	282.18	410.56
913.5	1.99	9.08	420.33	282.18	400.78
913.7	1.99	9.08	391.01	282.18	410.56
913.9	2	9.08	391.01	282.84	391.01
914.1	2	9.08	391.01	282.84	410.56
914.3	2.01	9.08	400.78	283.49	420.33
914.5	2	9.08	400.78	282.84	439.88
914.7	1.99	9.08	400.78	282.18	449.66
914.9	1.99	9.08	371.46	282.18	459.43
915.1	2	9.08	410.56	282.84	459.43
915.3	2	9.08	400.78	282.84	430.11
915.5	2	9.08	381.23	282.84	439.88
915.7	2	9.08	361.68	282.84	430.11
916	2	9.08	400.78	282.84	430.11
916.2	1.99	9.08	420.33	282.18	459.43
916.4	2	9.08	381.23	282.84	459.43
916.6	2	9.08	400.78	282.84	459.43
916.8	2	9.08	381.23	282.84	449.66
917	1.99	9.08	391.01	282.18	420.33
917.2	2	9.08	371.46	282.84	439.88
917.4	1.99	9.08	400.78	282.18	430.11
917.6	2	9.08	410.56	282.84	420.33
917.8					420.33
918					430.11
918.2					439.88
918.4					449.66
918.6					430.11
918.8					439.88
919					430.11
919.2					420.33
919.4					420.33
919.6					420.33
919.8					400.78
920					410.56
920.2					420.33
920.4					420.33
920.6					420.33
920.8					410.56
921					410.56
921.2					410.56
921.4					400.78
921.6					391.01
921.8					391.01
922					400.78
922.2					410.56
922.4					391.01
922.6					400.78
922.8					381.23
923					381.23
923.2					381.23
923.4					381.23
923.6					371.46
923.8					391.01
924					371.46
924.2					391.01
924.4					391.01
924.6					381.23
924.8					371.46
925					381.23
925.2					371.46
925.4					371.46
925.6					381.23
925.8					381.23
926					381.23
926.2					371.46
926.4					371.46
926.6					351.91
926.8					371.46
927					371.46
927.2					361.68
927.4					361.68
927.6					381.23
927.8					371.46
928					381.23
928.2					361.68
928.4					371.46
928.6					381.23
928.8					361.68
929					361.68
929.2					371.46
929.4					381.23
929.6					381.23
929.8					351.91
930					371.46
930.2					371.46
930.4					361.68
930.6					371.46
930.8					391.01
931					400.78
931.2					381.23
931.4					391.01
931.6					381.23
931.8					391.01
932					371.46
932.2					371.46
932.4					391.01
932.6					381.23
932.8					391.01
933					391.01
933.2					400.78
933.4					381.23
933.6					391.01
933.8					371.46
934					381.23
934.2					391.01
934.4					410.56
934.6					400.78
934.8					400.78
935					410.56
935.2					410.56
935.4					400.78
935.6					400.78
935.8					400.78
936					410.56
936.2					391.01
936.4					410.56
936.6					410.56
936.8					381.23
937					391.01
937.2					391.01
937.4					410.56
937.6					410.56
937.8					400.78
938					391.01
938.2					400.78
938.4					381.23
938.6					400.78
938.8					391.01
939					400.78
939.2					420.33
939.4					420.33
939.6					400.78
939.8					410.56
940					420.33
940.2					439.88
940.4					430.11
940.6					410.56
940.8					410.56
941					381.23
941.2					400.78
941.4					391.01
941.6					381.23
941.8					391.01
942					391.01
942.2					410.56
942.4					420.33
942.6					410.56
942.8					410.56
943					420.33
943.2					400.78
943.4					391.01
943.6					410.56
943.8					410.56
944					410.56
944.2					400.78
944.4					400.78
944.6					391.01
944.8					391.01
945					400.78
945.2					420.33
945.4					410.56
945.6					410.56
945.8					400.78
946					400.78
946.2					400.78
946.4					410.56
946.6					400.78
946.8					410.56
947					400.78
947.2					391.01
947.4					391.01
947.6					391.01
947.8					391.01
948					381.23
948.2					381.23
948.4					391.01
948.6					371.46
948.8					391.01
949					400.78
949.2					381.23
949.4					400.78
949.6					391.01
949.8					391.01
950					400.78
950.2					410.56
950.4					410.56
950.6					400.78
950.8					400.78
951					400.78
951.2					391.01
951.4					391.01
951.6					391.01
951.8					381.23
952					381.23
952.2					381.23
952.4					400.78
952.6					391.01
952.8					391.01
953					410.56
953.2					400.78
953.4					391.01
953.6					391.01
953.8					410.56
954					420.33
954.2					400.78
954.4					410.56
954.6					420.33
954.8					400.78
955					391.01
955.2					410.56
955.4					400.78
955.6					410.56
955.8					410.56
956					400.78
956.2					400.78
956.4					381.23
956.6					381.23
956.8					391.01
957					400.78
957.2					400.78
957.4					410.56
957.6					391.01
957.8					391.01
958					400.78
958.2					420.33
958.4					410.56
958.6					400.78
958.8					400.78
