=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.22 17:18:31 =~=~=~=~=~=~=~=~=~=~=~=,,,,
Adafruit DS3502 Test,,,,
Couldn't find DS3502 chip,,,,
Found DS3502 chip,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)
896,0.98,2.54,811.34,392.63
896.2,0.96,2.48,772.24,393.05
896.4,0.94,2.5,782.01,388.17
896.6,0.95,2.5,791.79,390.09
896.8,0.96,2.51,782.01,390.94
897,0.95,2.56,791.79,384.95
897.2,0.96,2.5,791.79,391.99
897.4,0.94,2.48,772.24,389.22
897.6,0.95,2.5,782.01,390.09
897.8,0.96,2.51,762.46,390.94
898,0.95,2.58,772.24,383.94
898.2,0.96,2.5,782.01,391.99
898.4,0.95,2.56,772.24,384.95
898.6,1.23,2.51,762.46,442.57
898.8,1.44,2.5,791.79,480.87
899,1.71,2.56,782.01,517.02
899.2,1.83,2.59,782.01,532.19
899.4,1.85,2.5,752.69,544.86
899.6,1.91,2.47,811.34,556.01
899.8,1.91,2.47,821.11,556.01
900,1.96,2.47,801.56,564.09
900.2,2.01,2.5,801.56,567.66
900.4,2.01,2.54,791.79,563.13
900.6,2.03,2.48,791.79,571.82
900.8,1.98,2.48,791.79,565.22
901,1.98,2.47,782.01,566.76
901.2,1.99,2.47,801.56,568.09
901.4,1.99,2.46,791.79,569.64
901.6,1.98,2.5,782.01,563.7
901.8,2.01,2.52,821.11,564.63
902,2.01,2.48,791.79,569.19
902.2,2.01,2.44,782.01,573.86
902.4,1.99,2.5,772.24,565.02
902.6,2.01,2.93,801.56,524.34
902.8,2.01,3.42,762.46,484.81
903,2,3.52,762.46,477.18
903.2,1.98,3.62,762.46,467.87
903.4,2,3.76,762.46,461.59
903.6,2,3.8,752.69,459.14
903.8,2,3.85,772.24,455.93
904,2.01,3.95,733.14,451.51
904.2,2,4.03,733.14,445.94
904.4,1.99,4.07,723.36,442.69
904.6,1.99,4.16,703.81,437.67
904.8,1.99,4.25,703.81,432.81
905,2,4.34,674.49,429.77
905.2,2,4.31,684.26,431.1
905.4,1.99,4.47,684.26,422.28
905.6,2,4.51,674.49,421.37
905.8,2,4.62,694.04,416.44
906,2,4.63,694.04,415.84
906.2,2,4.7,664.71,412.86
906.4,2,4.78,684.26,409.36
906.6,1.99,4.76,674.49,408.99
906.8,1.99,4.81,713.59,407.27
907,1.99,4.83,713.59,406.14
907.2,2,4.93,674.49,403.18
907.4,2.01,4.95,703.81,403.02
907.6,2,4.98,684.26,401
907.8,1.97,4.94,664.71,399.82
908,2,5.02,606.06,399.39
908.2,1.99,4.93,606.06,402.24
908.4,2.01,4.95,596.29,403.02
908.6,2.01,5.01,566.96,400.86
908.8,2,4.99,557.18,400.46
909,2,5.02,537.63,399.39
909.2,2,5.05,547.41,398.33
909.4,1.99,4.99,518.08,399.53
909.6,1.99,5.13,537.63,394.27
909.8,1.99,5.06,518.08,396.87
910,2,5.05,498.53,398.33
910.2,2,5.02,518.08,399.39
910.4,1.99,5.01,518.08,399
910.6,2,5.09,518.08,396.75
910.8,1.99,5.06,498.53,396.87
911,1.99,5.05,498.53,397.4
911.2,2,5.05,478.98,398.33
911.4,2.01,5.13,469.21,396.11
911.6,1.99,5.03,469.21,397.93
911.8,2,5.06,469.21,397.8
912,2.01,5.05,459.43,399.25
912.2,2.01,5.11,449.66,396.63
912.4,2,5.06,469.21,397.8
912.6,1.99,5.03,478.98,397.93
912.8,1.99,5.03,469.21,397.93
913,1.98,5.06,449.66,395.95
913.2,2,5.06,469.21,397.8
913.4,2,5.06,439.88,397.8
913.6,2,5.01,449.66,399.93
913.8,2,5.06,439.88,397.8
914,2,5.03,469.21,398.86
914.2,2,5.1,469.21,396.23
914.4,2,5.07,449.66,397.27
914.6,1.99,5.05,420.33,397.4
914.8,2,5.07,459.43,397.27
915,2,5.07,449.66,397.27
915.2,1.99,4.98,469.21,400.07
915.4,2,5.09,449.66,396.75
915.6,2,5.05,439.88,398.33
915.8,1.99,5.07,420.33,396.35
916,2,5.07,400.78,397.27
916.2,1.99,5.05,420.33,397.4
916.4,2,5.06,400.78,397.8
916.6,2,5.06,381.23,397.8
916.8,1.99,5.03,420.33,397.93
917,2,4.97,410.56,401.55
917.2,2.01,5.07,391.01,398.2
917.4,2,5.02,400.78,399.39
917.6,1.99,5.07,391.01,396.35
917.8,2,5.07,410.56,397.27
918,2,5.06,400.78,397.8
918.2,2,5.03,420.33,398.86
918.4,2,5.03,400.78,398.86
918.6,1.99,5.05,400.78,397.4
918.8,1.98,5.02,391.01,397.53
919,2,5.06,381.23,397.8
919.2,2,5.06,391.01,397.8
919.4,2.02,5.05,391.01,400.18
919.6,2,5.06,400.78,397.8
919.8,1.99,5.05,400.78,397.4
920,1.99,5.03,391.01,397.93
920.2,2,5.06,371.46,397.8
920.4,2.01,5.06,371.46,398.72
920.6,2.01,5.15,391.01,395.07
920.8,2.01,4.95,381.23,403.02
921,2.01,5.06,381.23,398.72
921.2,2.02,5.09,361.68,398.59
921.4,1.99,4.97,381.23,400.61
921.6,2,5.05,371.46,398.33
921.8,2,5.05,400.78,398.33
922,2.01,5.07,371.46,398.2
922.2,1.99,5.02,391.01,398.46
922.4,2,5.03,400.78,398.86
922.6,2,5.01,381.23,399.93
922.8,1.99,5.06,371.46,396.87
923,2,5.07,361.68,397.27
923.2,2,4.98,400.78,401
923.4,1.99,5.06,381.23,396.87
923.6,1.99,5.01,400.78,399
923.8,2,5.07,391.01,397.27
924,2,5.05,391.01,398.33
924.2,1.99,5.07,371.46,396.35
924.4,2,5.03,381.23,398.86
924.6,1.99,5.06,381.23,396.87
924.8,2,5.1,371.46,396.23
925,1.98,4.98,381.23,399.13
925.2,2,5.02,371.46,399.39
925.4,2.01,4.97,351.91,402.48
925.6,1.99,5.03,361.68,397.93
925.8,2,5.05,332.36,398.33
926,2,5.06,351.91,397.8
926.2,1.99,5.1,361.68,395.3
926.4,2,5.02,342.13,399.39
926.6,2.01,5.06,351.91,398.72
926.8,1.99,4.98,371.46,400.07
927,2.01,5.02,361.68,400.32
927.2,2,5.07,361.68,397.27
927.4,2,4.99,351.91,400.46
927.6,2,5.05,381.23,398.33
927.8,2,5.07,351.91,397.27
928,2,5.06,371.46,397.8
928.2,2.01,5.11,342.13,396.63
928.4,1.99,5.03,371.46,397.93
928.6,2,5.05,342.13,398.33
928.8,2.01,5.11,371.46,396.63
929,2,5.09,371.46,396.75
929.2,2,5.17,361.68,393.65
929.4,1.99,5.05,361.68,397.4
929.6,1.98,5.07,351.91,395.42
929.8,2,5.01,342.13,399.93
930,1.99,5.05,342.13,397.4
930.2,2.01,5.07,361.68,398.2
930.4,2.01,5.07,351.91,398.2
930.6,2,5.1,342.13,396.23
930.8,2,5.1,361.68,396.23
931,2,5.09,361.68,396.75
931.2,2,5.05,332.36,398.33
931.4,2,5.05,351.91,398.33
931.6,2,4.99,361.68,400.46
931.8,2.01,5.09,361.68,397.67
932,2,5.07,351.91,397.27
932.2,2,5.05,381.23,398.33
932.4,2.01,5.07,361.68,398.2
932.6,2.02,5.07,342.13,399.12
932.8,2.01,5.14,342.13,395.59
933,1.99,5.1,351.91,395.3
933.2,1.99,5.05,361.68,397.4
933.4,2,5.1,332.36,396.23
933.6,1.99,5.02,332.36,398.46
933.8,1.99,4.95,332.36,401.15
934,2,5.06,332.36,397.8
934.2,2,5.06,322.58,397.8
934.4,1.98,5.02,351.91,397.53
934.6,2.01,5.06,332.36,398.72
934.8,1.99,5.03,351.91,397.93
935,2.01,5.06,312.81,398.72
935.2,2,4.97,342.13,401.55
935.4,2,5.06,312.81,397.8
935.6,1.99,5.05,351.91,397.4
935.8,1.99,5.05,342.13,397.4
936,1.98,5.02,322.58,397.53
936.2,2,5.1,322.58,396.23
936.4,2,5.06,332.36,397.8
936.6,2.01,4.99,351.91,401.39
936.8,2,5.01,351.91,399.93
937,1.99,5.02,332.36,398.46
937.2,2.01,5.06,332.36,398.72
937.4,1.99,5.07,332.36,396.35
937.6,2,5.05,312.81,398.33
937.8,2.02,5.11,312.81,397.54
938,2.01,5.15,322.58,395.07
938.2,2,5.06,322.58,397.8
938.4,2,5.09,303.03,396.75
938.6,2,5.05,332.36,398.33
938.8,1.99,5.17,332.36,392.73
939,2,5.06,303.03,397.8
939.2,1.99,5.01,312.81,399
939.4,1.99,4.97,342.13,400.61
939.6,2,5.07,342.13,397.27
939.8,2,5.02,342.13,399.39
940,2,5.03,332.36,398.86
940.2,2.01,5.13,312.81,396.11
940.4,2.01,5.07,312.81,398.2
940.6,1.98,5.03,342.13,397
940.8,2,5.06,322.58,397.8
941,2,5.05,322.58,398.33
941.2,2.02,5.03,332.36,400.71
941.4,2,5.02,332.36,399.39
941.6,2,5.06,351.91,397.8
941.8,1.98,5.02,332.36,397.53
942,2,5.06,351.91,397.8
942.2,2,5.06,303.03,397.8
942.4,2.01,5.07,312.81,398.2
942.6,2.01,5.06,351.91,398.72
942.8,2.01,5.09,342.13,397.67
943,2,5.02,351.91,399.39
943.2,2,5.06,342.13,397.8
943.4,1.98,4.97,342.13,399.67
943.6,1.98,5.03,332.36,397
943.8,1.99,5.05,342.13,397.4
944,2,4.99,322.58,400.46
944.2,2.01,5.07,332.36,398.2
944.4,2,5.03,351.91,398.86
944.6,2,5.03,361.68,398.86
944.8,2,5.07,332.36,397.27
945,1.99,5.06,332.36,396.87
945.2,1.99,5.06,332.36,396.87
945.4,2.01,5.06,312.81,398.72
945.6,2,5.05,322.58,398.33
945.8,1.99,5.05,332.36,397.4
946,2.01,5.1,322.58,397.15
946.2,2.01,5.06,312.81,398.72
946.4,2,5.14,322.58,394.67
946.6,2,5.07,293.26,397.27
946.8,2.01,5.05,303.03,399.25
947,1.99,5.05,322.58,397.4
947.2,2,5.02,312.81,399.39
947.4,1.98,4.93,332.36,401.3
947.6,2.01,5.06,342.13,398.72
947.8,1.98,5.03,342.13,397
948,2,5.1,322.58,396.23
948.2,1.99,5.07,332.36,396.35
948.4,1.98,5.03,332.36,397
948.6,2,4.99,332.36,400.46
948.8,2.01,5.06,322.58,398.72
949,2.01,5.15,342.13,395.07
949.2,2,5.07,332.36,397.27
949.4,2,5.13,351.91,395.19
949.6,2,5.07,342.13,397.27
949.8,1.98,4.97,332.36,399.67
950,2,5.05,332.36,398.33
950.2,2,5.13,322.58,395.19
950.4,2,5.07,332.36,397.27
950.6,2,5.15,332.36,394.16
950.8,1.99,5.06,332.36,396.87
951,2,5.06,322.58,397.8
951.2,2,5.03,322.58,398.86
951.4,1.99,4.97,322.58,400.61
951.6,2,5.03,342.13,398.86
951.8,2,5.06,322.58,397.8
952,2.01,5.07,322.58,398.2
952.2,2,5.05,332.36,398.33
952.4,2.01,5.11,332.36,396.63
952.6,2,4.98,332.36,401
952.8,2,5.09,342.13,396.75
953,1.99,4.98,332.36,400.07
953.2,2,5.05,342.13,398.33
953.4,2,5.07,342.13,397.27
953.6,2,5.06,322.58,397.8
953.8,1.99,5.13,322.58,394.27
954,2,5.06,312.81,397.8
954.2,1.99,5.01,332.36,399
954.4,2.01,5.06,342.13,398.72
954.6,2.01,5.11,322.58,396.63
954.8,2,5.06,351.91,397.8
955,1.99,5.07,351.91,396.35
955.2,2,5.06,322.58,397.8
955.4,1.99,5.05,312.81,397.4
955.6,2,5.15,322.58,394.16
955.8,2,5.02,342.13,399.39
956,2,5.06,332.36,397.8
956.2,1.99,5.05,342.13,397.4
956.4,1.99,5.03,322.58,397.93
956.6,1.99,5.05,351.91,397.4
956.8,1.99,5.05,351.91,397.4
957,2,5.06,332.36,397.8
957.2,2,5.06,332.36,397.8
957.4,2.01,5.07,332.36,398.2
957.6,1.98,5.03,351.91,397
957.8,2,5.03,332.36,398.86
958,2,5.06,332.36,397.8
958.2,1.99,4.97,342.13,400.61
958.4,1.99,5.03,351.91,397.93
958.6,2,5.02,351.91,399.39
958.8,1.99,5.05,351.91,397.4
959,1.99,5.06,312.81,396.87
959.2,2,5.1,322.58,396.23
959.4,1.99,5.06,322.58,396.87
959.6,2,5.06,303.03,397.8
959.8,2,4.99,342.13,400.46
960,2.02,5.03,312.81,400.71
960.2,2.01,5.1,342.13,397.15
960.4,2,4.93,342.13,403.18
960.6,2,5.05,293.26,398.33
960.8,1.99,5.06,312.81,396.87
961,1.99,5.05,332.36,397.4
961.2,2,5.07,361.68,397.27
961.4,1.99,4.94,342.13,401.7
961.6,2,5.05,322.58,398.33
961.8,2,5.05,332.36,398.33
962,2,4.99,322.58,400.46
962.2,1.98,5.03,342.13,397
962.4,2,5.1,332.36,396.23
962.6,2.01,5.17,332.36,394.56
962.8,2.01,5.05,322.58,399.25
963,2.01,5.07,322.58,398.2
963.2,2.01,5.17,342.13,394.56
963.4,2,5.09,342.13,396.75
963.6,1.99,5.02,332.36,398.46
963.8,2,5.06,361.68,397.8
964,2.01,5.05,342.13,399.25
964.2,2,5.01,342.13,399.93
964.4,2,5.1,342.13,396.23
964.6,2,5.07,342.13,397.27
964.8,2,5.05,361.68,398.33
965,2,5.06,351.91,397.8
965.2,1.99,5.05,351.91,397.4
965.4,2,5.03,332.36,398.86
965.6,2,5.13,332.36,395.19
965.8,2.01,5.11,312.81,396.63
966,2,5.05,361.68,398.33
966.2,2,5.01,322.58,399.93
966.4,2,5.07,303.03,397.27
966.6,1.99,5.13,342.13,394.27
966.8,2,5.09,332.36,396.75
967,1.99,5.06,312.81,396.87
967.2,2,5.11,332.36,395.71
967.4,2,5.05,342.13,398.33
967.6,2,4.97,351.91,401.55
967.8,2,5.06,332.36,397.8
968,1.99,5.07,342.13,396.35
968.2,1.99,5.05,332.36,397.4
968.4,1.99,4.94,332.36,401.7
968.6,1.99,5.01,342.13,399
968.8,2,5.09,351.91,396.75
969,2,5.1,332.36,396.23
969.2,1.99,5.06,342.13,396.87
969.4,2,5.03,342.13,398.86
969.6,2,5.02,322.58,399.39
969.8,2.01,5.07,332.36,398.2
970,2,5.14,322.58,394.67
970.2,2,5.03,351.91,398.86
970.4,1.98,5.01,351.91,398.06
970.6,2,5.05,332.36,398.33
970.8,2,5.05,342.13,398.33
971,2,5.06,361.68,397.8
971.2,1.99,5.03,351.91,397.93
971.4,2,5.09,342.13,396.75
971.6,2,5.05,342.13,398.33
971.8,2,5.06,342.13,397.8
972,2.01,5.06,361.68,398.72
972.2,2,5.07,351.91,397.27
972.4,2,5.05,332.36,398.33
972.6,1.99,4.99,342.13,399.53
972.8,2,5.09,371.46,396.75
973,2,5.05,342.13,398.33
973.2,2.02,5.09,351.91,398.59
973.4,2,5.11,361.68,395.71
973.6,2,5.03,332.36,398.86
973.8,2,5.06,342.13,397.8
974,1.99,5.05,342.13,397.4
974.2,2.01,5.06,332.36,398.72
974.4,2.01,5.07,351.91,398.2
974.6,2,5.05,332.36,398.33
974.8,2,5.07,361.68,397.27
975,1.99,5.09,342.13,395.83
975.2,2,5.06,371.46,397.8
975.4,2,5.07,371.46,397.27
975.6,1.99,5.06,381.23,396.87
975.8,2,5.06,351.91,397.8
976,1.99,5.05,351.91,397.4
976.2,2,5.07,332.36,397.27
976.4,2,5.05,332.36,398.33
976.6,2,5.05,342.13,398.33
976.8,2,4.98,332.36,401
977,1.99,5.05,361.68,397.4
977.2,2,5.09,322.58,396.75
977.4,2,5.06,351.91,397.8
977.6,1.99,5.05,361.68,397.4
977.8,2.01,5.1,351.91,397.15
978,2,5.05,351.91,398.33
978.2,2.02,5.05,342.13,400.18
978.4,2,5.06,371.46,397.8
978.6,2,5.02,351.91,399.39
978.8,1.99,5.02,342.13,398.46
979,1.99,5.06,361.68,396.87
979.2,1.99,5.1,361.68,395.3
979.4,2.01,4.99,381.23,401.39
979.6,1.99,5.05,371.46,397.4
979.8,2,5.07,371.46,397.27
980,2,4.97,342.13,401.55
980.2,2,5.05,371.46,398.33
980.4,2,5.05,351.91,398.33
980.6,2,5.06,342.13,397.8
980.8,1.99,5.05,371.46,397.4
981,2,5.06,371.46,397.8
981.2,2.01,5.09,361.68,397.67
981.4,1.98,5.03,381.23,397
981.6,2,5.06,381.23,397.8
981.8,1.99,5.05,361.68,397.4
982,2,5.05,381.23,398.33
982.2,2,5.05,351.91,398.33
982.4,1.99,5.06,351.91,396.87
982.6,2,5.05,322.58,398.33
982.8,1.99,4.99,342.13,399.53
983,2,5.1,351.91,396.23
983.2,1.99,5.03,371.46,397.93
983.4,1.99,5.06,351.91,396.87
983.6,1.99,5.05,361.68,397.4
983.8,1.99,5.03,361.68,397.93
984,1.99,5.05,391.01,397.4
984.2,1.99,5.07,391.01,396.35
984.4,2.01,5.1,371.46,397.15
984.6,2.01,4.99,371.46,401.39
984.8,2.01,5.09,391.01,397.67
985,2,5.03,371.46,398.86
985.2,2,5.02,381.23,399.39
985.4,1.99,5.14,371.46,393.75
985.6,1.99,5.09,381.23,395.83
985.8,2,5.11,351.91,395.71
986,2,5.06,400.78,397.8
986.2,2,5.03,381.23,398.86
986.4,2,5.1,371.46,396.23
986.6,1.98,4.98,391.01,399.13
986.8,2,5.05,371.46,398.33
987,2,5.13,391.01,395.19
987.2,1.99,5.05,381.23,397.4
987.4,2,5.05,371.46,398.33
987.6,2,5.02,391.01,399.39
987.8,1.99,5.05,391.01,397.4
988,2,5.05,400.78,398.33
988.2,2,5.07,361.68,397.27
988.4,1.99,4.98,381.23,400.07
988.6,2,5.03,400.78,398.86
988.8,2,5.09,371.46,396.75
989,2.01,5.1,351.91,397.15
989.2,2.01,5.11,371.46,396.63
989.4,1.99,5.02,371.46,398.46
989.6,1.99,5.06,371.46,396.87
989.8,2,5.06,371.46,397.8
990,2,4.99,361.68,400.46
990.2,1.99,5.07,361.68,396.35
990.4,1.99,5.13,381.23,394.27
990.6,2,5.05,381.23,398.33
990.8,2,5.02,381.23,399.39
991,2,5.05,381.23,398.33
991.2,2.02,5.06,381.23,399.65
991.4,2.01,5.07,391.01,398.2
991.6,2,5.06,381.23,397.8
991.8,1.99,5.1,371.46,395.3
992,1.99,5.06,410.56,396.87
992.2,1.99,5.01,381.23,399
992.4,2.01,4.99,361.68,401.39
992.6,2,5.06,391.01,397.8
992.8,1.99,5.01,381.23,399
993,2,5.06,410.56,397.8
993.2,2,5.06,351.91,397.8
993.4,1.99,5.01,371.46,399
993.6,1.99,5.03,391.01,397.93
993.8,1.99,5.05,400.78,397.4
994,2,5.03,381.23,398.86
994.2,2,5.06,400.78,397.8
994.4,2,5.05,391.01,398.33
994.6,1.99,5.02,430.11,398.46
994.8,1.99,5.06,420.33,396.87
995,1.99,5.05,381.23,397.4
995.2,2,5.06,391.01,397.8
995.4,2,5.17,391.01,393.65
995.6,2,5.06,391.01,397.8
995.8,2,5.02,381.23,399.39
996,1.99,5.03,371.46,397.93
996.2,1.99,5.05,361.68,397.4
996.4,2,5.06,381.23,397.8
996.6,2,5.06,361.68,397.8
996.8,1.99,5.03,391.01,397.93
997,2,5.06,391.01,397.8
997.2,2,5.05,410.56,398.33
997.4,2,5.01,420.33,399.93
997.6,2,5.1,430.11,396.23
997.8,2,5.05,478.98,398.33
998,1.98,5.03,478.98,397
998.2,2,5.05,488.76,398.33
998.4,2.01,5.05,488.76,399.25
998.6,2,5.05,498.53,398.33
998.8,2,5.06,459.43,397.8
999,2,5.05,488.76,398.33
999.2,1.99,5.06,469.21,396.87
999.4,1.99,5.05,498.53,397.4
999.6,1.99,4.98,498.53,400.07
999.8,2,5.05,488.76,398.33
1000,2,5.05,537.63,398.33
1000.2,1.99,5.09,508.31,395.83
1000.4,2.01,5.05,527.86,399.25
1000.6,2,5.07,527.86,397.27
1000.8,2.01,5.11,537.63,396.63
1001,1.99,5.05,547.41,397.4
1001.2,1.99,5.07,547.41,396.35
1001.4,1.99,5.02,508.31,398.46
1001.6,1.99,5.02,469.21,398.46
1001.8,2.01,5.06,449.66,398.72
1002,1.99,5.05,420.33,397.4
1002.2,2,5.06,381.23,397.8
1002.4,2,5.05,381.23,398.33
1002.6,1.99,5.03,381.23,397.93
1002.8,1.99,5.07,351.91,396.35
1003,2,5.09,351.91,396.75
1003.2,2,4.97,342.13,401.55
1003.4,2,5.05,342.13,398.33
1003.6,2,5.03,312.81,398.86
1003.8,2,5.03,361.68,398.86
1004,2.01,5.07,322.58,398.2
1004.2,2,5.01,351.91,399.93
1004.4,2.01,5.06,351.91,398.72
1004.6,2,5.05,332.36,398.33
1004.8,2,5.1,361.68,396.23
1005,2.01,5.07,371.46,398.2
1005.2,1.98,5.02,361.68,397.53
1005.4,2,4.99,342.13,400.46
1005.6,2,5.06,371.46,397.8
1005.8,1.99,5.14,351.91,393.75
1006,2,5.06,342.13,397.8
1006.2,2.01,5.05,400.78,399.25
1006.4,2.02,5.13,391.01,397.02
1006.6,1.99,5.01,391.01,399
1006.8,1.98,5.02,420.33,397.53
1007,2,5.03,400.78,398.86
1007.2,1.99,5.05,400.78,397.4
1007.4,1.98,4.98,400.78,399.13
1007.6,2,5.05,410.56,398.33
1007.8,2,5.11,391.01,395.71
1008,2,5.1,410.56,396.23
1008.2,2.01,5.05,400.78,399.25
1008.4,2,5.07,391.01,397.27
1008.6,2,5.03,381.23,398.86
1008.8,1.98,4.97,400.78,399.67
1009,1.98,5.03,391.01,397
1009.2,1.99,5.06,391.01,396.87
1009.4,2,5.05,400.78,398.33
1009.6,2.01,5.09,391.01,397.67
1009.8,2,5.03,391.01,398.86
1010,1.99,5.02,381.23,398.46
1010.2,1.99,5.05,371.46,397.4
1010.4,1.99,5.03,391.01,397.93
1010.6,2,5.05,361.68,398.33
1010.8,1.99,5.05,381.23,397.4
1011,2,5.1,400.78,396.23
1011.2,1.99,5.07,410.56,396.35
1011.4,2.01,5.13,400.78,396.11
1011.6,2,4.97,439.88,401.55
1011.8,2,5.05,439.88,398.33
1012,1.99,5.15,420.33,393.24
1012.2,2,5.07,449.66,397.27
1012.4,1.99,5.11,469.21,394.78
1012.6,1.99,5.02,469.21,398.46
1012.8,1.99,5.02,469.21,398.46
1013,1.99,5.02,469.21,398.46
1013.2,2.01,5.05,469.21,399.25
1013.4,2.01,5.15,459.43,395.07
1013.6,2,5.05,459.43,398.33
1013.8,1.99,5.07,459.43,396.35
1014,1.99,5.07,478.98,396.35
1014.2,2,4.98,478.98,401
1014.4,1.98,5.02,488.76,397.53
1014.6,1.99,5.05,469.21,397.4
1014.8,2.01,5.09,508.31,397.67
1015,2,5.03,498.53,398.86
1015.2,2,5.1,488.76,396.23
1015.4,2,5.06,469.21,397.8
1015.6,2,5.07,469.21,397.27
1015.8,1.98,5.02,478.98,397.53
1016,2,5.06,469.21,397.8
1016.2,2,5.07,459.43,397.27
1016.4,2,5.05,469.21,398.33
1016.6,1.99,5.05,498.53,397.4
1016.8,1.99,5.07,498.53,396.35
1017,1.99,5.05,469.21,397.4
1017.2,2.01,5.09,469.21,397.67
1017.4,1.98,5.03,478.98,397
1017.6,1.99,5.06,478.98,396.87
1017.8,2,5.05,478.98,398.33
1018,2,5.05,478.98,398.33
1018.2,2.02,5.05,478.98,400.18
1018.4,2,5.13,449.66,395.19
1018.6,2,5.07,439.88,397.27
1018.8,1.99,5.02,478.98,398.46
1019,1.99,5.03,478.98,397.93
1019.2,1.99,5.02,459.43,398.46
1019.4,2,5.05,459.43,398.33
1019.6,1.99,5.05,469.21,397.4
1019.8,2,5.05,459.43,398.33
1020,2,5.05,459.43,398.33
1020.2,2,5.17,449.66,393.65
1020.4,1.99,4.97,478.98,400.61
1020.6,2.01,5.07,478.98,398.2
1020.8,1.99,5.03,478.98,397.93
1021,2,4.97,488.76,401.55
1021.2,2,4.97,478.98,401.55
1021.4,2,5.06,488.76,397.8
1021.6,2,5.06,469.21,397.8
1021.8,1.99,5.09,478.98,395.83
1022,1.99,5.07,459.43,396.35
1022.2,1.99,5.05,488.76,397.4
1022.4,2,4.98,469.21,401
1022.6,2.01,5.07,449.66,398.2
1022.8,2.01,5.09,469.21,397.67
1023,1.99,5.02,478.98,398.46
1023.2,2,5.07,498.53,397.27
1023.4,2,5.05,449.66,398.33
1023.6,1.99,5.25,469.21,389.7
1023.8,1.99,5.03,478.98,397.93
1024,2.01,5.05,498.53,399.25
1024.2,1.99,5.1,459.43,395.3
1024.4,2,5.03,449.66,398.86
1024.6,2,5.07,439.88,397.27
1024.8,2,5.09,469.21,396.75
1025,2,5.09,459.43,396.75
1025.2,2,5.06,478.98,397.8
1025.4,2,4.97,459.43,401.55
1025.6,2.01,5.07,449.66,398.2
1025.8,2.01,5.05,469.21,399.25
1026,2.02,5.1,449.66,398.07
1026.2,2.01,5.18,439.88,394.05
1026.4,1.99,5.06,439.88,396.87
1026.6,1.99,5.01,469.21,399
1026.8,2,5.05,459.43,398.33
1027,2,5.03,459.43,398.86
1027.2,1.99,5.05,439.88,397.4
1027.4,2.01,5.1,449.66,397.15
1027.6,2,5.07,478.98,397.27
1027.8,2,5.05,420.33,398.33
1028,2,5.09,430.11,396.75
1028.2,2,5.07,430.11,397.27
1028.4,1.99,5.05,400.78,397.4
1028.6,2.01,5.06,430.11,398.72
1028.8,2.01,5.1,449.66,397.15
1029,2,5.05,459.43,398.33
1029.2,1.99,5.07,469.21,396.35
1029.4,2,4.95,449.66,402.09
1029.6,2,5.07,478.98,397.27
1029.8,2,5.07,469.21,397.27
1030,2.01,5.07,439.88,398.2
1030.2,2,5.05,449.66,398.33
1030.4,2,4.99,459.43,400.46
1030.6,2,5.07,430.11,397.27
1030.8,2,4.99,430.11,400.46
1031,2,5.02,449.66,399.39
1031.2,1.99,5.02,391.01,398.46
1031.4,1.99,5.07,459.43,396.35
1031.6,1.99,5.01,449.66,399
1031.8,2,5.06,449.66,397.8
1032,2.01,5.11,430.11,396.63
1032.2,2,5.1,430.11,396.23
1032.4,2.01,5.06,459.43,398.72
1032.6,1.99,5.03,439.88,397.93
1032.8,1.99,5.06,430.11,396.87
1033,1.98,5.01,449.66,398.06
1033.2,2,4.99,439.88,400.46
1033.4,2,5.05,459.43,398.33
1033.6,2,5.07,420.33,397.27
1033.8,2,5.07,439.88,397.27
1034,2,4.97,449.66,401.55
1034.2,1.99,5.07,439.88,396.35
1034.4,2,5.07,410.56,397.27
1034.6,2,4.97,439.88,401.55
1034.8,1.99,5.07,410.56,396.35
1035,2,5.05,410.56,398.33
1035.2,1.99,5.03,439.88,397.93
1035.4,1.99,5.05,430.11,397.4
1035.6,1.98,5.05,420.33,396.47
1035.8,1.99,5.05,439.88,397.4
1036,2,5.03,420.33,398.86
1036.2,1.99,5.03,430.11,397.93
1036.4,2,5.06,439.88,397.8
1036.6,2,5.06,430.11,397.8
1036.8,2.01,5.07,439.88,398.2
1037,2,5.07,420.33,397.27
1037.2,1.99,5.05,439.88,397.4
1037.4,1.98,5.02,420.33,397.53
1037.6,2,5.06,410.56,397.8
1037.8,2,5.06,420.33,397.8
1038,2,5.03,439.88,398.86
1038.2,1.99,5.03,439.88,397.93
1038.4,2,5.06,439.88,397.8
1038.6,2,5.07,430.11,397.27
1038.8,2,4.95,439.88,402.09
1039,1.99,4.94,430.11,401.7
1039.2,2,5.05,430.11,398.33
1039.4,2,5.03,410.56,398.86
1039.6,2,5.05,430.11,398.33
1039.8,2,4.99,420.33,400.46
1040,2.02,5.07,420.33,399.12
1040.2,1.99,5.05,439.88,397.4
1040.4,1.99,5.01,430.11,399
1040.6,2.01,5.06,420.33,398.72
1040.8,2,5.06,420.33,397.8
1041,2,5.06,391.01,397.8
1041.2,1.99,5.01,420.33,399
1041.4,2,5.01,430.11,399.93
1041.6,2,5.03,430.11,398.86
1041.8,2,5.06,410.56,397.8
1042,2.01,4.95,439.88,403.02
1042.2,2.01,5.09,420.33,397.67
1042.4,2,5.09,430.11,396.75
1042.6,2,5.05,410.56,398.33
