Time (sec),Feed (mm/min),Draw (m/min),Output Dia,Predicted Dia
1074.7,2,8.97,371.46,284.54
1074.9,2,8.97,391.01,284.54
1075.1,2,8.97,371.46,284.54
1075.3,2,8.97,391.01,284.54
1075.5,2,8.97,400.78,284.54
1075.7,1.99,8.97,400.78,283.87
1075.9,2,8.97,381.23,284.54
1076.1,2,8.97,381.23,284.54
1076.3,1.99,8.97,381.23,283.87
1076.5,1.99,8.97,381.23,283.87
1076.7,2,8.97,391.01,284.54
1076.9,2,8.97,400.78,284.54
1077.1,2,8.97,381.23,284.54
1077.3,2,8.97,381.23,284.54
1077.5,2,8.97,371.46,284.54
1077.7,1.99,8.97,400.78,283.87
1077.9,2,8.97,391.01,284.54
1078.1,1.99,8.97,391.01,283.87
1078.3,2,8.97,391.01,284.54
1078.5,2,8.97,400.78,284.54
1078.7,1.99,8.97,391.01,283.87
1078.9,2.01,8.97,381.23,285.2
1079.1,2,8.97,381.23,284.54
1079.3,2,8.97,381.23,284.54
1079.5,2,8.97,391.01,284.54
1079.7,2,8.97,410.56,284.54
1079.9,1.99,8.97,400.78,283.87
1080.1,1.99,8.97,420.33,283.87
1080.3,2,8.97,391.01,284.54
1080.5,2.01,8.97,400.78,285.2
1080.7,2,8.97,391.01,284.54
1080.9,1.99,8.97,381.23,283.87
1081.1,2,8.97,371.46,284.54
1081.3,2,8.97,381.23,284.54
1081.5,1.99,8.97,381.23,283.87
1081.7,1.99,8.97,391.01,283.87
1081.9,1.99,8.97,400.78,283.87
1082.1,2,8.97,400.78,284.54
1082.3,1.99,8.97,391.01,283.87
1082.5,1.99,8.97,381.23,283.87
1082.7,1.99,8.97,400.78,283.87
1082.9,2,8.97,381.23,284.54
1083.1,2,8.97,371.46,284.54
1083.3,2,8.97,371.46,284.54
1083.5,2,8.97,371.46,284.54
1083.7,2,8.97,371.46,284.54
1083.9,1.99,8.97,391.01,283.87
1084.1,1.99,8.97,381.23,283.87
1084.3,1.99,8.97,381.23,283.87
1084.5,2,8.97,381.23,284.54
1084.7,2,8.97,400.78,284.54
1084.9,2,8.97,391.01,284.54
1085.1,2,8.97,391.01,284.54
1085.3,2,8.97,381.23,284.54
1085.5,2,8.97,381.23,284.54
1085.7,2,8.97,381.23,284.54
1085.9,2,8.97,371.46,284.54
1086.1,1.99,8.97,391.01,283.87
1086.3,1.99,8.97,381.23,283.87
1086.5,2,8.97,381.23,284.54
1086.7,2,8.97,371.46,284.54
1086.9,2.01,8.97,371.46,285.2
1087.1,2,8.97,381.23,284.54
1087.3,2,8.97,371.46,284.54
1087.5,2,8.97,371.46,284.54
1087.7,2,8.97,371.46,284.54
1087.9,1.99,8.97,381.23,283.87
1088.1,2,8.97,400.78,284.54
1088.3,2,8.97,410.56,284.54
1088.5,2,8.97,391.01,284.54
1088.7,1.99,8.97,400.78,283.87
1088.9,2,8.97,391.01,284.54
1089.1,2.01,8.97,391.01,285.2
1089.3,2,8.97,391.01,284.54
1089.5,2,8.97,400.78,284.54
1089.7,2.01,8.97,381.23,285.2
1089.9,2,8.97,391.01,284.54
1090.1,1.99,8.97,391.01,283.87
1090.3,2,8.97,381.23,284.54
1090.5,1.99,8.97,381.23,283.87
1090.7,2,8.97,391.01,284.54
1090.9,2,8.97,420.33,284.54
1091.1,2,8.97,391.01,284.54
1091.3,1.99,8.97,381.23,283.87
1091.5,2,8.97,381.23,284.54
1091.7,2,8.97,381.23,284.54
1091.9,1.99,8.97,381.23,283.87
1092.1,2,8.97,381.23,284.54
1092.3,2,8.97,381.23,284.54
1092.5,2,8.97,391.01,284.54
1092.7,2,8.97,410.56,284.54
1092.9,2,8.97,400.78,284.54
1093.1,2,8.97,400.78,284.54
1093.3,2,8.97,400.78,284.54
1093.5,1.99,8.97,400.78,283.87
1093.7,2,8.97,400.78,284.54
1093.9,2,8.97,381.23,284.54
1094.1,2,8.97,381.23,284.54
1094.3,2,8.97,400.78,284.54
1094.5,1.99,8.97,391.01,283.87
1094.7,2,8.97,371.46,284.54
1094.9,1.99,8.97,391.01,283.87
1095.1,1.99,8.97,391.01,283.87
1095.3,1.99,8.97,400.78,283.87
1095.5,2,8.97,391.01,284.54
1095.7,2,8.97,381.23,284.54
1095.9,2,8.97,391.01,284.54
1096.1,1.99,8.97,391.01,283.87
1096.3,2,8.97,381.23,284.54
1096.5,2,8.97,400.78,284.54
1096.7,2,8.97,391.01,284.54
1096.9,2,8.97,410.56,284.54
1097.1,1.99,8.97,400.78,283.87
1097.3,2,8.97,400.78,284.54
1097.5,1.99,8.97,391.01,283.87
1097.7,2,8.97,391.01,284.54
1097.9,2.01,8.97,371.46,285.2
1098.1,2,8.97,381.23,284.54
1098.3,2,8.97,391.01,284.54
1098.5,2,8.97,381.23,284.54
1098.7,2,8.97,371.46,284.54
1098.9,1.99,8.97,381.23,283.87
1099.1,2,8.97,391.01,284.54
1099.3,1.99,8.97,400.78,283.87
1099.5,1.99,8.97,391.01,283.87
1099.7,1.99,8.97,381.23,283.87
1099.9,2,8.97,400.78,284.54
1100.1,2.01,8.97,391.01,285.2
1100.3,2,8.97,400.78,284.54
1100.5,2,8.97,410.56,284.54
1100.7,2,8.97,400.78,284.54
1100.9,2,8.97,391.01,284.54
1101.1,2,8.97,381.23,284.54
1101.3,2,8.97,400.78,284.54
1101.5,1.99,8.97,400.78,283.87
1101.7,1.99,8.97,420.33,283.87
1101.9,2,8.97,410.56,284.54
1102.1,2,8.97,410.56,284.54
1102.3,2,8.97,400.78,284.54
1102.5,2,8.97,391.01,284.54
1102.7,2,8.97,391.01,284.54
1102.9,2,8.97,391.01,284.54
1103.1,1.99,8.97,391.01,283.87
1103.3,2,8.97,400.78,284.54
1103.5,2,8.97,400.78,284.54
1103.7,1.99,8.97,400.78,283.87
1103.9,1.99,8.97,400.78,283.87
1104.1,2,8.97,400.78,284.54
1104.3,2,9.08,400.78,282.84
1104.5,2,9.08,391.01,282.84
1104.7,2,9.08,400.78,282.84
1104.9,2,9.08,400.78,282.84
1105.1,1.99,9.08,391.01,282.18
1105.3,1.99,9.08,391.01,282.18
1105.5,2,9.08,391.01,282.84
1105.7,2,9.08,381.23,282.84
1105.9,2,9.08,381.23,282.84
1106.1,2,9.08,391.01,282.84
1106.3,2,9.08,371.46,282.84
1106.5,1.99,9.08,391.01,282.18
1106.7,1.99,9.08,400.78,282.18
1106.9,1.99,9.08,391.01,282.18
1107.1,2,9.08,391.01,282.84
1107.3,1.99,9.08,400.78,282.18
1107.5,2,9.08,381.23,282.84
1107.7,2,9.08,391.01,282.84
1107.9,2,9.08,391.01,282.84
1108.1,1.99,9.08,381.23,282.18
1108.3,2,9.08,381.23,282.84
1108.5,2,9.08,400.78,282.84
1108.7,1.99,9.08,410.56,282.18
1108.9,1.99,9.08,391.01,282.18
1109.1,2,9.08,391.01,282.84
1109.3,2,9.08,391.01,282.84
1109.5,2,9.08,381.23,282.84
1109.7,2,9.08,381.23,282.84
1109.9,2,9.08,391.01,282.84
1110.1,1.99,9.08,381.23,282.18
1110.3,1.99,9.08,400.78,282.18
1110.5,1.98,9.08,400.78,281.52
1110.7,2,9.08,400.78,282.84
1110.9,2,9.08,391.01,282.84
1111.1,2,9.08,381.23,282.84
1111.3,2,9.08,371.46,282.84
1111.5,2,9.08,381.23,282.84
1111.7,2,9.08,391.01,282.84
1111.9,1.99,9.08,371.46,282.18
1112.1,2,9.08,381.23,282.84
1112.3,2,9.08,391.01,282.84
1112.5,1.99,9.08,391.01,282.18
1112.7,2,9.08,381.23,282.84
1112.9,2,9.08,371.46,282.84
1113.1,2,9.08,351.91,282.84
1113.3,2,9.08,381.23,282.84
1113.5,1.99,9.08,381.23,282.18
1113.7,2,9.08,371.46,282.84
1113.9,1.99,9.08,400.78,282.18
1114.1,1.99,9.08,400.78,282.18
1114.3,2,9.08,381.23,282.84
1114.5,2,9.08,391.01,282.84
1114.7,1.99,9.08,400.78,282.18
1114.9,1.99,9.08,371.46,282.18
1115.1,2,9.08,371.46,282.84
1115.3,2,9.08,371.46,282.84
1115.5,1.99,9.08,391.01,282.18
1115.7,2,9.08,391.01,282.84
1115.9,2,9.08,381.23,282.84
1116.1,2,9.08,391.01,282.84
1116.3,2,9.08,381.23,282.84
1116.5,2,9.08,381.23,282.84
1116.7,2.01,9.08,381.23,283.49
1116.9,2,9.08,371.46,282.84
1117.1,2,9.08,400.78,282.84
1117.3,1.99,9.08,391.01,282.18
1117.5,1.99,9.08,381.23,282.18
1117.7,1.99,9.08,371.46,282.18
1117.9,1.99,9.08,381.23,282.18
1118.1,2,9.08,391.01,282.84
1118.3,1.99,9.08,361.68,282.18
1118.5,1.99,9.08,381.23,282.18
1118.7,2,9.08,361.68,282.84
1118.9,2,9.08,361.68,282.84
1119.1,2,9.08,361.68,282.84
1119.3,1.99,9.08,391.01,282.18
1119.5,2,9.08,381.23,282.84
1119.7,2.01,9.08,381.23,283.49
1119.9,2,9.08,381.23,282.84
1120.1,1.99,9.08,391.01,282.18
1120.3,2,9.08,381.23,282.84
1120.5,2,9.08,381.23,282.84
1120.7,2,9.08,381.23,282.84
1120.9,2,9.08,391.01,282.84
1121.1,2,9.08,391.01,282.84
1121.3,1.99,9.08,391.01,282.18
1121.5,1.99,9.08,400.78,282.18
1121.7,2,9.08,391.01,282.84
1121.9,2,9.08,391.01,282.84
1122.1,2,9.08,381.23,282.84
1122.3,2.01,9.08,381.23,283.49
1122.5,2,9.08,371.46,282.84
1122.7,2,9.08,361.68,282.84
1122.9,1.99,9.08,381.23,282.18
1123.1,2,9.08,391.01,282.84
1123.3,1.99,9.08,391.01,282.18
1123.5,2,9.08,381.23,282.84
1123.7,2,9.08,400.78,282.84
1123.9,2,9.08,381.23,282.84
1124.1,2,9.08,371.46,282.84
1124.3,2,9.08,371.46,282.84
1124.5,2,9.08,381.23,282.84
1124.7,1.99,9.08,391.01,282.18
1124.9,2,9.08,400.78,282.84
1125.1,1.99,9.08,400.78,282.18
1125.3,1.99,9.08,391.01,282.18
1125.5,1.99,9.08,410.56,282.18
1125.7,2.01,9.08,400.78,283.49
1125.9,2,9.08,391.01,282.84
1126.1,2,9.08,381.23,282.84
1126.3,2,9.08,391.01,282.84
1126.5,1.99,9.08,400.78,282.18
1126.7,1.99,9.08,400.78,282.18
1126.9,1.99,9.08,371.46,282.18
1127.1,1.99,9.08,391.01,282.18
1127.3,2,9.08,400.78,282.84
1127.5,2,9.08,391.01,282.84
1127.7,2,9.08,371.46,282.84
1127.9,2,9.08,361.68,282.84
1128.1,1.99,9.08,381.23,282.18
1128.3,1.99,9.08,391.01,282.18
1128.5,1.99,9.08,381.23,282.18
1128.7,1.99,9.08,410.56,282.18
1128.9,2,9.08,400.78,282.84
1129.1,1.99,9.08,400.78,282.18
1129.3,2,9.08,400.78,282.84
1129.5,2,9.08,381.23,282.84
1129.7,1.99,9.08,381.23,282.18
1129.9,2,9.08,361.68,282.84
1130.1,2,9.08,400.78,282.84
1130.3,2,9.08,381.23,282.84
1130.5,1.99,9.08,381.23,282.18
1130.7,2,9.08,400.78,282.84
1130.9,2,9.08,381.23,282.84
1131.1,2,9.08,400.78,282.84
1131.3,2,9.08,391.01,282.84
1131.5,2,9.08,391.01,282.84
1131.7,1.99,9.08,391.01,282.18
1131.9,1.99,9.08,391.01,282.18
1132.1,1.99,9.08,391.01,282.18
1132.3,1.99,9.08,381.23,282.18
1132.5,2.01,9.08,391.01,283.49
1132.7,2,9.08,381.23,282.84
1132.9,2,9.08,371.46,282.84
1133.1,2,9.08,381.23,282.84
1133.3,1.99,9.08,391.01,282.18
1133.5,2,9.08,391.01,282.84
1133.7,2,9.08,391.01,282.84
1133.9,1.99,9.08,391.01,282.18
1134.1,1.99,9.08,391.01,282.18
1134.3,2,9.08,391.01,282.84
1134.5,2,9.08,371.46,282.84
1134.7,2,9.08,381.23,282.84
1134.9,2,9.08,371.46,282.84
1135.1,2,9.08,381.23,282.84
1135.3,2,9.08,371.46,282.84
1135.5,1.99,9.08,371.46,282.18
1135.7,2,9.08,381.23,282.84
1135.9,2,9.08,381.23,282.84
1136.1,2,9.08,381.23,282.84
1136.3,2,9.08,361.68,282.84
1136.5,2,9.08,361.68,282.84
1136.7,2,9.08,381.23,282.84
1136.9,2,9.08,381.23,282.84
1137.1,2,9.08,391.01,282.84
1137.3,1.99,9.08,381.23,282.18
1137.5,2,9.08,381.23,282.84
1137.7,1.99,9.08,371.46,282.18
1137.9,2,9.08,371.46,282.84
1138.1,2,9.08,371.46,282.84
1138.3,2,9.08,361.68,282.84
1138.5,2,9.08,381.23,282.84
1138.7,1.99,9.08,391.01,282.18
1138.9,1.99,9.08,391.01,282.18
1139.1,1.99,9.08,381.23,282.18
1139.3,2,9.08,381.23,282.84
1139.5,2,9.08,381.23,282.84
1139.7,2,9.08,381.23,282.84
1139.9,1.99,9.08,391.01,282.18
1140.1,2,9.08,371.46,282.84
1140.3,2,9.08,371.46,282.84
1140.5,1.99,9.08,391.01,282.18
1140.7,1.99,9.08,400.78,282.18
1140.9,2,9.08,381.23,282.84
1141.1,2,9.08,371.46,282.84
1141.3,2,9.08,400.78,282.84
1141.5,2,9.08,381.23,282.84
1141.7,2,9.08,381.23,282.84
1141.9,1.99,9.08,391.01,282.18
1142.1,2,9.08,381.23,282.84
1142.3,2.01,9.08,381.23,283.49
1142.5,2,9.08,391.01,282.84
1142.7,2,9.08,371.46,282.84
1142.9,2,9.08,391.01,282.84
1143.1,2,9.08,381.23,282.84
1143.3,1.99,9.08,391.01,282.18
1143.5,2,9.08,400.78,282.84
1143.7,2,9.08,400.78,282.84
1143.9,2,9.08,391.01,282.84
1144.1,2,9.08,381.23,282.84
1144.3,2,9.08,381.23,282.84
1144.5,1.99,9.08,391.01,282.18
1144.7,2,9.08,391.01,282.84
1144.9,2,9.08,381.23,282.84
1145.1,2,9.08,381.23,282.84
1145.3,2,9.08,361.68,282.84
1145.5,2,9.08,361.68,282.84
1145.7,2,9.08,381.23,282.84
1145.9,1.99,9.08,381.23,282.18
1146.1,1.99,9.08,381.23,282.18
1146.3,2.01,9.08,381.23,283.49
1146.5,2,9.08,381.23,282.84
1146.7,1.99,9.08,371.46,282.18
1146.9,2,9.08,381.23,282.84
1147.1,2,9.08,381.23,282.84
1147.3,2,9.08,371.46,282.84
1147.5,1.99,9.08,391.01,282.18
1147.7,1.99,9.08,381.23,282.18
1147.9,2,9.08,400.78,282.84
1148.1,2,9.08,381.23,282.84
1148.3,2,9.08,371.46,282.84
1148.5,2,9.08,381.23,282.84
1148.7,2,9.08,391.01,282.84
1148.9,1.99,9.08,391.01,282.18
1149.1,2,9.08,361.68,282.84
1149.3,2,9.08,381.23,282.84
1149.5,1.99,9.08,391.01,282.18
1149.7,2,9.08,381.23,282.84
1149.9,2,9.08,381.23,282.84
1150.1,2,9.08,371.46,282.84
1150.3,2,9.08,391.01,282.84
1150.5,1.99,9.08,391.01,282.18
1150.7,2,9.08,391.01,282.84
1150.9,1.99,9.08,381.23,282.18
1151.1,2,9.08,391.01,282.84
1151.3,2,9.08,381.23,282.84
1151.5,2,9.08,361.68,282.84
1151.7,2,9.08,371.46,282.84
1151.9,2,9.08,381.23,282.84
1152.1,2,9.08,381.23,282.84
1152.3,1.99,9.08,391.01,282.18
1152.5,2,9.08,381.23,282.84
1152.7,2,9.08,381.23,282.84
1152.9,2,9.08,381.23,282.84
1153.1,2,9.08,381.23,282.84
1153.3,1.99,9.08,371.46,282.18
1153.5,1.99,9.08,391.01,282.18
1153.7,1.99,9.08,381.23,282.18
1153.9,1.99,9.08,391.01,282.18
1154.1,2,9.08,381.23,282.84
1154.3,2,9.08,371.46,282.84
1154.5,2,9.08,371.46,282.84
1154.7,2,9.08,391.01,282.84
1154.9,1.99,9.08,391.01,282.18
1155.1,1.99,9.08,381.23,282.18
1155.3,1.99,9.08,391.01,282.18
1155.5,2,9.08,391.01,282.84
1155.7,2,9.08,400.78,282.84
1155.9,2,9.08,391.01,282.84
1156.1,2,9.08,381.23,282.84
1156.3,2,9.08,391.01,282.84
1156.5,2,9.08,391.01,282.84
1156.7,1.99,9.08,400.78,282.18
1156.9,1.99,9.08,381.23,282.18
1157.1,2,9.08,381.23,282.84
1157.3,2,9.08,371.46,282.84
1157.5,2.01,9.08,381.23,283.49
1157.7,1.99,9.08,381.23,282.18
1157.9,2,9.08,371.46,282.84
1158.1,2,9.08,381.23,282.84
1158.3,2,9.08,391.01,282.84
1158.5,1.99,9.08,391.01,282.18
1158.7,2.01,9.08,391.01,283.49
1158.9,2,9.08,381.23,282.84
1159.1,2,9.08,381.23,282.84
1159.3,1.99,9.08,391.01,282.18
1159.5,1.99,9.08,391.01,282.18
1159.7,1.99,9.08,381.23,282.18
1159.9,1.99,9.08,381.23,282.18
1160.1,1.99,9.08,381.23,282.18
1160.3,2,9.08,391.01,282.84
1160.5,2,9.08,371.46,282.84
1160.7,2,9.08,381.23,282.84
1160.9,2,9.08,391.01,282.84
1161.1,1.99,9.08,391.01,282.18
1161.3,1.99,9.08,391.01,282.18
1161.5,2,9.08,400.78,282.84
1161.7,2.01,9.08,381.23,283.49
1161.9,2,9.08,400.78,282.84
1162.1,2,9.08,391.01,282.84
1162.3,1.99,9.08,391.01,282.18
1162.5,1.99,9.08,391.01,282.18
1162.7,2,9.08,371.46,282.84
1162.9,2,9.08,381.23,282.84
1163.1,2.01,9.08,381.23,283.49
1163.3,2,9.08,400.78,282.84
1163.5,2,9.08,391.01,282.84
1163.7,2,9.08,391.01,282.84
1163.9,1.99,9.08,391.01,282.18
1164.1,1.99,9.08,410.56,282.18
1164.3,1.99,9.08,400.78,282.18
1164.5,2,9.08,400.78,282.84
1164.7,2,9.08,400.78,282.84
1164.9,2,9.08,391.01,282.84
1165.1,2,9.08,371.46,282.84
1165.3,2,9.08,361.68,282.84
1165.5,1.99,9.08,391.01,282.18
1165.7,1.99,9.08,361.68,282.18
1165.9,1.99,9.08,391.01,282.18
1166.1,2,9.08,381.23,282.84
1166.3,2,9.08,371.46,282.84
1166.5,2,9.08,371.46,282.84
1166.7,2,9.08,391.01,282.84
1166.9,1.99,9.08,381.23,282.18
1167.1,1.99,9.08,391.01,282.18
1167.3,2,9.08,400.78,282.84
1167.5,1.99,9.08,381.23,282.18
1167.7,2,9.08,391.01,282.84
1167.9,2,9.08,400.78,282.84
1168.1,2.01,9.08,371.46,283.49
1168.3,2,9.08,400.78,282.84
1168.5,1.99,9.08,400.78,282.18
1168.7,1.98,9.08,400.78,281.52
1168.9,1.99,9.08,400.78,282.18
1169.1,1.99,9.08,381.23,282.18
1169.3,2,9.08,381.23,282.84
1169.5,2.01,9.08,381.23,283.49
1169.7,2,9.08,371.46,282.84
1169.9,2,9.08,361.68,282.84
1170.1,1.99,9.08,381.23,282.18
1170.3,1.99,9.08,410.56,282.18
1170.5,2,9.08,381.23,282.84
1170.7,2.01,9.08,381.23,283.49
1170.9,2,9.08,381.23,282.84
1171.1,1.99,9.08,400.78,282.18
1171.3,2,9.08,381.23,282.84
1171.5,1.99,9.08,371.46,282.18
1171.7,1.99,9.08,400.78,282.18
1171.9,1.99,9.08,391.01,282.18
1172.1,1.99,9.08,381.23,282.18
1172.3,2,9.08,400.78,282.84
1172.5,2,9.08,381.23,282.84
1172.7,2,9.08,371.46,282.84
1172.9,2,9.08,391.01,282.84
1173.1,2,9.08,391.01,282.84
1173.3,2,9.08,410.56,282.84
1173.5,2,9.08,400.78,282.84
1173.7,2,9.08,391.01,282.84
1173.9,2,9.08,400.78,282.84
1174.1,2,9.08,391.01,282.84
1174.3,2,9.08,371.46,282.84
1174.5,2,9.08,391.01,282.84
1174.7,2,9.08,391.01,282.84
1174.9,1.99,9.08,400.78,282.18
1175.1,2,9.08,391.01,282.84
1175.3,1.99,9.08,381.23,282.18
1175.5,2,9.08,381.23,282.84
1175.7,2,9.19,381.23,281.17
1175.9,2,9.19,371.46,281.17
1176.1,1.99,9.19,361.68,280.51
1176.3,2,9.19,381.23,281.17
1176.5,2,9.19,391.01,281.17
1176.7,2,9.19,400.78,281.17
1176.9,1.99,9.19,391.01,280.51
1177.1,2.01,9.19,391.01,281.82
1177.3,2,9.19,391.01,281.17
1177.5,2,9.19,400.78,281.17
1177.7,2,9.19,381.23,281.17
1177.9,2,9.19,381.23,281.17
1178.1,1.99,9.19,400.78,280.51
1178.3,1.99,9.19,391.01,280.51
1178.5,1.99,9.19,400.78,280.51
1178.7,1.99,9.19,391.01,280.51
1178.9,2,9.19,381.23,281.17
1179.1,2,9.19,381.23,281.17
1179.3,2,9.19,391.01,281.17
1179.5,2,9.19,391.01,281.17
1179.7,2,9.19,391.01,281.17
1179.9,2,9.19,391.01,281.17
1180.1,2,9.19,391.01,281.17
1180.3,2,9.19,400.78,281.17
1180.5,2,9.19,400.78,281.17
1180.7,2,9.19,400.78,281.17
1180.9,2,9.19,381.23,281.17
1181.1,2,9.19,400.78,281.17
1181.3,2,9.19,391.01,281.17
1181.5,2,9.19,381.23,281.17
1181.7,1.99,9.19,391.01,280.51
1181.9,1.99,9.19,391.01,280.51
1182.1,2,9.19,410.56,281.17
1182.3,1.99,9.19,400.78,280.51
1182.5,1.99,9.19,410.56,280.51
1182.7,2,9.19,400.78,281.17
1182.9,1.99,9.19,391.01,280.51
1183.1,2,9.19,391.01,281.17
1183.3,1.99,9.19,391.01,280.51
1183.6,1.99,9.19,410.56,280.51
1183.7,2,9.19,391.01,281.17
1183.9,2,9.19,391.01,281.17
1184.1,2,9.19,391.01,281.17
1184.3,1.99,9.19,400.78,280.51
1184.5,2,9.19,400.78,281.17
1184.7,2,9.19,391.01,281.17
1184.9,2,9.19,391.01,281.17
1185.1,2.01,9.19,381.23,281.82
1185.3,2,9.19,381.23,281.17
1185.5,1.99,9.19,381.23,280.51
1185.7,2,9.19,371.46,281.17
1185.9,1.99,9.19,381.23,280.51
1186.1,1.99,9.19,391.01,280.51
1186.3,1.99,9.19,381.23,280.51
1186.5,1.99,9.19,400.78,280.51
1186.7,1.99,9.19,381.23,280.51
1186.9,2,9.19,391.01,281.17
1187.1,2,9.19,381.23,281.17
1187.3,2,9.19,371.46,281.17
1187.5,2,9.19,381.23,281.17
1187.7,2,9.19,381.23,281.17
1187.9,1.99,9.19,381.23,280.51
1188.1,1.99,9.19,400.78,280.51
1188.3,1.99,9.19,410.56,280.51
1188.5,1.99,9.19,391.01,280.51
1188.7,2,9.19,391.01,281.17
1188.9,2,9.19,381.23,281.17
1189.1,2,9.19,381.23,281.17
1189.3,2,9.19,381.23,281.17
1189.5,2,9.19,410.56,281.17
1189.7,1.99,9.19,400.78,280.51
1189.9,1.99,9.19,410.56,280.51
1190.1,1.99,9.19,400.78,280.51
1190.3,2.01,9.19,400.78,281.82
1190.5,1.99,9.19,391.01,280.51
1190.7,1.99,9.19,391.01,280.51
1190.9,2,9.19,400.78,281.17
1191.1,1.99,9.19,381.23,280.51
1191.3,2,9.19,391.01,281.17
1191.5,2,9.19,400.78,281.17
1191.7,2,9.19,400.78,281.17
1191.9,2,9.19,410.56,281.17
1192.1,1.99,9.19,391.01,280.51
1192.3,2,9.19,381.23,281.17
1192.5,2,9.19,391.01,281.17
1192.7,2.01,9.19,391.01,281.82
1192.9,1.99,9.19,381.23,280.51
1193.1,1.99,9.19,391.01,280.51
1193.3,2,9.19,391.01,281.17
1193.5,2,9.19,391.01,281.17
1193.7,2,9.19,381.23,281.17
1193.9,1.99,9.19,371.46,280.51
1194.1,1.99,9.19,381.23,280.51
1194.3,2,9.19,391.01,281.17
1194.5,2,9.19,381.23,281.17
1194.7,1.99,9.19,391.01,280.51
1194.9,1.99,9.19,400.78,280.51
1195.1,2,9.19,400.78,281.17
1195.3,1.99,9.19,381.23,280.51
1195.5,1.99,9.19,381.23,280.51
1195.7,2,9.19,381.23,281.17
1195.9,2,9.19,381.23,281.17
1196.1,1.99,9.19,391.01,280.51
1196.3,1.99,9.19,391.01,280.51
1196.5,1.99,9.19,391.01,280.51
1196.7,2,9.19,391.01,281.17
1196.9,1.99,9.19,381.23,280.51
1197.1,2,9.19,410.56,281.17
1197.3,2,9.19,391.01,281.17
1197.5,2,9.19,381.23,281.17
1197.7,2,9.19,381.23,281.17
1197.9,2,9.19,381.23,281.17
1198.1,2,9.19,381.23,281.17
1198.3,1.99,9.19,391.01,280.51
1198.5,1.99,9.19,391.01,280.51
1198.7,2,9.19,391.01,281.17
1198.9,2,9.19,381.23,281.17
1199.1,2,9.19,381.23,281.17
1199.3,2,9.19,381.23,281.17
1199.5,2,9.19,371.46,281.17
1199.7,2,9.19,391.01,281.17
1199.9,1.99,9.19,410.56,280.51
1200.1,1.99,9.19,400.78,280.51
1200.3,1.99,9.19,400.78,280.51
1200.5,2,9.19,400.78,281.17
1200.7,2,9.19,391.01,281.17
1200.9,1.99,9.19,400.78,280.51
1201.1,1.99,9.19,400.78,280.51
1201.3,2,9.19,391.01,281.17
1201.5,2.01,9.19,391.01,281.82
1201.7,2,9.19,400.78,281.17
1201.9,1.99,9.19,381.23,280.51
1202.1,2,9.19,391.01,281.17
1202.3,2,9.19,391.01,281.17
1202.5,2,9.19,391.01,281.17
1202.7,2,9.19,400.78,281.17
1202.9,2,9.19,381.23,281.17
1203.1,1.99,9.19,371.46,280.51
1203.3,1.99,9.19,400.78,280.51
1203.5,2,9.19,391.01,281.17
1203.7,2,9.19,391.01,281.17
1203.9,2,9.19,391.01,281.17
1204.1,2,9.19,400.78,281.17
1204.3,2,9.19,391.01,281.17
1204.5,2,9.19,371.46,281.17
1204.7,2,9.19,391.01,281.17
1204.9,2,9.19,391.01,281.17
1205.1,1.99,9.19,400.78,280.51
1205.3,2,9.19,391.01,281.17
1205.5,1.99,9.19,400.78,280.51
1205.7,1.99,9.19,400.78,280.51
1205.9,2,9.19,391.01,281.17
1206.1,2,9.19,381.23,281.17
1206.3,2,9.19,381.23,281.17
1206.5,2,9.19,391.01,281.17
1206.7,1.99,9.19,391.01,280.51
1206.9,1.99,9.19,400.78,280.51
1207.1,2,9.19,410.56,281.17
1207.3,2,9.19,400.78,281.17
1207.5,2,9.19,400.78,281.17
1207.7,2.01,9.19,391.01,281.82
1207.9,2,9.19,381.23,281.17
1208.1,2,9.19,391.01,281.17
1208.3,2,9.19,391.01,281.17
1208.5,1.99,9.19,400.78,280.51
1208.7,1.99,9.19,410.56,280.51
1208.9,1.99,9.19,400.78,280.51
1209.1,2,9.19,391.01,281.17
1209.3,1.99,9.19,381.23,280.51
1209.5,2,9.19,391.01,281.17
1209.7,2,9.3,400.78,279.53
1209.9,2,9.3,391.01,279.53
1210.1,2,9.3,410.56,279.53
1210.3,1.99,9.3,410.56,278.88
1210.5,1.99,9.3,400.78,278.88
1210.7,1.99,9.3,410.56,278.88
1210.9,1.99,9.3,391.01,278.88
1211.1,2,9.3,400.78,279.53
1211.3,2.01,9.3,391.01,280.18
1211.5,2,9.3,391.01,279.53
1211.7,2,9.3,371.46,279.53
1211.9,2,9.3,371.46,279.53
1212.1,2,9.3,391.01,279.53
1212.3,1.99,9.3,410.56,278.88
1212.5,1.99,9.3,400.78,278.88
1212.7,2,9.3,400.78,279.53
1212.9,2.01,9.3,400.78,280.18
1213.1,2,9.3,410.56,279.53
1213.3,2,9.3,400.78,279.53
1213.5,2,9.3,400.78,279.53
1213.7,1.99,9.3,400.78,278.88
1213.9,1.99,9.3,410.56,278.88
1214.1,1.99,9.3,400.78,278.88
1214.3,1.99,9.3,400.78,278.88
1214.5,1.99,9.3,381.23,278.88
1214.7,2,9.3,391.01,279.53
1214.9,2.01,9.3,391.01,280.18
1215.1,2,9.3,391.01,279.53
1215.3,2,9.3,391.01,279.53
1215.5,2,9.3,371.46,279.53
1215.7,2,9.3,391.01,279.53
1215.9,1.99,9.3,400.78,278.88
