Time (sec),Feed (mm/min),Draw (m/min),Output Dia,Predicted Dia
591.9,2,6.81,381.23,326.59
592.1,2,6.81,391.01,326.59
592.3,1.99,6.81,400.78,325.83
592.5,2,6.81,410.56,326.59
592.7,2,6.81,420.33,326.59
592.9,2,6.81,420.33,326.59
593.1,2,6.81,420.33,326.59
593.3,2.01,6.81,391.01,327.35
593.5,2,6.81,410.56,326.59
593.7,2,6.81,391.01,326.59
593.9,2,6.81,410.56,326.59
594.1,2,6.81,391.01,326.59
594.3,1.99,6.81,420.33,325.83
594.5,1.99,6.81,420.33,325.83
594.7,2,6.81,420.33,326.59
594.9,1.99,6.81,420.33,325.83
595.1,2,6.81,400.78,326.59
595.3,2,6.81,400.78,326.59
595.5,2,6.81,420.33,326.59
595.7,1.99,6.81,410.56,325.83
595.9,2,6.81,400.78,326.59
596.1,2,6.81,430.11,326.59
596.3,1.99,6.81,430.11,325.83
596.5,1.99,6.81,430.11,325.83
596.7,1.99,6.81,420.33,325.83
596.9,2,6.81,420.33,326.59
597.1,2,6.81,410.56,326.59
597.3,2,6.81,400.78,326.59
597.5,2,6.81,410.56,326.59
597.7,2,6.81,420.33,326.59
597.9,2,6.81,410.56,326.59
598.1,2,6.92,420.33,324.03
598.3,2,6.92,430.11,324.03
598.5,1.99,6.92,449.66,323.28
598.7,2,6.92,430.11,324.03
598.9,2,6.92,420.33,324.03
599.1,2,6.92,400.78,324.03
599.3,2,6.92,400.78,324.03
599.5,1.99,6.92,430.11,323.28
599.7,1.99,6.92,400.78,323.28
599.9,1.99,6.92,420.33,323.28
600.1,1.99,6.92,420.33,323.28
600.3,2,6.92,410.56,324.03
600.5,2,6.92,420.33,324.03
600.7,2,6.92,430.11,324.03
600.9,2,6.92,420.33,324.03
601.1,2,6.92,430.11,324.03
601.3,1.99,6.92,430.11,323.28
601.5,1.99,6.92,430.11,323.28
601.7,1.99,6.92,420.33,323.28
601.9,2,6.92,420.33,324.03
602.1,2,6.92,410.56,324.03
602.3,2,6.92,410.56,324.03
602.5,2,6.92,400.78,324.03
602.7,2,6.92,391.01,324.03
602.9,2,6.92,410.56,324.03
603.1,2,6.92,420.33,324.03
603.3,1.99,6.92,410.56,323.28
603.5,1.99,6.92,420.33,323.28
603.7,2,6.92,400.78,324.03
603.9,1.99,6.92,371.46,323.28
604.1,2,6.92,400.78,324.03
604.3,2,6.92,400.78,324.03
604.5,2,6.92,400.78,324.03
604.7,2,6.92,420.33,324.03
604.9,1.99,6.92,430.11,323.28
605.1,1.99,6.92,430.11,323.28
605.3,2,6.92,430.11,324.03
605.5,2.01,6.92,430.11,324.78
605.7,1.99,6.92,430.11,323.28
605.9,2,6.92,439.88,324.03
606.1,2,6.92,430.11,324.03
606.3,1.99,6.92,439.88,323.28
606.5,2,6.92,449.66,324.03
606.7,2.01,6.92,439.88,324.78
606.9,2,6.92,430.11,324.03
607.1,2,6.92,430.11,324.03
607.3,2,7.03,420.33,321.53
607.5,2,7.03,430.11,321.53
607.7,2,7.03,430.11,321.53
607.9,1.99,7.03,439.88,320.78
608.1,1.99,7.03,430.11,320.78
608.3,2,7.03,449.66,321.53
608.5,2,7.03,449.66,321.53
608.7,1.99,7.03,449.66,320.78
608.9,2,7.03,439.88,321.53
609.1,2.01,7.03,439.88,322.27
609.3,2,7.03,478.98,321.53
609.5,1.99,7.03,469.21,320.78
609.7,1.99,7.03,459.43,320.78
609.9,1.99,7.03,469.21,320.78
610.1,1.99,7.03,459.43,320.78
610.3,2,7.03,459.43,321.53
610.5,1.99,7.03,459.43,320.78
610.7,2,7.03,469.21,321.53
610.9,2,7.03,459.43,321.53
611.1,1.99,7.03,449.66,320.78
611.3,2,7.03,449.66,321.53
611.5,1.99,7.03,439.88,320.78
611.7,1.99,7.03,469.21,320.78
611.9,2,7.03,469.21,321.53
612.1,2,7.03,459.43,321.53
612.3,2,7.03,459.43,321.53
612.5,2,7.03,459.43,321.53
612.7,2,7.03,478.98,321.53
612.9,1.99,7.03,478.98,320.78
613.1,2,7.03,488.76,321.53
613.3,2,7.14,508.31,319.08
613.5,1.99,7.14,508.31,318.34
613.7,1.99,7.14,488.76,318.34
613.9,1.99,7.14,498.53,318.34
614.1,1.99,7.14,498.53,318.34
614.3,1.99,7.14,498.53,318.34
614.5,2.01,7.14,488.76,319.82
614.7,1.99,7.14,478.98,318.34
614.9,2,7.14,478.98,319.08
615.1,2,7.14,459.43,319.08
615.3,2,7.14,469.21,319.08
615.5,2,7.14,478.98,319.08
615.7,2,7.14,478.98,319.08
615.9,2,7.14,469.21,319.08
616.1,2,7.14,469.21,319.08
616.3,1.99,7.14,459.43,318.34
616.5,1.99,7.14,469.21,318.34
616.7,2,7.14,459.43,319.08
616.9,2,7.24,459.43,316.69
617.1,2,7.24,469.21,316.69
617.3,2,7.24,459.43,316.69
617.5,2,7.24,439.88,316.69
617.7,1.99,7.24,449.66,315.96
617.9,2.01,7.24,439.88,317.43
618.1,1.99,7.24,459.43,315.96
618.3,2,7.24,459.43,316.69
618.5,1.99,7.24,478.98,315.96
618.7,1.99,7.24,469.21,315.96
618.9,2,7.24,459.43,316.69
619.1,2,7.24,449.66,316.69
619.3,2,7.24,439.88,316.69
619.5,2,7.24,430.11,316.69
619.7,2,7.24,420.33,316.69
619.9,2,7.24,410.56,316.69
620.1,2,7.24,420.33,316.69
620.3,2,7.24,420.33,316.69
620.5,2,7.24,439.88,316.69
620.7,1.99,7.24,439.88,315.96
620.9,2.01,7.35,430.11,315.09
621.1,1.99,7.35,459.43,313.62
621.3,1.99,7.35,459.43,313.62
621.5,2,7.35,439.88,314.36
621.7,2.01,7.35,449.66,315.09
621.9,2,7.35,430.11,314.36
622.1,2,7.35,439.88,314.36
622.3,1.99,7.35,430.11,313.62
622.5,1.99,7.35,439.88,313.62
622.7,1.99,7.35,439.88,313.62
622.9,2,7.35,439.88,314.36
623.1,2,7.35,430.11,314.36
623.3,2.01,7.35,430.11,315.09
623.5,2,7.35,410.56,314.36
623.7,2,7.35,410.56,314.36
623.9,2,7.35,420.33,314.36
624.1,2,7.35,420.33,314.36
624.3,2,7.35,430.11,314.36
624.5,1.99,7.35,430.11,313.62
624.7,2,7.35,410.56,314.36
624.9,2,7.35,410.56,314.36
625.1,1.99,7.35,410.56,313.62
625.3,2,7.35,400.78,314.36
625.5,2,7.35,391.01,314.36
625.7,1.99,7.35,410.56,313.62
625.9,1.99,7.35,420.33,313.62
626.1,1.99,7.35,430.11,313.62
626.3,2,7.46,430.11,312.07
626.5,1.99,7.46,420.33,311.34
626.7,1.99,7.46,430.11,311.34
626.9,2.01,7.46,420.33,312.79
627.1,2,7.46,410.56,312.07
652,2,7.46,410.56,312.07
652.2,2,7.46,410.56,312.07
652.4,2,7.46,420.33,312.07
652.6,2,7.46,410.56,312.07
652.8,2,7.46,410.56,312.07
653,2,7.46,410.56,312.07
653.2,2,7.46,420.33,312.07
653.4,2,7.46,420.33,312.07
653.6,2,7.46,410.56,312.07
653.8,1.99,7.46,410.56,311.34
654,1.99,7.46,420.33,311.34
654.2,1.99,7.46,420.33,311.34
654.4,1.99,7.46,420.33,311.34
654.6,2,7.46,410.56,312.07
654.8,2,7.46,420.33,312.07
655,1.99,7.46,420.33,311.34
655.2,2,7.46,410.56,312.07
655.4,1.99,7.46,430.11,311.34
655.6,2,7.46,400.78,312.07
655.8,2,7.46,391.01,312.07
656,2,7.46,391.01,312.07
656.2,2.01,7.46,410.56,312.79
656.4,2,7.46,400.78,312.07
656.6,1.99,7.46,381.23,311.34
656.8,2,7.46,410.56,312.07
657,2,7.46,400.78,312.07
657.2,2,7.46,391.01,312.07
657.4,2,7.46,410.56,312.07
657.6,2,7.46,400.78,312.07
657.8,2,7.46,391.01,312.07
658,2,7.46,400.78,312.07
658.2,2,7.46,400.78,312.07
658.4,2,7.46,410.56,312.07
658.6,2,7.46,400.78,312.07
658.8,1.99,7.46,420.33,311.34
659,1.99,7.46,410.56,311.34
659.2,2,7.46,400.78,312.07
659.4,1.99,7.46,391.01,311.34
659.6,1.99,7.46,410.56,311.34
659.8,2,7.46,381.23,312.07
660,1.99,7.46,391.01,311.34
660.2,1.99,7.46,400.78,311.34
660.4,2,7.46,400.78,312.07
660.6,1.99,7.46,410.56,311.34
660.8,1.99,7.46,410.56,311.34
661,1.99,7.57,420.33,309.11
661.2,1.99,7.57,410.56,309.11
661.4,1.99,7.57,420.33,309.11
661.6,1.99,7.57,410.56,309.11
661.8,2,7.57,400.78,309.83
662,2,7.57,400.78,309.83
662.2,2,7.57,410.56,309.83
662.4,2,7.57,391.01,309.83
662.6,2,7.57,391.01,309.83
662.8,2,7.57,400.78,309.83
663,2,7.57,391.01,309.83
663.2,1.99,7.57,391.01,309.11
663.4,1.99,7.57,381.23,309.11
663.6,2,7.57,381.23,309.83
663.8,2,7.57,381.23,309.83
664,2,7.57,381.23,309.83
664.2,2,7.57,381.23,309.83
664.4,2,7.57,391.01,309.83
664.6,2,7.57,381.23,309.83
664.8,2,7.57,391.01,309.83
665,1.99,7.57,391.01,309.11
665.2,1.99,7.57,391.01,309.11
665.4,2,7.57,391.01,309.83
665.6,2,7.57,381.23,309.83
665.8,2,7.57,381.23,309.83
666,2,7.57,391.01,309.83
666.2,2,7.57,381.23,309.83
666.4,1.99,7.57,391.01,309.11
666.6,2,7.57,391.01,309.83
666.8,2,7.57,410.56,309.83
667,1.99,7.57,400.78,309.11
667.2,1.99,7.57,410.56,309.11
667.4,1.99,7.57,410.56,309.11
667.6,2,7.57,410.56,309.83
667.8,2,7.57,400.78,309.83
668,2,7.57,391.01,309.83
668.2,2,7.57,371.46,309.83
668.4,2,7.57,400.78,309.83
668.6,2,7.57,361.68,309.83
668.8,2,7.57,381.23,309.83
669,2,7.57,381.23,309.83
669.2,1.99,7.57,391.01,309.11
669.4,2,7.57,371.46,309.83
669.6,2,7.57,371.46,309.83
669.8,1.99,7.57,381.23,309.11
670,2,7.57,371.46,309.83
670.2,2,7.57,381.23,309.83
670.4,2,7.57,391.01,309.83
670.6,1.99,7.57,410.56,309.11
670.8,1.99,7.57,420.33,309.11
671,1.99,7.57,410.56,309.11
671.2,1.99,7.57,420.33,309.11
671.4,2,7.57,420.33,309.83
671.6,2,7.57,400.78,309.83
671.8,2,7.57,391.01,309.83
672,2,7.57,391.01,309.83
672.2,1.99,7.57,371.46,309.11
672.4,2,7.57,381.23,309.83
672.6,2,7.57,391.01,309.83
672.8,2,7.57,391.01,309.83
673,2,7.57,400.78,309.83
673.2,2,7.57,381.23,309.83
673.4,2,7.57,400.78,309.83
673.6,2,7.57,381.23,309.83
673.8,1.99,7.57,381.23,309.11
674,2,7.57,391.01,309.83
674.2,2,7.57,361.68,309.83
674.4,1.99,7.57,381.23,309.11
674.6,1.99,7.57,371.46,309.11
674.8,1.99,7.57,371.46,309.11
675,1.99,7.57,371.46,309.11
675.2,1.99,7.57,361.68,309.11
675.4,2,7.57,371.46,309.83
675.6,1.99,7.57,371.46,309.11
675.8,2,7.57,381.23,309.83
676,2,7.57,371.46,309.83
676.2,2,7.57,391.01,309.83
676.4,2,7.57,381.23,309.83
676.6,2,7.57,381.23,309.83
676.8,2,7.57,381.23,309.83
677,1.99,7.57,400.78,309.11
677.2,2,7.57,381.23,309.83
677.4,1.99,7.57,381.23,309.11
677.6,2,7.57,381.23,309.83
677.8,2.01,7.57,371.46,310.55
678,2,7.57,371.46,309.83
678.2,2,7.57,351.91,309.83
678.4,2,7.57,381.23,309.83
678.6,2,7.57,371.46,309.83
678.8,1.99,7.57,381.23,309.11
679,1.99,7.57,391.01,309.11
679.2,1.99,7.57,391.01,309.11
679.4,1.99,7.57,391.01,309.11
679.6,1.99,7.57,391.01,309.11
679.8,1.99,7.57,400.78,309.11
680,1.99,7.57,391.01,309.11
680.2,1.99,7.57,371.46,309.11
680.4,2,7.57,361.68,309.83
680.6,1.99,7.57,400.78,309.11
680.8,1.99,7.57,371.46,309.11
681,2,7.57,371.46,309.83
681.2,2,7.57,371.46,309.83
681.4,1.99,7.57,371.46,309.11
681.6,1.99,7.57,381.23,309.11
681.8,1.99,7.57,381.23,309.11
682,2,7.57,371.46,309.83
682.2,2,7.57,381.23,309.83
682.4,2,7.57,391.01,309.83
682.6,2,7.57,371.46,309.83
682.8,1.99,7.57,371.46,309.11
683,2,7.57,371.46,309.83
683.2,2,7.57,400.78,309.83
683.4,2,7.57,391.01,309.83
683.6,1.99,7.57,391.01,309.11
683.8,1.99,7.57,391.01,309.11
684,2,7.57,381.23,309.83
684.2,2,7.57,381.23,309.83
684.4,2,7.57,381.23,309.83
684.6,2,7.57,381.23,309.83
684.8,2,7.57,371.46,309.83
685,2,7.57,381.23,309.83
685.2,1.99,7.57,391.01,309.11
685.4,1.99,7.57,381.23,309.11
685.6,1.99,7.57,391.01,309.11
685.8,2,7.57,391.01,309.83
686,2,7.57,400.78,309.83
686.2,2,7.57,400.78,309.83
686.4,2,7.57,400.78,309.83
686.6,1.99,7.57,391.01,309.11
686.8,2,7.57,400.78,309.83
687,2,7.57,391.01,309.83
687.2,1.99,7.57,400.78,309.11
687.4,1.99,7.57,391.01,309.11
687.6,2,7.57,391.01,309.83
687.8,2,7.57,391.01,309.83
688,2,7.57,381.23,309.83
688.2,2,7.57,381.23,309.83
688.4,2,7.57,381.23,309.83
688.6,2,7.57,391.01,309.83
688.8,2,7.57,391.01,309.83
689,1.99,7.57,391.01,309.11
689.2,1.99,7.57,391.01,309.11
689.4,1.99,7.57,381.23,309.11
689.6,2,7.57,400.78,309.83
689.8,2,7.57,391.01,309.83
690,2,7.57,400.78,309.83
690.2,2,7.57,381.23,309.83
690.4,1.99,7.57,391.01,309.11
690.6,1.99,7.57,371.46,309.11
690.8,1.99,7.57,371.46,309.11
691,2,7.57,371.46,309.83
691.2,2,7.57,391.01,309.83
691.4,1.99,7.57,391.01,309.11
691.6,2,7.57,381.23,309.83
691.8,2,7.57,381.23,309.83
692,2,7.57,381.23,309.83
692.2,2,7.57,391.01,309.83
692.4,2,7.57,371.46,309.83
692.6,2,7.57,381.23,309.83
692.8,2,7.57,400.78,309.83
693,2,7.57,400.78,309.83
693.2,1.99,7.57,410.56,309.11
693.4,2,7.57,391.01,309.83
693.6,2,7.57,400.78,309.83
693.8,1.99,7.57,391.01,309.11
694,2,7.57,381.23,309.83
694.2,1.99,7.57,381.23,309.11
694.4,2,7.57,381.23,309.83
694.6,2,7.57,391.01,309.83
694.8,2,7.57,381.23,309.83
695,2,7.57,371.46,309.83
695.2,2,7.57,381.23,309.83
695.4,1.99,7.57,371.46,309.11
695.6,1.99,7.57,371.46,309.11
695.8,1.99,7.57,361.68,309.11
696,2,7.57,371.46,309.83
696.2,1.99,7.57,371.46,309.11
696.4,2,7.57,371.46,309.83
696.6,1.99,7.57,371.46,309.11
696.8,2,7.57,361.68,309.83
697,2,7.57,361.68,309.83
697.2,1.99,7.57,371.46,309.11
697.4,2,7.57,371.46,309.83
697.6,1.99,7.57,371.46,309.11
697.8,1.99,7.57,381.23,309.11
698,1.99,7.57,381.23,309.11
698.2,1.99,7.57,381.23,309.11
698.4,2,7.57,391.01,309.83
698.6,1.99,7.57,391.01,309.11
698.8,2,7.57,381.23,309.83
699,2,7.57,371.46,309.83
699.2,2,7.57,371.46,309.83
699.4,2,7.57,381.23,309.83
699.6,1.99,7.57,381.23,309.11
699.8,2,7.57,361.68,309.83
700,1.99,7.57,371.46,309.11
700.2,2,7.57,371.46,309.83
700.4,1.99,7.57,381.23,309.11
700.6,2,7.57,371.46,309.83
700.8,1.99,7.57,371.46,309.11
701,2,7.57,381.23,309.83
701.2,2,7.57,351.91,309.83
701.4,2,7.57,351.91,309.83
701.6,1.99,7.57,371.46,309.11
701.8,2,7.57,381.23,309.83
702,1.99,7.57,381.23,309.11
702.2,2,7.57,391.01,309.83
702.4,1.99,7.57,400.78,309.11
702.6,1.99,7.57,400.78,309.11
702.8,2,7.57,400.78,309.83
703,2,7.57,391.01,309.83
703.2,2,7.57,391.01,309.83
703.4,1.99,7.57,420.33,309.11
703.6,2,7.57,381.23,309.83
703.8,1.99,7.57,400.78,309.11
704,1.99,7.57,410.56,309.11
704.2,1.99,7.57,410.56,309.11
704.4,2,7.57,400.78,309.83
704.6,1.99,7.57,400.78,309.11
704.8,2,7.57,400.78,309.83
705,2,7.57,400.78,309.83
705.2,2,7.57,391.01,309.83
705.4,2,7.57,371.46,309.83
705.6,1.99,7.57,391.01,309.11
705.8,1.99,7.57,391.01,309.11
706,2,7.57,391.01,309.83
706.2,1.99,7.57,391.01,309.11
706.4,1.99,7.57,400.78,309.11
706.6,1.99,7.57,400.78,309.11
706.8,2,7.57,371.46,309.83
707,2,7.57,371.46,309.83
707.2,2,7.57,381.23,309.83
707.4,2,7.57,381.23,309.83
707.6,2,7.57,371.46,309.83
707.8,2,7.57,381.23,309.83
708,1.99,7.57,381.23,309.11
708.2,1.99,7.57,391.01,309.11
708.4,1.99,7.57,381.23,309.11
708.6,1.99,7.57,391.01,309.11
708.8,2,7.57,381.23,309.83
709,2,7.57,391.01,309.83
709.2,2.01,7.57,381.23,310.55
709.4,2,7.57,381.23,309.83
709.6,2,7.57,371.46,309.83
709.8,2.01,7.57,361.68,310.55
710,2,7.57,381.23,309.83
710.2,1.99,7.57,391.01,309.11
710.4,1.99,7.57,391.01,309.11
710.6,2,7.57,400.78,309.83
710.8,2,7.57,400.78,309.83
711,2,7.57,400.78,309.83
711.2,2,7.57,381.23,309.83
711.4,1.99,7.57,371.46,309.11
711.6,1.99,7.57,381.23,309.11
711.8,1.99,7.57,400.78,309.11
712,1.99,7.57,400.78,309.11
712.2,1.99,7.57,400.78,309.11
712.4,1.99,7.57,400.78,309.11
712.6,1.99,7.57,400.78,309.11
712.8,1.99,7.57,381.23,309.11
713,2.01,7.57,381.23,310.55
713.2,2,7.57,381.23,309.83
713.4,2,7.57,381.23,309.83
713.6,2,7.57,391.01,309.83
713.8,2.01,7.57,391.01,310.55
714,1.99,7.57,391.01,309.11
714.2,2,7.57,391.01,309.83
714.4,2,7.57,400.78,309.83
714.6,2,7.57,381.23,309.83
714.8,2,7.57,381.23,309.83
715,2,7.57,381.23,309.83
715.2,2,7.57,381.23,309.83
715.4,2,7.57,371.46,309.83
715.6,1.99,7.57,381.23,309.11
715.8,1.99,7.57,391.01,309.11
716,1.99,7.57,391.01,309.11
716.2,1.99,7.57,371.46,309.11
716.4,1.99,7.57,381.23,309.11
716.6,1.99,7.57,391.01,309.11
716.8,2,7.57,381.23,309.83
717,2,7.57,391.01,309.83
717.2,2,7.57,391.01,309.83
717.4,2,7.57,371.46,309.83
717.6,2,7.57,371.46,309.83
717.8,2,7.57,381.23,309.83
718,1.99,7.57,391.01,309.11
718.2,1.99,7.57,391.01,309.11
718.4,2,7.68,371.46,307.64
718.6,2,7.68,381.23,307.64
718.8,1.99,7.68,391.01,306.93
719,1.99,7.68,400.78,306.93
719.2,2,7.68,391.01,307.64
719.4,2,7.68,391.01,307.64
719.6,2,7.68,361.68,307.64
719.8,2,7.68,391.01,307.64
720,1.99,7.68,371.46,306.93
720.2,1.99,7.68,391.01,306.93
720.4,1.99,7.68,400.78,306.93
720.6,2,7.68,400.78,307.64
720.8,2,7.68,391.01,307.64
721,2,7.68,381.23,307.64
721.2,2,7.68,361.68,307.64
721.4,2.01,7.68,361.68,308.36
721.6,2,7.68,361.68,307.64
721.8,1.99,7.68,371.46,306.93
722,2,7.68,361.68,307.64
722.2,2.01,7.68,351.91,308.36
722.4,2,7.68,351.91,307.64
722.6,2,7.68,361.68,307.64
722.8,2,7.68,361.68,307.64
723,2,7.68,342.13,307.64
723.2,2,7.68,361.68,307.64
723.4,2,7.68,381.23,307.64
723.6,1.99,7.68,371.46,306.93
723.8,1.99,7.68,391.01,306.93
724,1.99,7.68,391.01,306.93
724.2,2,7.68,381.23,307.64
724.4,1.99,7.68,381.23,306.93
724.6,2,7.68,361.68,307.64
724.8,1.99,7.57,361.68,309.11
725,1.99,7.57,342.13,309.11
725.2,2.01,7.57,342.13,310.55
725.4,2,7.57,351.91,309.83
725.6,1.99,7.57,371.46,309.11
725.8,1.99,7.57,361.68,309.11
726,2,7.57,361.68,309.83
726.2,2,7.57,371.46,309.83
726.4,2,7.57,371.46,309.83
726.6,2.01,7.57,381.23,310.55
726.8,2,7.57,371.46,309.83
727,2,7.57,371.46,309.83
727.2,1.99,7.57,371.46,309.11
727.4,2,7.57,371.46,309.83
727.6,2,7.57,351.91,309.83
727.8,1.99,7.57,391.01,309.11
728,1.99,7.57,371.46,309.11
728.2,2,7.57,371.46,309.83
728.4,2,7.57,371.46,309.83
728.6,1.99,7.57,342.13,309.11
728.8,2,7.57,351.91,309.83
729,1.99,7.57,361.68,309.11
729.2,2,7.57,351.91,309.83
729.4,2,7.57,371.46,309.83
729.6,2,7.57,361.68,309.83
729.8,2,7.57,371.46,309.83
730,2,7.57,391.01,309.83
730.2,1.99,7.57,381.23,309.11
730.4,1.99,7.57,381.23,309.11
730.6,1.99,7.57,371.46,309.11
730.8,2.01,7.57,371.46,310.55
731,2,7.57,371.46,309.83
731.2,2,7.57,371.46,309.83
731.4,2,7.57,381.23,309.83
731.6,2,7.57,371.46,309.83
731.8,2,7.57,381.23,309.83
732,1.99,7.57,391.01,309.11
732.2,1.99,7.57,391.01,309.11
732.4,1.99,7.57,381.23,309.11
732.6,2,7.57,391.01,309.83
732.8,1.99,7.57,381.23,309.11
733,2,7.57,391.01,309.83
733.2,2,7.57,420.33,309.83
733.4,2,7.57,391.01,309.83
733.6,2,7.57,391.01,309.83
733.8,2,7.57,371.46,309.83
734,2,7.57,391.01,309.83
734.2,1.99,7.57,400.78,309.11
734.4,2,7.57,391.01,309.83
734.6,2,7.57,400.78,309.83
734.8,2,7.57,381.23,309.83
735,1.99,7.57,391.01,309.11
735.2,2,7.57,371.46,309.83
735.4,2,7.57,371.46,309.83
735.6,2,7.57,361.68,309.83
735.8,2,7.57,361.68,309.83
736,1.99,7.57,371.46,309.11
736.2,1.99,7.57,371.46,309.11
736.4,1.99,7.57,371.46,309.11
736.6,1.99,7.57,371.46,309.11
736.8,2,7.57,381.23,309.83
737,1.99,7.57,381.23,309.11
737.2,2.01,7.57,381.23,310.55
737.4,2,7.57,381.23,309.83
737.6,2,7.57,371.46,309.83
737.8,2,7.57,371.46,309.83
738,2,7.57,371.46,309.83
738.2,2,7.57,361.68,309.83
738.4,2,7.57,371.46,309.83
738.6,2.01,7.57,371.46,310.55
738.8,2,7.57,361.68,309.83
739,2,7.57,381.23,309.83
739.2,2,7.57,381.23,309.83
739.4,2,7.57,381.23,309.83
739.6,2,7.57,381.23,309.83
739.8,2,7.57,391.01,309.83
740,2,7.57,371.46,309.83
740.2,2,7.57,371.46,309.83
740.4,2,7.57,351.91,309.83
740.6,2,7.57,351.91,309.83
740.8,1.99,7.57,381.23,309.11
741,1.99,7.57,371.46,309.11
741.2,1.99,7.57,371.46,309.11
741.4,1.99,7.57,381.23,309.11
741.6,1.99,7.57,381.23,309.11
741.8,2,7.57,391.01,309.83
742,1.99,7.57,391.01,309.11
742.2,2,7.57,381.23,309.83
742.4,2,7.57,381.23,309.83
742.6,2.01,7.57,371.46,310.55
742.8,2,7.57,400.78,309.83
743,2,7.57,381.23,309.83
743.2,2,7.57,381.23,309.83
743.4,2,7.57,391.01,309.83
743.6,2.01,7.57,391.01,310.55
743.8,2,7.57,391.01,309.83
744,1.99,7.57,381.23,309.11
744.2,1.99,7.57,391.01,309.11
744.4,1.99,7.57,391.01,309.11
744.6,2,7.57,381.23,309.83
744.8,2,7.57,381.23,309.83
745,2,7.57,371.46,309.83
745.2,2,7.57,371.46,309.83
745.4,2,7.57,361.68,309.83
745.6,1.99,7.57,361.68,309.11
745.8,2,7.57,371.46,309.83
746,2,7.57,361.68,309.83
746.2,1.98,7.57,381.23,308.39
746.4,1.99,7.57,371.46,309.11
746.6,1.99,7.57,371.46,309.11
746.8,1.99,7.57,371.46,309.11
747,2,7.57,371.46,309.83
747.2,1.99,7.57,381.23,309.11
747.4,1.99,7.57,381.23,309.11
747.6,1.99,7.57,381.23,309.11
747.8,2,7.57,381.23,309.83
748,2,7.57,381.23,309.83
748.2,2,7.57,371.46,309.83
748.4,2,7.57,361.68,309.83
748.6,2,7.57,361.68,309.83
748.8,2,7.57,371.46,309.83
749,1.99,7.57,371.46,309.11
749.2,2,7.57,371.46,309.83
749.4,2,7.57,381.23,309.83
749.6,2,7.57,381.23,309.83
749.8,1.99,7.57,371.46,309.11
750,2,7.57,361.68,309.83
750.2,2,7.57,371.46,309.83
750.4,1.99,7.57,361.68,309.11
750.6,2,7.57,351.91,309.83
750.8,2,7.57,400.78,309.83
751,2,7.57,361.68,309.83
751.2,1.99,7.57,381.23,309.11
751.4,1.99,7.57,381.23,309.11
751.6,1.99,7.57,381.23,309.11
751.8,2,7.57,381.23,309.83
752,2,7.57,381.23,309.83
752.2,2,7.57,400.78,309.83
752.4,1.99,7.57,400.78,309.11
752.6,2,7.57,381.23,309.83
752.8,2,7.57,391.01,309.83
753,2,7.57,391.01,309.83
753.2,2,7.57,381.23,309.83
753.4,2,7.57,391.01,309.83
753.6,2,7.57,381.23,309.83
753.8,1.99,7.57,391.01,309.11
754,2,7.57,381.23,309.83
754.2,1.99,7.57,391.01,309.11
754.4,2,7.57,391.01,309.83
754.6,2,7.57,381.23,309.83
754.8,2,7.57,371.46,309.83
755,2,7.57,381.23,309.83
755.2,1.99,7.57,381.23,309.11
755.4,2,7.57,391.01,309.83
755.6,2,7.57,391.01,309.83
755.8,2,7.57,400.78,309.83
756,1.99,7.57,410.56,309.11
756.2,2.01,7.57,391.01,310.55
756.4,2,7.57,391.01,309.83
756.6,2,7.57,400.78,309.83
756.8,2,7.57,420.33,309.83
757,1.99,7.57,430.11,309.11
757.2,2,7.57,420.33,309.83
757.4,2,7.57,430.11,309.83
757.6,1.99,7.57,410.56,309.11
757.8,2,7.57,449.66,309.83
758,1.99,7.57,439.88,309.11
758.2,2,7.57,439.88,309.83
758.4,2,7.57,449.66,309.83
758.6,2,7.57,439.88,309.83
758.8,2,7.57,430.11,309.83
759,2,7.57,430.11,309.83
759.2,2,7.57,410.56,309.83
759.4,1.99,7.57,430.11,309.11
759.6,2,7.57,430.11,309.83
759.8,1.99,7.57,439.88,309.11
760,2,7.57,430.11,309.83
760.2,2,7.57,410.56,309.83
760.4,2,7.57,420.33,309.83
760.6,2,7.57,400.78,309.83
760.8,2,7.57,420.33,309.83
761,2,7.57,420.33,309.83
761.2,2,7.57,430.11,309.83
761.4,1.99,7.57,430.11,309.11
761.6,1.99,7.57,439.88,309.11
761.8,2,7.57,439.88,309.83
762,2,7.57,420.33,309.83
762.2,2.01,7.57,439.88,310.55
762.4,2,7.57,410.56,309.83
762.6,1.99,7.68,410.56,306.93
762.8,2,7.68,391.01,307.64
763,2,7.68,391.01,307.64
763.2,1.99,7.68,410.56,306.93
763.4,2,7.68,400.78,307.64
763.6,1.99,7.68,400.78,306.93
763.8,1.99,7.68,400.78,306.93
764,1.99,7.68,391.01,306.93
764.2,2,7.68,391.01,307.64
764.4,2,7.68,381.23,307.64
764.6,2,7.68,391.01,307.64
764.8,2.01,7.68,391.01,308.36
765,2,7.68,371.46,307.64
765.2,2,7.68,410.56,307.64
765.4,1.99,7.68,400.78,306.93
765.6,2,7.68,410.56,307.64
765.8,2,7.68,400.78,307.64
766,2,7.68,400.78,307.64
766.2,2,7.68,400.78,307.64
766.4,1.99,7.68,410.56,306.93
766.6,1.99,7.68,410.56,306.93
766.8,2,7.68,410.56,307.64
767,1.99,7.68,400.78,306.93
767.2,1.99,7.68,400.78,306.93
767.4,2,7.68,381.23,307.64
