=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.13 10:56:26 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,
Adafruit DS3502 Test,,,,,,,,,,,,,
Couldn't find DS3502 chip,,,,,,,,,,,,,
Found DS3502 chip,,,,,,,,,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),,,,,,,,,
4604,2.04,5.07,224.83,400.95,,,,,,,,,
4606,2.02,4.98,254.15,402.86,,,,,,,,,
4608,2.03,4.97,224.83,404.34,,,,,,,,,
4610,2.01,4.94,234.6,403.57,,,,,,,,,
4612,2.02,4.94,263.93,404.5,,,,,,,,,
4614,2.02,4.93,244.38,405.05,,,,,,,,,
4616,2,4.93,215.05,403.18,,,,,,,,,
4618,2.01,4.97,234.6,402.48,,,,,,,,,
4620,2.01,4.95,244.38,403.02,,,,,,,,,
4622,2.02,4.99,224.83,402.32,,,,,,,,,
4624,2.01,4.97,234.6,402.48,,,,,,,,,
4626,2.02,5.01,234.6,401.78,,,,,,,,,
4628,2.02,4.95,215.05,403.95,,,,,,,,,
4630,2.02,5.03,215.05,400.71,,,,,,,,,
4632,2.02,4.98,205.28,402.86,,,,,,,,,
4634,2.03,5.03,215.05,401.63,,,,,,,,,
4636,2.02,4.99,224.83,402.32,,,,,,,,,
4638,2.02,4.99,215.05,402.32,,,,,,,,,
4640,2.01,4.97,205.28,402.48,,,,,,,,,
4642,2.03,5.03,185.73,401.63,,,,,,,,,
4644,2.01,4.95,156.4,403.02,,,,,,,,,
4646,2.01,4.99,185.73,401.39,,,,,,,,,
4648,2.01,4.99,166.18,401.39,,,,,,,,,
4650,1.99,4.95,185.73,401.15,,,,,,,,,
4652,2.02,4.98,146.63,402.86,,,,,,,,,
4654,2.02,4.99,175.95,402.32,,,,,,,,,
4656,2.03,5.02,195.5,402.17,,,,,,,,,
4658,2.02,5.01,205.28,401.78,,,,,,,,,
4660,2.01,4.99,224.83,401.39,,,,,,,,,
4662,2.01,5.01,215.05,400.86,,,,,,,,,
4664,2.02,5.09,205.28,398.59,,,,,,,,,
4666,1.99,4.98,185.73,400.07,,,,,,,,,
4668,2,4.99,195.5,400.46,,,,,,,,,
4670,2,5.02,205.28,399.39,,,,,,,,,
4672,2.01,5.01,205.28,400.86,,,,,,,,,
4674,2,4.99,175.95,400.46,,,,,,,,,
4676,2.01,4.99,205.28,401.39,,,,,,,,,
4678,2.03,5.1,224.83,398.98,,,,,,,,,
4680,2,4.94,215.05,402.63,,,,,,,,,
4682,2.02,4.91,224.83,405.61,,,,,,,,,
4684,2,4.98,234.6,401,,,,,,,,,
4686,2.02,5.06,224.83,399.65,,,,,,,,,
4688,2,4.95,215.05,402.09,,,,,,,,,
4690,2,4.97,195.5,401.55,,,,,,,,,
4692,2.01,4.99,234.6,401.39,,,,,,,,,
4694,2,4.94,195.5,402.63,,,,,,,,,
4696,2.02,5.06,224.83,399.65,,,,,,,,,
4698,2,4.94,205.28,402.63,,,,,,,,,
4700,2.01,4.99,234.6,401.39,,,,,,,,,
4702,2.03,5.05,205.28,401.1,,,,,,,,,
4704,2.01,5.01,234.6,400.86,,,,,,,,,
4706,2.02,5.02,195.5,401.25,,,,,,,,,
4708,2.01,5.07,224.83,398.2,,,,,,,,,
4710,2.01,5.02,215.05,400.32,,,,,,,,,
4712,2.01,4.99,224.83,401.39,,,,,,,,,
4714,2,4.94,205.28,402.63,,,,,,,,,
4716,2,4.94,234.6,402.63,,,,,,,,,
4718,2.01,5.01,254.15,400.86,,,,,,,,,
4720,2.01,4.99,224.83,401.39,,,,,,,,,
4722,2.02,4.98,263.93,402.86,,,,,,,,,
4724,2.01,4.89,244.38,405.78,,,,,,,,,
4726,2.01,4.93,254.15,404.12,,,,,,,,,
4728,2.02,5.02,254.15,401.25,,,,,,,,,
4730,2.02,4.99,234.6,402.32,,,,,,,,,
4732,2.01,5.01,224.83,400.86,,,,,,,,,
4734,2,4.99,224.83,400.46,,,,,,,,,
4736,2.01,4.99,234.6,401.39,,,,,,,,,
4738,2,4.99,224.83,400.46,,,,,,,,,
4740,2,5.01,215.05,399.93,,,,,,,,,
4742,2.02,4.99,205.28,402.32,,,,,,,,,
4744,2.01,5.01,215.05,400.86,,,,,,,,,
4746,2.01,4.99,224.83,401.39,,,,,,,,,
4748,2.01,4.99,234.6,401.39,,,,,,,,,
4750,2.01,4.98,205.28,401.94,,,,,,,,,
4752,2.01,5.11,215.05,396.63,,,,,,,,,
4754,2.03,5.02,224.83,402.17,,,,,,,,,
4756,2.01,5.01,234.6,400.86,,,,,,,,,
4758,2,4.99,254.15,400.46,,,,,,,,,
4760,2.01,5.01,244.38,400.86,,,,,,,,,
4762,2.01,4.98,224.83,401.94,,,,,,,,,
4764,2.01,5.01,224.83,400.86,,,,,,,,,
4766,2,4.95,205.28,402.09,,,,,,,,,
4768,2.01,5.01,185.73,400.86,,,,,,,,,
4770,2.02,5.02,205.28,401.25,,,,,,,,,
4772,2.01,4.97,215.05,402.48,,,,,,,,,
4774,2.01,4.99,195.5,401.39,,,,,,,,,
4776,2.01,4.93,224.83,404.12,,,,,,,,,
4778,2.01,4.97,195.5,402.48,,,,,,,,,
4780,2.01,5.01,195.5,400.86,,,,,,,,,
4782,2,5.01,215.05,399.93,,,,,,,,,
4784,2.01,4.97,224.83,402.48,,,,,,,,,
4786,2.01,4.99,195.5,401.39,,,,,,,,,
4788,2.01,4.99,185.73,401.39,,,,,,,,,
4790,2.01,5.02,215.05,400.32,,,,,,,,,
4792,2.02,5.07,224.83,399.12,,,,,,,,,
4794,2.02,4.99,195.5,402.32,,,,,,,,,
4796,2,5.11,205.28,395.71,,,,,,,,,
4798,2,5.01,195.5,399.93,,,,,,,,,
4800,2.01,5.01,195.5,400.86,,,,,,,,,
4802,2.01,4.95,205.28,403.02,,,,,,,,,
4804,2.01,4.99,205.28,401.39,,,,,,,,,
4806,2.01,4.98,195.5,401.94,,,,,,,,,
4808,2.01,4.99,166.18,401.39,,,,,,,,,
4810,2.01,4.99,215.05,401.39,,,,,,,,,
4812,2.02,4.91,195.5,405.61,,,,,,,,,
4814,2.01,5.06,185.73,398.72,,,,,,,,,
4816,2.01,4.99,185.73,401.39,,,,,,,,,
4818,2.02,5.01,205.28,401.78,,,,,,,,,
4820,2.01,5.01,205.28,400.86,,,,,,,,,
4822,2,5.02,195.5,399.39,,,,,,,,,
4824,2.01,4.98,224.83,401.94,,,,,,,,,
4826,2.01,4.98,195.5,401.94,,,,,,,,,
4828,2.03,5.02,215.05,402.17,,,,,,,,,
4830,1.99,4.95,185.73,401.15,,,,,,,,,
4832,2.01,4.99,215.05,401.39,,,,,,,,,
4834,2.02,5.05,215.05,400.18,,,,,,,,,
4836,2.01,4.99,175.95,401.39,,,,,,,,,
4838,2.01,5.01,156.4,400.86,,,,,,,,,
4840,2,4.99,185.73,400.46,,,,,,,,,
4842,2.01,4.97,195.5,402.48,,,,,,,,,
4844,2.01,5.02,185.73,400.32,,,,,,,,,
4846,1.99,4.94,195.5,401.7,,,,,,,,,
4848,2.01,4.99,195.5,401.39,,,,,,,,,
4850,2.01,5.02,224.83,400.32,,,,,,,,,
4852,2.01,5.01,224.83,400.86,,,,,,,,,
4854,2.02,4.99,215.05,402.32,,,,,,,,,
4856,2.01,4.95,205.28,403.02,,,,,,,,,
4858,2,4.97,195.5,401.55,,,,,,,,,
4860,1.99,5.01,205.28,399,,,,,,,,,
4862,2,4.99,215.05,400.46,,,,,,,,,
4864,2.01,4.98,195.5,401.94,,,,,,,,,
4866,2.01,4.99,195.5,401.39,,,,,,,,,
4868,2.01,5.01,244.38,400.86,,,,,,,,,
4870,2.01,4.98,215.05,401.94,,,,,,,,,
4872,2.01,4.99,215.05,401.39,,,,,,,,,
4874,2.02,5.05,215.05,400.18,,,,,,,,,
4876,2.01,5.01,234.6,400.86,,,,,,,,,
4878,2.01,5.02,205.28,400.32,,,,,,,,,
4880,2.01,5.05,205.28,399.25,,,,,,,,,
4882,2,4.98,254.15,401,,,,,,,,,
4884,2.01,5.01,215.05,400.86,,,,,,,,,
4886,2.01,4.99,234.6,401.39,,,,,,,,,
4888,2.01,5.02,244.38,400.32,,,,,,,,,
4890,2,4.97,224.83,401.55,,,,,,,,,
4892,2.02,5.02,234.6,401.25,,,,,,,,,
4894,2.02,5.01,244.38,401.78,,,,,,,,,
4896,2.02,5.01,244.38,401.78,,,,,,,,,
4898,2.01,4.99,273.7,401.39,,,,,,,,,
4900,2.02,5.01,234.6,401.78,,,,,,,,,
4902,2.01,5.01,224.83,400.86,,,,,,,,,
4904,2.02,5.01,205.28,401.78,,,,,,,,,
4906,2.02,5.07,215.05,399.12,,,,,,,,,
4908,2.01,4.99,205.28,401.39,,,,,,,,,
4910,2.01,5.01,205.28,400.86,,,,,,,,,
4912,2.01,4.91,205.28,404.67,,,,,,,,,
4914,2.02,5.05,195.5,400.18,,,,,,,,,
4916,1.99,4.98,215.05,400.07,,,,,,,,,
4918,2.01,5.01,224.83,400.86,,,,,,,,,
4920,2.01,4.98,224.83,401.94,,,,,,,,,
4922,2,5.05,205.28,398.33,,,,,,,,,
4924,2.01,4.98,195.5,401.94,,,,,,,,,
4926,2,4.98,215.05,401,,,,,,,,,
4928,2.02,5.02,215.05,401.25,,,,,,,,,
4930,2.01,5.01,205.28,400.86,,,,,,,,,
4932,2,4.98,234.6,401,,,,,,,,,
4934,2.01,5.01,234.6,400.86,,,,,,,,,
4936,2,4.99,244.38,400.46,,,,,,,,,
4938,2.02,4.99,234.6,402.32,,,,,,,,,
4940,2.01,4.99,244.38,401.39,,,,,,,,,
4942,2.02,4.98,244.38,402.86,,,,,,,,,
4944,2.01,5.02,205.28,400.32,,,,,,,,,
4946,2,5.02,234.6,399.39,,,,,,,,,
4948,1.99,4.93,234.6,402.24,,,,,,,,,
4950,2.01,5.02,234.6,400.32,,,,,,,,,
4952,2,4.97,234.6,401.55,,,,,,,,,
4954,2.01,5.1,234.6,397.15,,,,,,,,,
4956,2.02,5.06,224.83,399.65,,,,,,,,,
4958,2.01,4.95,234.6,403.02,,,,,,,,,
4960,2.01,4.95,215.05,403.02,,,,,,,,,
4962,2.01,5.06,215.05,398.72,,,,,,,,,
4964,2.01,4.93,244.38,404.12,,,,,,,,,
4966,2.01,5.03,224.83,399.79,,,,,,,,,
4968,2,4.98,205.28,401,,,,,,,,,
4970,2.01,5.01,224.83,400.86,,,,,,,,,
4972,2,5.03,244.38,398.86,,,,,,,,,
4974,2.01,4.94,244.38,403.57,,,,,,,,,
4976,2.01,4.99,215.05,401.39,,,,,,,,,
4978,2.01,5.01,234.6,400.86,,,,,,,,,
4980,2,4.95,244.38,402.09,,,,,,,,,
4982,2.01,5.02,263.93,400.32,,,,,,,,,
4984,2,4.98,224.83,401,,,,,,,,,
4986,2.02,5.01,215.05,401.78,,,,,,,,,
4988,2.01,4.97,215.05,402.48,,,,,,,,,
4990,2.02,5.01,215.05,401.78,,,,,,,,,
4992,2.01,5.07,215.05,398.2,,,,,,,,,
4994,2.01,4.99,205.28,401.39,,,,,,,,,
4996,2.01,4.94,205.28,403.57,,,,,,,,,
4998,2.01,4.99,234.6,401.39,,,,,,,,,
5000,2.01,4.99,205.28,401.39,,,,,,,,,
5002,2.01,4.99,185.73,401.39,,,,,,,,,
5004,2.01,5.03,215.05,399.79,,,,,,,,,
5006,2.02,5.03,215.05,400.71,,,,,,,,,
5008,2.02,5.01,224.83,401.78,,,,,,,,,
5010,2.01,5.01,215.05,400.86,,,,,,,,,
5012,2.01,4.99,175.95,401.39,,,,,,,,,
5014,2.01,5.01,205.28,400.86,,,,,,,,,
5016,2.01,5.05,175.95,399.25,,,,,,,,,
5018,2,5.01,185.73,399.93,,,,,,,,,
5020,2,4.99,215.05,400.46,,,,,,,,,
5022,2,4.99,195.5,400.46,,,,,,,,,
5024,2.01,5.01,185.73,400.86,,,,,,,,,
5026,2.03,5.03,195.5,401.63,,,,,,,,,
5028,2.01,4.99,195.5,401.39,,,,,,,,,
5030,2.02,4.99,224.83,402.32,,,,,,,,,
5032,2.02,4.93,224.83,405.05,,,,,,,,,
5034,2.02,5.02,224.83,401.25,,,,,,,,,
5036,2.01,4.99,215.05,401.39,,,,,,,,,
5038,2.01,5.07,224.83,398.2,,,,,,,,,
5040,2.03,5.02,215.05,402.17,,,,,,,,,
5042,2.02,5.01,244.38,401.78,,,,,,,,,
5044,2.01,5.02,234.6,400.32,,,,,,,,,
5046,2.01,4.91,244.38,404.67,,,,,,,,,
5048,2.01,4.95,254.15,403.02,,,,,,,,,
5050,2.01,4.97,254.15,402.48,,,,,,,,,
5052,2.02,5.05,263.93,400.18,,,,,,,,,
5054,2.02,5.02,254.15,401.25,,,,,,,,,
5056,2.01,4.99,234.6,401.39,,,,,,,,,
5058,2.01,5.11,215.05,396.63,,,,,,,,,
5060,2,5.02,244.38,399.39,,,,,,,,,
5062,2,4.99,215.05,400.46,,,,,,,,,
5064,2.01,4.93,244.38,404.12,,,,,,,,,
5066,2,5.01,215.05,399.93,,,,,,,,,
5068,2.02,5.01,215.05,401.78,,,,,,,,,
5070,2.01,4.97,244.38,402.48,,,,,,,,,
5072,2.02,4.93,215.05,405.05,,,,,,,,,
5074,2.02,4.97,244.38,403.41,,,,,,,,,
5076,2.01,4.99,244.38,401.39,,,,,,,,,
5078,2.02,4.99,263.93,402.32,,,,,,,,,
5080,2.01,4.97,254.15,402.48,,,,,,,,,
5082,2,4.98,234.6,401,,,,,,,,,
5084,2.01,5.03,254.15,399.79,,,,,,,,,
5086,2.01,5.05,244.38,399.25,,,,,,,,,
5088,2.03,5.03,263.93,401.63,,,,,,,,,
5090,2.01,4.99,263.93,401.39,,,,,,,,,
5092,2.01,5.01,273.7,400.86,,,,,,,,,
5094,2.02,4.99,273.7,402.32,,,,,,,,,
5096,2,4.94,263.93,402.63,,,,,,,,,
5098,2.02,5.06,273.7,399.65,,,,,,,,,
5100,2.01,5.01,224.83,400.86,,,,,,,,,
5102,2,4.99,244.38,400.46,,,,,,,,,
5104,1.99,4.95,254.15,401.15,,,,,,,,,
5106,2,5.01,263.93,399.93,,,,,,,,,
5108,2.01,4.99,254.15,401.39,,,,,,,,,
5110,2.02,5.02,283.48,401.25,,,,,,,,,
5112,2.02,5.07,263.93,399.12,,,,,,,,,
5114,2.01,5.07,263.93,398.2,,,,,,,,,
5116,2,4.95,254.15,402.09,,,,,,,,,
5118,2.01,5.03,263.93,399.79,,,,,,,,,
5120,2.01,5.01,244.38,400.86,,,,,,,,,
5122,2.01,4.99,244.38,401.39,,,,,,,,,
5124,2,5.01,273.7,399.93,,,,,,,,,
5126,2.02,5.02,263.93,401.25,,,,,,,,,
5128,2,4.99,234.6,400.46,,,,,,,,,
5130,2,5.02,254.15,399.39,,,,,,,,,
5132,2.01,4.98,244.38,401.94,,,,,,,,,
5134,2.02,4.99,234.6,402.32,,,,,,,,,
5136,2.01,4.99,263.93,401.39,,,,,,,,,
5138,1.85,4.99,234.6,385.28,,,,,,,,,
5140,2.01,5.01,263.93,400.86,,,,,,,,,
5142,2,4.99,254.15,400.46,,,,,,,,,
5144,2.01,5.01,254.15,400.86,,,,,,,,,
5146,2.01,5.07,263.93,398.2,,,,,,,,,
5148,2,4.99,244.38,400.46,,,,,,,,,
5150,2.01,5.01,263.93,400.86,,,,,,,,,
5152,2.01,4.99,273.7,401.39,,,,,,,,,
5154,1.99,4.99,273.7,399.53,,,,,,,,,
5156,2.02,4.97,293.26,403.41,,,,,,,,,
5158,2.03,5.03,273.7,401.63,,,,,,,,,
5160,2.02,5.01,283.48,401.78,,,,,,,,,
5162,2.02,5.09,273.7,398.59,,,,,,,,,
5164,2.01,5.01,303.03,400.86,,,,,,,,,
5166,2.01,5.02,303.03,400.32,,,,,,,,,
5168,2.01,4.98,312.81,401.94,,,,,,,,,
5170,2.02,5.02,322.58,401.25,,,,,,,,,
5172,2,4.99,293.26,400.46,,,,,,,,,
5174,2.01,4.98,303.03,401.94,,,,,,,,,
5176,2.01,4.98,312.81,401.94,,,,,,,,,
5178,2.01,5.02,293.26,400.32,,,,,,,,,
5180,2.01,4.99,312.81,401.39,,,,,,,,,
5182,2.01,5.07,303.03,398.2,,,,,,,,,
5184,2.02,5.01,293.26,401.78,,,,,,,,,
5186,2.02,5.03,263.93,400.71,,,,,,,,,
5188,2.01,5.06,293.26,398.72,,,,,,,,,
5190,2.02,5.02,273.7,401.25,,,,,,,,,
5192,2,4.98,273.7,401,,,,,,,,,
5194,2.01,5.01,283.48,400.86,,,,,,,,,
5196,2.01,5.03,283.48,399.79,,,,,,,,,
5198,2,5.01,254.15,399.93,,,,,,,,,
5200,2,4.97,283.48,401.55,,,,,,,,,
5202,2,4.98,283.48,401,,,,,,,,,
5204,2.01,4.98,273.7,401.94,,,,,,,,,
5206,2.01,4.98,273.7,401.94,,,,,,,,,
5208,2.01,4.99,303.03,401.39,,,,,,,,,
5210,2.01,4.99,293.26,401.39,,,,,,,,,
5212,2.02,5.01,263.93,401.78,,,,,,,,,
5214,2.01,4.97,273.7,402.48,,,,,,,,,
5216,2.01,5.03,263.93,399.79,,,,,,,,,
5218,2.02,4.95,263.93,403.95,,,,,,,,,
5220,2.01,5.01,283.48,400.86,,,,,,,,,
5222,2.01,4.97,263.93,402.48,,,,,,,,,
5224,2,4.98,254.15,401,,,,,,,,,
5226,2.02,5.01,273.7,401.78,,,,,,,,,
5228,2,4.95,263.93,402.09,,,,,,,,,
5230,2.02,5.09,263.93,398.59,,,,,,,,,
5232,2,4.99,254.15,400.46,,,,,,,,,
5234,2.01,5.02,254.15,400.32,,,,,,,,,
5236,2.02,5.01,273.7,401.78,,,,,,,,,
5238,2.01,4.95,244.38,403.02,,,,,,,,,
5240,2.03,5.02,254.15,402.17,,,,,,,,,
5242,2.01,4.99,273.7,401.39,,,,,,,,,
5244,2.02,5.03,254.15,400.71,,,,,,,,,
5246,2.01,4.99,244.38,401.39,,,,,,,,,
5248,2.01,5.09,234.6,397.67,,,,,,,,,
5250,2.02,4.91,244.38,405.61,,,,,,,,,
5252,2.01,4.98,244.38,401.94,,,,,,,,,
5254,2,5.01,312.81,399.93,,,,,,,,,
5256,2.01,4.99,293.26,401.39,,,,,,,,,
5258,2.01,5.01,283.48,400.86,,,,,,,,,
5260,2.02,5.01,254.15,401.78,,,,,,,,,
5262,2.02,5.01,254.15,401.78,,,,,,,,,
5264,2.02,5.09,244.38,398.59,,,,,,,,,
5266,2.01,4.98,244.38,401.94,,,,,,,,,
5268,2.02,5.01,263.93,401.78,,,,,,,,,
5270,2.01,5.02,254.15,400.32,,,,,,,,,
5272,2.02,4.99,263.93,402.32,,,,,,,,,
5274,2.01,4.98,263.93,401.94,,,,,,,,,
5276,2.01,4.99,224.83,401.39,,,,,,,,,
5278,2.03,5.02,234.6,402.17,,,,,,,,,
5280,2.01,4.94,215.05,403.57,,,,,,,,,
5282,2,4.99,244.38,400.46,,,,,,,,,
5284,2,4.99,263.93,400.46,,,,,,,,,
5286,2.01,5.06,263.93,398.72,,,,,,,,,
5288,2.01,5.02,263.93,400.32,,,,,,,,,
5290,2.01,4.93,273.7,404.12,,,,,,,,,
5292,2.01,4.99,263.93,401.39,,,,,,,,,
5294,2.02,5.07,283.48,399.12,,,,,,,,,
5296,2,4.95,273.7,402.09,,,,,,,,,
5298,2.01,5.01,283.48,400.86,,,,,,,,,
5300,2.01,4.99,254.15,401.39,,,,,,,,,
5302,2.01,5.05,263.93,399.25,,,,,,,,,
5304,2.01,4.98,254.15,401.94,,,,,,,,,
5306,2.01,5.01,254.15,400.86,,,,,,,,,
5308,2,4.91,273.7,403.73,,,,,,,,,
5310,2.01,5.03,263.93,399.79,,,,,,,,,
5312,2,4.97,263.93,401.55,,,,,,,,,
5314,2.01,4.99,254.15,401.39,,,,,,,,,
5316,2.01,4.97,312.81,402.48,,,,,,,,,
5318,2.02,5.02,303.03,401.25,,,,,,,,,
5320,2.01,5.05,283.48,399.25,,,,,,,,,
5322,2.02,5.01,303.03,401.78,,,,,,,,,
5324,2,4.93,312.81,403.18,,,,,,,,,
5326,2.02,5.01,303.03,401.78,,,,,,,,,
5328,2.01,4.95,303.03,403.02,,,,,,,,,
5330,2.02,5.07,303.03,399.12,,,,,,,,,
5332,2.01,5.01,322.58,400.86,,,,,,,,,
5334,2,4.93,303.03,403.18,,,,,,,,,
5336,2,4.99,283.48,400.46,,,,,,,,,
5338,2.01,4.98,273.7,401.94,,,,,,,,,
5340,2,4.99,283.48,400.46,,,,,,,,,
5342,2.01,4.91,273.7,404.67,,,,,,,,,
5344,2.01,5.01,322.58,400.86,,,,,,,,,
5346,2.02,5.01,283.48,401.78,,,,,,,,,
5348,2,4.94,273.7,402.63,,,,,,,,,
5350,2.01,5.07,312.81,398.2,,,,,,,,,
5352,2.01,5.02,303.03,400.32,,,,,,,,,
5354,2.02,5.03,303.03,400.71,,,,,,,,,
5356,2.01,5.06,312.81,398.72,,,,,,,,,
5358,2.01,5.07,273.7,398.2,,,,,,,,,
5360,2.01,4.98,254.15,401.94,,,,,,,,,
5362,2,4.98,283.48,401,,,,,,,,,
5364,2.01,4.91,303.03,404.67,,,,,,,,,
5366,2,4.99,322.58,400.46,,,,,,,,,
5368,2,4.99,322.58,400.46,,,,,,,,,
5370,2.01,4.89,312.81,405.78,,,,,,,,,
5372,2.01,4.98,351.91,401.94,,,,,,,,,
5374,2.01,4.93,351.91,404.12,,,,,,,,,
5376,2.02,5.03,351.91,400.71,,,,,,,,,
5378,2,5.02,361.68,399.39,,,,,,,,,
5380,2.01,4.99,361.68,401.39,,,,,,,,,
5382,2.01,4.97,312.81,402.48,,,,,,,,,
5384,2.02,5.01,332.36,401.78,,,,,,,,,
5386,2.01,4.97,332.36,402.48,,,,,,,,,
5388,2,4.99,312.81,400.46,,,,,,,,,
5390,2.02,5.01,322.58,401.78,,,,,,,,,
5392,1.99,4.97,322.58,400.61,,,,,,,,,
5394,2.01,4.99,322.58,401.39,,,,,,,,,
5396,2.01,4.98,322.58,401.94,,,,,,,,,
5398,2.02,4.93,303.03,405.05,,,,,,,,,
5400,2.01,5.07,312.81,398.2,,,,,,,,,
5402,2.01,4.91,332.36,404.67,,,,,,,,,
5404,2.01,4.99,322.58,401.39,,,,,,,,,
5406,2.01,4.99,303.03,401.39,,,,,,,,,
5408,2.02,5.01,303.03,401.78,,,,,,,,,
5410,2.01,5.03,293.26,399.79,,,,,,,,,
5412,2.02,4.94,283.48,404.5,,,,,,,,,
5414,2,4.95,263.93,402.09,,,,,,,,,
5416,2,4.95,283.48,402.09,,,,,,,,,
5418,2.02,5.02,273.7,401.25,,,,,,,,,
5420,2,4.9,283.48,404.29,,,,,,,,,
5422,2,4.94,303.03,402.63,,,,,,,,,
5424,2.01,4.99,322.58,401.39,,,,,,,,,
5426,2.01,4.99,303.03,401.39,,,,,,,,,
5428,2.01,4.99,322.58,401.39,,,,,,,,,
5430,2.02,5.02,303.03,401.25,,,,,,,,,
5432,2.01,5.01,254.15,400.86,,,,,,,,,
5434,2.02,5.06,312.81,399.65,,,,,,,,,
5436,2,4.94,303.03,402.63,,,,,,,,,
5438,2.01,4.99,303.03,401.39,,,,,,,,,
5440,2.01,4.99,273.7,401.39,,,,,,,,,
5442,2.01,5.01,293.26,400.86,,,,,,,,,
5444,2,4.97,322.58,401.55,,,,,,,,,
5446,2,4.97,303.03,401.55,,,,,,,,,
5448,2,4.99,293.26,400.46,,,,,,,,,
5450,2,4.93,293.26,403.18,,,,,,,,,
5452,2.01,4.98,283.48,401.94,,,,,,,,,
5454,2.02,5.07,273.7,399.12,,,,,,,,,
5456,2.01,4.95,263.93,403.02,,,,,,,,,
5458,2.02,4.99,322.58,402.32,,,,,,,,,
5460,2.01,4.99,332.36,401.39,,,,,,,,,
5462,2.03,5.02,322.58,402.17,,,,,,,,,
5464,2.01,5.01,303.03,400.86,,,,,,,,,
5466,2.01,4.98,263.93,401.94,,,,,,,,,
5468,2.01,5.02,263.93,400.32,,,,,,,,,
5470,2.03,5.02,283.48,402.17,,,,,,,,,
5472,2,4.98,263.93,401,,,,,,,,,
5474,2,4.99,263.93,400.46,,,,,,,,,
5476,2.01,4.99,244.38,401.39,,,,,,,,,
5478,2.01,4.99,263.93,401.39,,,,,,,,,
5480,2.01,4.99,254.15,401.39,,,,,,,,,
5482,2.01,4.98,263.93,401.94,,,,,,,,,
5484,2.01,5.03,293.26,399.79,,,,,,,,,
5486,2,4.95,312.81,402.09,,,,,,,,,
5488,2.01,4.99,303.03,401.39,,,,,,,,,
5490,2.01,5.02,303.03,400.32,,,,,,,,,
5492,2,5.05,322.58,398.33,,,,,,,,,
5494,2.01,5.01,303.03,400.86,,,,,,,,,
5496,2,4.9,322.58,404.29,,,,,,,,,
5498,2.02,5.01,303.03,401.78,,,,,,,,,
5500,2.01,5.05,312.81,399.25,,,,,,,,,
5502,2.01,4.99,312.81,401.39,,,,,,,,,
5504,2.01,4.91,312.81,404.67,,,,,,,,,
5506,2.01,4.99,283.48,401.39,,,,,,,,,
5508,2,5.01,303.03,399.93,,,,,,,,,
5510,2,4.95,303.03,402.09,,,,,,,,,
5512,2.02,5.03,303.03,400.71,,,,,,,,,
5514,2,4.94,283.48,402.63,,,,,,,,,
5516,2.01,5.02,263.93,400.32,,,,,,,,,
5518,2.01,5.02,283.48,400.32,,,,,,,,,
5520,2,4.98,293.26,401,,,,,,,,,
5522,2.01,5.03,283.48,399.79,,,,,,,,,
5524,2.01,5.03,263.93,399.79,,,,,,,,,
5526,2.01,4.98,273.7,401.94,,,,,,,,,
5528,2.03,5.02,254.15,402.17,,,,,,,,,
5530,2.02,5.02,273.7,401.25,,,,,,,,,
5532,2.02,5.02,283.48,401.25,,,,,,,,,
5534,2.01,5.06,273.7,398.72,,,,,,,,,
5536,2.01,5.07,263.93,398.2,,,,,,,,,
5538,2.01,4.99,273.7,401.39,,,,,,,,,
5540,2.01,4.98,263.93,401.94,,,,,,,,,
5542,2,5.07,263.93,397.27,,,,,,,,,
5544,2.01,4.95,273.7,403.02,,,,,,,,,
5546,2,4.98,273.7,401,,,,,,,,,
5548,2,4.98,273.7,401,,,,,,,,,
5550,1.99,4.99,263.93,399.53,,,,,,,,,
5552,2.01,5.01,215.05,400.86,,,,,,,,,
5554,2.01,5.01,254.15,400.86,,,,,,,,,
5556,2.02,5.03,273.7,400.71,,,,,,,,,
5558,2.01,4.98,244.38,401.94,,,,,,,,,
5560,2.02,5.06,273.7,399.65,,,,,,,,,
5562,2.01,4.99,303.03,401.39,,,,,,,,,
5564,2.02,5.01,293.26,401.78,,,,,,,,,
5566,2.01,4.98,254.15,401.94,,,,,,,,,
5568,2.01,5.03,263.93,399.79,,,,,,,,,
5570,2.02,5.05,283.48,400.18,,,,,,,,,
5572,2.02,5.09,263.93,398.59,,,,,,,,,
5574,2.01,5.03,254.15,399.79,,,,,,,,,
5576,2,4.99,263.93,400.46,,,,,,,,,
5578,2.01,4.99,273.7,401.39,,,,,,,,,
5580,2,4.98,293.26,401,,,,,,,,,
5582,2.02,5.03,273.7,400.71,,,,,,,,,
5584,2.01,5.01,273.7,400.86,,,,,,,,,
5586,2.02,5.05,303.03,400.18,,,,,,,,,
5588,2.02,5.06,263.93,399.65,,,,,,,,,
5590,2.01,4.95,283.48,403.02,,,,,,,,,
5592,2.02,5.05,303.03,400.18,,,,,,,,,
5594,2.01,4.98,303.03,401.94,,,,,,,,,
5596,2.01,5.01,273.7,400.86,,,,,,,,,
5598,2.01,5.1,283.48,397.15,,,,,,,,,
5600,2.01,4.99,322.58,401.39,,,,,,,,,
5602,2.01,4.98,361.68,401.94,,,,,,,,,
5604,2.01,4.99,351.91,401.39,,,,,,,,,
