# material: PETG,,,,,,,,,,,,,,,,
# geometry: oct,,,,,,,,,,,,,,,,
# preform_diameter: 20.0,,,,,,,,,,,,,,,,
# material_color: black,,,,,,,,,,,,,,,,
# temperature_C: 160.0,,,,,,,,,,,,,,,,
# drawdown_ratio: 50.0,,,,,,,,,,,,,,,,
# trial_number: 011,,,,,,,,,,,,,,,,
# operator: Kevin Liu,,,,,,,,,,,,,,,,
# start_time: 2025-07-31 13:48:20,,,,,,,,,,,,,,,,
# notes: PI control system active. Horizontally printed preform 0 deg raster. 010 glitched,,,,,,,,,,,,,,,,
Time(s),Feed(mm/min),Wind(m/min),Diameter(um),Predicted_diameter(um),,,,,,,,,,,,
594.9,1.99,5.19,430.11,373.29,,,,,,,,,,,,
595.1,1.97,5.19,449.66,371.54,,,,,,,,,,,,
595.3,1.99,5.19,430.11,373.29,,,,,,,,,,,,
595.5,1.97,5.19,439.88,371.54,,,,,,,,,,,,
595.7,2,5.19,439.88,374.16,,,,,,,,,,,,
595.9,1.99,5.19,430.11,373.29,,,,,,,,,,,,
596.1,1.98,5.19,430.11,372.41,,,,,,,,,,,,
596.3,1.99,5.19,410.56,373.29,,,,,,,,,,,,
596.5,1.98,5.19,439.88,372.41,,,,,,,,,,,,
596.7,1.99,5.3,410.56,369.46,,,,,,,,,,,,
596.9,1.97,5.3,430.11,367.73,,,,,,,,,,,,
597.1,2,5.3,439.88,370.32,,,,,,,,,,,,
597.3,1.98,5.3,430.11,368.59,,,,,,,,,,,,
597.5,1.99,5.3,410.56,369.46,,,,,,,,,,,,
597.7,1.99,5.3,420.33,369.46,,,,,,,,,,,,
597.9,1.99,5.3,420.33,369.46,,,,,,,,,,,,
598.1,1.97,5.3,430.11,367.73,,,,,,,,,,,,
598.3,1.99,5.3,430.11,369.46,,,,,,,,,,,,
598.5,1.99,5.3,430.11,369.46,,,,,,,,,,,,
598.7,1.99,5.3,430.11,369.46,,,,,,,,,,,,
598.9,1.99,5.3,420.33,369.46,,,,,,,,,,,,
599.1,1.98,5.3,430.11,368.59,,,,,,,,,,,,
599.3,1.98,5.3,400.78,368.59,,,,,,,,,,,,
599.5,1.98,5.3,430.11,368.59,,,,,,,,,,,,
599.7,1.99,5.3,420.33,369.46,,,,,,,,,,,,
599.9,1.97,5.3,410.56,367.73,,,,,,,,,,,,
600.1,1.98,5.3,420.33,368.59,,,,,,,,,,,,
600.3,1.98,5.3,439.88,368.59,,,,,,,,,,,,
600.5,1.98,5.3,439.88,368.59,,,,,,,,,,,,
600.7,1.98,5.3,449.66,368.59,,,,,,,,,,,,
600.9,1.98,5.3,439.88,368.59,,,,,,,,,,,,
601.1,1.98,5.3,420.33,368.59,,,,,,,,,,,,
601.3,1.99,5.3,430.11,369.46,,,,,,,,,,,,
601.5,1.98,5.3,410.56,368.59,,,,,,,,,,,,
601.7,1.98,5.3,439.88,368.59,,,,,,,,,,,,
601.9,1.99,5.3,420.33,369.46,,,,,,,,,,,,
602.1,1.98,5.3,439.88,368.59,,,,,,,,,,,,
602.3,1.99,5.3,420.33,369.46,,,,,,,,,,,,
602.5,1.98,5.3,449.66,368.59,,,,,,,,,,,,
602.7,1.99,5.3,420.33,369.46,,,,,,,,,,,,
602.9,1.98,5.3,410.56,368.59,,,,,,,,,,,,
603.1,1.99,5.3,420.33,369.46,,,,,,,,,,,,
603.3,1.98,5.3,420.33,368.59,,,,,,,,,,,,
603.5,1.99,5.3,439.88,369.46,,,,,,,,,,,,
603.7,1.98,5.3,430.11,368.59,,,,,,,,,,,,
603.9,1.99,5.3,430.11,369.46,,,,,,,,,,,,
604.1,1.99,5.3,420.33,369.46,,,,,,,,,,,,
604.3,1.98,5.3,430.11,368.59,,,,,,,,,,,,
604.5,1.99,5.3,420.33,369.46,,,,,,,,,,,,
604.7,1.99,5.3,439.88,369.46,,,,,,,,,,,,
604.9,1.99,5.3,439.88,369.46,,,,,,,,,,,,
605.1,1.97,5.3,439.88,367.73,,,,,,,,,,,,
605.3,1.98,5.3,420.33,368.59,,,,,,,,,,,,
605.5,1.98,5.3,430.11,368.59,,,,,,,,,,,,
605.7,1.98,5.3,439.88,368.59,,,,,,,,,,,,
605.9,1.99,5.3,449.66,369.46,,,,,,,,,,,,
606.1,1.98,5.3,449.66,368.59,,,,,,,,,,,,
606.3,1.98,5.3,430.11,368.59,,,,,,,,,,,,
606.5,1.98,5.3,449.66,368.59,,,,,,,,,,,,
606.7,1.99,5.3,430.11,369.46,,,,,,,,,,,,
606.9,1.98,5.3,449.66,368.59,,,,,,,,,,,,
607.1,1.99,5.3,420.33,369.46,,,,,,,,,,,,
607.3,1.98,5.3,439.88,368.59,,,,,,,,,,,,
607.5,1.99,5.41,459.43,365.74,,,,,,,,,,,,
607.7,1.98,5.41,449.66,364.89,,,,,,,,,,,,
607.9,1.99,5.41,439.88,365.74,,,,,,,,,,,,
608.1,1.98,5.41,430.11,364.89,,,,,,,,,,,,
608.3,1.99,5.41,449.66,365.74,,,,,,,,,,,,
608.5,1.99,5.41,430.11,365.74,,,,,,,,,,,,
608.7,1.99,5.41,449.66,365.74,,,,,,,,,,,,
608.9,1.99,5.41,439.88,365.74,,,,,,,,,,,,
609.1,1.98,5.41,439.88,364.89,,,,,,,,,,,,
609.3,1.99,5.41,449.66,365.74,,,,,,,,,,,,
609.5,1.98,5.41,459.43,364.89,,,,,,,,,,,,
609.7,1.98,5.41,439.88,364.89,,,,,,,,,,,,
609.9,1.99,5.41,439.88,365.74,,,,,,,,,,,,
610.1,1.98,5.41,439.88,364.89,,,,,,,,,,,,
610.3,1.99,5.41,430.11,365.74,,,,,,,,,,,,
610.5,1.97,5.41,449.66,364.03,,,,,,,,,,,,
610.7,1.99,5.41,449.66,365.74,,,,,,,,,,,,
610.9,1.97,5.41,459.43,364.03,,,,,,,,,,,,
611.1,1.99,5.41,439.88,365.74,,,,,,,,,,,,
611.3,1.98,5.41,459.43,364.89,,,,,,,,,,,,
611.5,1.99,5.41,439.88,365.74,,,,,,,,,,,,
611.7,1.99,5.41,459.43,365.74,,,,,,,,,,,,
611.9,1.99,5.41,478.98,365.74,,,,,,,,,,,,
612.1,1.99,5.41,459.43,365.74,,,,,,,,,,,,
612.3,1.97,5.41,478.98,364.03,,,,,,,,,,,,
612.5,1.99,5.41,459.43,365.74,,,,,,,,,,,,
612.7,1.99,5.41,449.66,365.74,,,,,,,,,,,,
612.9,1.99,5.41,459.43,365.74,,,,,,,,,,,,
613.1,1.98,5.41,449.66,364.89,,,,,,,,,,,,
613.3,1.98,5.41,469.21,364.89,,,,,,,,,,,,
613.5,1.99,5.41,439.88,365.74,,,,,,,,,,,,
613.7,1.99,5.41,459.43,365.74,,,,,,,,,,,,
613.9,1.98,5.41,459.43,364.89,,,,,,,,,,,,
614.1,1.98,5.41,469.21,364.89,,,,,,,,,,,,
614.3,1.99,5.41,449.66,365.74,,,,,,,,,,,,
614.5,1.99,5.41,439.88,365.74,,,,,,,,,,,,
614.7,1.99,5.41,439.88,365.74,,,,,,,,,,,,
614.9,1.98,5.41,439.88,364.89,,,,,,,,,,,,
615.1,1.98,5.41,449.66,364.89,,,,,,,,,,,,
615.3,1.98,5.41,449.66,364.89,,,,,,,,,,,,
615.5,1.99,5.41,449.66,365.74,,,,,,,,,,,,
615.7,1.99,5.41,459.43,365.74,,,,,,,,,,,,
615.9,1.98,5.51,469.21,361.29,,,,,,,,,,,,
616.1,1.99,5.51,469.21,362.14,,,,,,,,,,,,
616.3,1.99,5.51,449.66,362.14,,,,,,,,,,,,
616.5,1.99,5.51,449.66,362.14,,,,,,,,,,,,
616.7,1.99,5.51,449.66,362.14,,,,,,,,,,,,
616.9,1.97,5.51,449.66,360.45,,,,,,,,,,,,
617.1,1.97,5.51,459.43,360.45,,,,,,,,,,,,
617.3,1.99,5.51,439.88,362.14,,,,,,,,,,,,
617.5,1.99,5.51,449.66,362.14,,,,,,,,,,,,
617.7,1.99,5.51,430.11,362.14,,,,,,,,,,,,
617.9,1.99,5.51,449.66,362.14,,,,,,,,,,,,
618.1,1.98,5.51,439.88,361.29,,,,,,,,,,,,
618.3,1.98,5.51,459.43,361.29,,,,,,,,,,,,
618.5,1.99,5.51,449.66,362.14,,,,,,,,,,,,
618.7,1.97,5.51,459.43,360.45,,,,,,,,,,,,
618.9,1.98,5.51,459.43,361.29,,,,,,,,,,,,
619.1,1.98,5.51,449.66,361.29,,,,,,,,,,,,
619.3,1.99,5.51,459.43,362.14,,,,,,,,,,,,
619.5,1.98,5.51,469.21,361.29,,,,,,,,,,,,
619.7,1.98,5.51,459.43,361.29,,,,,,,,,,,,
619.9,1.99,5.51,439.88,362.14,,,,,,,,,,,,
620.1,1.99,5.51,449.66,362.14,,,,,,,,,,,,
620.3,1.99,5.51,459.43,362.14,,,,,,,,,,,,
620.5,1.99,5.51,469.21,362.14,,,,,,,,,,,,
620.7,1.99,5.51,449.66,362.14,,,,,,,,,,,,
620.9,1.98,5.51,459.43,361.29,,,,,,,,,,,,
621.1,1.99,5.51,439.88,362.14,,,,,,,,,,,,
621.3,1.98,5.51,439.88,361.29,,,,,,,,,,,,
621.5,1.99,5.51,459.43,362.14,,,,,,,,,,,,
621.7,1.98,5.51,430.11,361.29,,,,,,,,,,,,
621.9,1.99,5.51,449.66,362.14,,,,,,,,,,,,
622.1,1.99,5.51,420.33,362.14,,,,,,,,,,,,
622.3,1.97,5.51,439.88,360.45,,,,,,,,,,,,
622.5,1.98,5.62,430.11,357.8,,,,,,,,,,,,
622.7,1.98,5.62,449.66,357.8,,,,,,,,,,,,
622.9,1.98,5.62,439.88,357.8,,,,,,,,,,,,
623.1,1.98,5.62,449.66,357.8,,,,,,,,,,,,
623.3,1.99,5.62,449.66,358.64,,,,,,,,,,,,
623.5,1.99,5.62,420.33,358.64,,,,,,,,,,,,
623.7,1.99,5.62,449.66,358.64,,,,,,,,,,,,
623.9,1.99,5.62,420.33,358.64,,,,,,,,,,,,
624.1,1.99,5.62,449.66,358.64,,,,,,,,,,,,
624.3,1.98,5.62,449.66,357.8,,,,,,,,,,,,
624.5,1.97,5.62,449.66,356.96,,,,,,,,,,,,
624.7,1.99,5.62,439.88,358.64,,,,,,,,,,,,
624.9,1.99,5.62,449.66,358.64,,,,,,,,,,,,
625.1,1.99,5.62,439.88,358.64,,,,,,,,,,,,
625.3,1.98,5.62,420.33,357.8,,,,,,,,,,,,
625.5,1.99,5.62,449.66,358.64,,,,,,,,,,,,
625.7,1.99,5.62,420.33,358.64,,,,,,,,,,,,
625.9,1.99,5.62,449.66,358.64,,,,,,,,,,,,
626.1,1.99,5.62,439.88,358.64,,,,,,,,,,,,
626.3,1.98,5.62,449.66,357.8,,,,,,,,,,,,
626.5,1.98,5.62,439.88,357.8,,,,,,,,,,,,
626.7,1.98,5.62,459.43,357.8,,,,,,,,,,,,
626.9,1.99,5.62,449.66,358.64,,,,,,,,,,,,
627.1,1.98,5.62,439.88,357.8,,,,,,,,,,,,
627.3,1.98,5.62,439.88,357.8,,,,,,,,,,,,
627.5,1.99,5.62,430.11,358.64,,,,,,,,,,,,
627.7,1.98,5.62,478.98,357.8,,,,,,,,,,,,
627.9,1.99,5.62,439.88,358.64,,,,,,,,,,,,
628.1,1.98,5.62,449.66,357.8,,,,,,,,,,,,
628.3,1.99,5.62,439.88,358.64,,,,,,,,,,,,
628.5,1.98,5.62,478.98,357.8,,,,,,,,,,,,
628.7,1.97,5.62,449.66,356.96,,,,,,,,,,,,
628.9,1.98,5.62,420.33,357.8,,,,,,,,,,,,
629.1,1.99,5.62,430.11,358.64,,,,,,,,,,,,
629.3,1.99,5.62,430.11,358.64,,,,,,,,,,,,
629.5,1.97,5.62,430.11,356.96,,,,,,,,,,,,
629.7,1.99,5.62,430.11,358.64,,,,,,,,,,,,
629.9,1.98,5.62,410.56,357.8,,,,,,,,,,,,
630.1,1.98,5.73,430.11,354.41,,,,,,,,,,,,
630.3,1.99,5.73,449.66,355.24,,,,,,,,,,,,
630.5,1.97,5.73,449.66,353.58,,,,,,,,,,,,
630.7,1.98,5.73,420.33,354.41,,,,,,,,,,,,
630.9,1.99,5.73,449.66,355.24,,,,,,,,,,,,
631.1,1.98,5.73,430.11,354.41,,,,,,,,,,,,
631.3,1.98,5.73,430.11,354.41,,,,,,,,,,,,
631.5,1.99,5.73,459.43,355.24,,,,,,,,,,,,
631.7,1.99,5.73,439.88,355.24,,,,,,,,,,,,
631.9,1.99,5.73,459.43,355.24,,,,,,,,,,,,
632.1,1.98,5.73,439.88,354.41,,,,,,,,,,,,
632.3,1.98,5.73,469.21,354.41,,,,,,,,,,,,
632.5,1.98,5.73,459.43,354.41,,,,,,,,,,,,
632.7,1.99,5.73,459.43,355.24,,,,,,,,,,,,
632.9,1.99,5.73,439.88,355.24,,,,,,,,,,,,
633.1,1.99,5.73,430.11,355.24,,,,,,,,,,,,
633.3,1.99,5.73,439.88,355.24,,,,,,,,,,,,
633.5,1.99,5.73,420.33,355.24,,,,,,,,,,,,
633.7,1.98,5.73,430.11,354.41,,,,,,,,,,,,
633.9,1.99,5.73,430.11,355.24,,,,,,,,,,,,
634.1,1.98,5.73,420.33,354.41,,,,,,,,,,,,
634.3,1.98,5.73,449.66,354.41,,,,,,,,,,,,
634.5,1.98,5.73,420.33,354.41,,,,,,,,,,,,
634.7,1.98,5.73,439.88,354.41,,,,,,,,,,,,
634.9,1.98,5.73,439.88,354.41,,,,,,,,,,,,
635.1,1.98,5.73,459.43,354.41,,,,,,,,,,,,
635.3,1.99,5.73,439.88,355.24,,,,,,,,,,,,
635.5,1.98,5.73,449.66,354.41,,,,,,,,,,,,
635.7,1.99,5.73,449.66,355.24,,,,,,,,,,,,
635.9,1.97,5.73,449.66,353.58,,,,,,,,,,,,
636.1,1.98,5.73,459.43,354.41,,,,,,,,,,,,
636.3,1.99,5.73,449.66,355.24,,,,,,,,,,,,
636.5,1.98,5.73,449.66,354.41,,,,,,,,,,,,
636.7,1.99,5.73,439.88,355.24,,,,,,,,,,,,
636.9,1.97,5.73,449.66,353.58,,,,,,,,,,,,
637.1,1.99,5.73,430.11,355.24,,,,,,,,,,,,
637.3,1.99,5.73,439.88,355.24,,,,,,,,,,,,
637.5,1.98,5.73,459.43,354.41,,,,,,,,,,,,
637.7,1.99,5.73,439.88,355.24,,,,,,,,,,,,
637.9,1.99,5.73,449.66,355.24,,,,,,,,,,,,
638.1,1.99,5.73,430.11,355.24,,,,,,,,,,,,
638.3,1.98,5.84,449.66,351.11,,,,,,,,,,,,
638.5,1.98,5.84,420.33,351.11,,,,,,,,,,,,
638.7,1.97,5.84,449.66,350.29,,,,,,,,,,,,
638.9,1.99,5.84,420.33,351.94,,,,,,,,,,,,
639.1,1.99,5.84,410.56,351.94,,,,,,,,,,,,
639.3,1.97,5.84,430.11,350.29,,,,,,,,,,,,
639.5,1.99,5.84,420.33,351.94,,,,,,,,,,,,
639.7,1.98,5.84,439.88,351.11,,,,,,,,,,,,
639.9,1.98,5.84,420.33,351.11,,,,,,,,,,,,
640.1,1.97,5.84,439.88,350.29,,,,,,,,,,,,
640.3,1.99,5.84,430.11,351.94,,,,,,,,,,,,
640.5,1.98,5.84,439.88,351.11,,,,,,,,,,,,
640.7,1.99,5.84,439.88,351.94,,,,,,,,,,,,
640.9,1.99,5.84,430.11,351.94,,,,,,,,,,,,
641.1,1.98,5.84,459.43,351.11,,,,,,,,,,,,
641.3,1.99,5.84,430.11,351.94,,,,,,,,,,,,
641.5,1.99,5.84,449.66,351.94,,,,,,,,,,,,
641.7,1.98,5.84,430.11,351.11,,,,,,,,,,,,
641.9,1.98,5.84,459.43,351.11,,,,,,,,,,,,
642.1,1.99,5.84,449.66,351.94,,,,,,,,,,,,
642.3,1.98,5.84,449.66,351.11,,,,,,,,,,,,
642.5,1.98,5.84,420.33,351.11,,,,,,,,,,,,
642.7,1.99,5.84,430.11,351.94,,,,,,,,,,,,
642.9,1.98,5.84,449.66,351.11,,,,,,,,,,,,
643.1,1.97,5.84,430.11,350.29,,,,,,,,,,,,
643.3,1.98,5.84,439.88,351.11,,,,,,,,,,,,
643.5,1.98,5.84,449.66,351.11,,,,,,,,,,,,
643.7,1.99,5.84,459.43,351.94,,,,,,,,,,,,
643.9,1.99,5.84,459.43,351.94,,,,,,,,,,,,
644.1,1.97,5.84,430.11,350.29,,,,,,,,,,,,
644.3,1.99,5.84,449.66,351.94,,,,,,,,,,,,
644.5,1.99,5.84,449.66,351.94,,,,,,,,,,,,
644.7,1.99,5.84,439.88,351.94,,,,,,,,,,,,
644.9,1.98,5.84,439.88,351.11,,,,,,,,,,,,
645.1,1.99,5.84,439.88,351.94,,,,,,,,,,,,
645.3,1.99,5.84,430.11,351.94,,,,,,,,,,,,
645.5,1.99,5.84,439.88,351.94,,,,,,,,,,,,
645.7,1.98,5.84,439.88,351.11,,,,,,,,,,,,
645.9,1.97,5.84,439.88,350.29,,,,,,,,,,,,
646.1,1.98,5.84,420.33,351.11,,,,,,,,,,,,
646.3,1.98,5.84,439.88,351.11,,,,,,,,,,,,
646.5,1.99,5.84,439.88,351.94,,,,,,,,,,,,
646.7,1.97,5.84,430.11,350.29,,,,,,,,,,,,
646.9,1.98,5.84,430.11,351.11,,,,,,,,,,,,
647.1,1.99,5.95,410.56,348.72,,,,,,,,,,,,
647.3,1.98,5.95,430.11,347.91,,,,,,,,,,,,
647.5,1.99,5.95,420.33,348.72,,,,,,,,,,,,
647.7,1.97,5.95,430.11,347.09,,,,,,,,,,,,
647.9,1.98,5.95,439.88,347.91,,,,,,,,,,,,
648.1,1.98,5.95,439.88,347.91,,,,,,,,,,,,
648.3,1.99,5.95,439.88,348.72,,,,,,,,,,,,
648.5,1.98,5.95,449.66,347.91,,,,,,,,,,,,
648.7,1.99,5.95,420.33,348.72,,,,,,,,,,,,
648.9,1.99,5.95,430.11,348.72,,,,,,,,,,,,
649.1,1.99,5.95,430.11,348.72,,,,,,,,,,,,
649.3,1.99,5.95,430.11,348.72,,,,,,,,,,,,
649.5,1.97,5.95,449.66,347.09,,,,,,,,,,,,
649.7,1.98,5.95,430.11,347.91,,,,,,,,,,,,
649.9,1.98,5.95,420.33,347.91,,,,,,,,,,,,
650.1,1.99,5.95,430.11,348.72,,,,,,,,,,,,
650.3,1.98,5.95,410.56,347.91,,,,,,,,,,,,
650.5,1.99,5.95,420.33,348.72,,,,,,,,,,,,
650.7,1.99,5.95,430.11,348.72,,,,,,,,,,,,
650.9,1.98,5.95,420.33,347.91,,,,,,,,,,,,
651.1,1.99,5.95,420.33,348.72,,,,,,,,,,,,
651.3,1.98,5.95,430.11,347.91,,,,,,,,,,,,
651.5,2,5.95,410.56,349.54,,,,,,,,,,,,
651.7,1.96,5.95,449.66,346.27,,,,,,,,,,,,
651.9,1.99,5.95,430.11,348.72,,,,,,,,,,,,
652.1,1.98,5.95,439.88,347.91,,,,,,,,,,,,
652.3,1.99,5.95,439.88,348.72,,,,,,,,,,,,
652.5,1.98,5.95,439.88,347.91,,,,,,,,,,,,
652.7,1.99,5.95,439.88,348.72,,,,,,,,,,,,
652.9,1.98,5.95,430.11,347.91,,,,,,,,,,,,
653.1,1.98,5.95,449.66,347.91,,,,,,,,,,,,
653.3,1.99,5.95,430.11,348.72,,,,,,,,,,,,
653.5,1.97,5.95,459.43,347.09,,,,,,,,,,,,
653.7,1.98,5.95,449.66,347.91,,,,,,,,,,,,
653.9,1.99,5.95,459.43,348.72,,,,,,,,,,,,
654.1,1.99,5.95,459.43,348.72,,,,,,,,,,,,
654.3,2,5.95,449.66,349.54,,,,,,,,,,,,
654.5,1.99,5.95,459.43,348.72,,,,,,,,,,,,
654.7,1.97,5.95,459.43,347.09,,,,,,,,,,,,
654.9,1.98,5.95,439.88,347.91,,,,,,,,,,,,
655.1,1.99,5.95,439.88,348.72,,,,,,,,,,,,
655.3,1.99,5.95,449.66,348.72,,,,,,,,,,,,
655.5,1.98,5.95,430.11,347.91,,,,,,,,,,,,
655.7,1.99,5.95,439.88,348.72,,,,,,,,,,,,
655.9,1.98,5.95,420.33,347.91,,,,,,,,,,,,
656.1,1.99,5.95,430.11,348.72,,,,,,,,,,,,
656.3,1.98,5.95,439.88,347.91,,,,,,,,,,,,
656.5,1.98,5.95,439.88,347.91,,,,,,,,,,,,
656.7,1.99,5.95,410.56,348.72,,,,,,,,,,,,
656.9,1.97,6.05,430.11,343.98,,,,,,,,,,,,
657.1,1.99,6.05,400.78,345.6,,,,,,,,,,,,
657.3,1.98,6.05,420.33,344.79,,,,,,,,,,,,
657.5,1.98,6.05,430.11,344.79,,,,,,,,,,,,
657.7,1.97,6.05,449.66,343.98,,,,,,,,,,,,
657.9,1.99,6.05,439.88,345.6,,,,,,,,,,,,
658.1,1.97,6.05,410.56,343.98,,,,,,,,,,,,
658.3,1.99,6.05,430.11,345.6,,,,,,,,,,,,
658.5,1.98,6.05,430.11,344.79,,,,,,,,,,,,
658.7,1.99,6.05,420.33,345.6,,,,,,,,,,,,
658.9,1.98,6.05,420.33,344.79,,,,,,,,,,,,
659.1,1.99,6.05,420.33,345.6,,,,,,,,,,,,
659.3,1.99,6.05,400.78,345.6,,,,,,,,,,,,
659.5,1.99,6.05,420.33,345.6,,,,,,,,,,,,
659.7,1.98,6.05,439.88,344.79,,,,,,,,,,,,
659.9,1.98,6.05,439.88,344.79,,,,,,,,,,,,
660.1,1.99,6.05,420.33,345.6,,,,,,,,,,,,
660.3,1.99,6.05,449.66,345.6,,,,,,,,,,,,
660.5,1.99,6.05,439.88,345.6,,,,,,,,,,,,
660.7,1.99,6.05,439.88,345.6,,,,,,,,,,,,
660.9,1.98,6.05,430.11,344.79,,,,,,,,,,,,
661.1,1.97,6.05,439.88,343.98,,,,,,,,,,,,
661.3,1.99,6.05,430.11,345.6,,,,,,,,,,,,
661.5,1.97,6.05,430.11,343.98,,,,,,,,,,,,
661.7,1.98,6.05,420.33,344.79,,,,,,,,,,,,
661.9,1.98,6.05,420.33,344.79,,,,,,,,,,,,
662.1,1.99,6.05,430.11,345.6,,,,,,,,,,,,
662.3,1.97,6.05,439.88,343.98,,,,,,,,,,,,
662.5,1.99,6.05,439.88,345.6,,,,,,,,,,,,
662.7,1.99,6.05,430.11,345.6,,,,,,,,,,,,
662.9,1.99,6.05,420.33,345.6,,,,,,,,,,,,
663.1,1.99,6.05,420.33,345.6,,,,,,,,,,,,
663.3,1.98,6.05,420.33,344.79,,,,,,,,,,,,
663.5,1.98,6.05,400.78,344.79,,,,,,,,,,,,
663.7,1.97,6.05,430.11,343.98,,,,,,,,,,,,
663.9,1.99,6.05,420.33,345.6,,,,,,,,,,,,
664.1,1.98,6.05,439.88,344.79,,,,,,,,,,,,
664.3,1.98,6.05,430.11,344.79,,,,,,,,,,,,
664.5,1.97,6.05,430.11,343.98,,,,,,,,,,,,
664.7,1.99,6.05,430.11,345.6,,,,,,,,,,,,
664.9,1.98,6.05,430.11,344.79,,,,,,,,,,,,
665.1,1.98,6.05,439.88,344.79,,,,,,,,,,,,
665.3,1.98,6.05,410.56,344.79,,,,,,,,,,,,
665.5,1.98,6.05,439.88,344.79,,,,,,,,,,,,
665.7,1.99,6.05,420.33,345.6,,,,,,,,,,,,
665.9,1.98,6.05,420.33,344.79,,,,,,,,,,,,
666.1,1.98,6.05,420.33,344.79,,,,,,,,,,,,
666.3,1.99,6.05,439.88,345.6,,,,,,,,,,,,
666.5,1.99,6.05,439.88,345.6,,,,,,,,,,,,
666.7,1.98,6.05,439.88,344.79,,,,,,,,,,,,
666.9,1.99,6.05,410.56,345.6,,,,,,,,,,,,
667.1,1.97,6.05,430.11,343.98,,,,,,,,,,,,
667.3,1.99,6.05,420.33,345.6,,,,,,,,,,,,
667.5,1.98,6.05,439.88,344.79,,,,,,,,,,,,
667.7,1.99,6.05,430.11,345.6,,,,,,,,,,,,
667.9,1.97,6.16,449.66,340.95,,,,,,,,,,,,
668.1,1.99,6.16,439.88,342.55,,,,,,,,,,,,
668.3,1.98,6.16,449.66,341.75,,,,,,,,,,,,
668.5,1.99,6.16,439.88,342.55,,,,,,,,,,,,
668.7,1.99,6.16,430.11,342.55,,,,,,,,,,,,
668.9,1.98,6.16,439.88,341.75,,,,,,,,,,,,
669.1,1.99,6.16,430.11,342.55,,,,,,,,,,,,
669.3,1.98,6.16,430.11,341.75,,,,,,,,,,,,
669.5,1.98,6.16,410.56,341.75,,,,,,,,,,,,
669.7,1.98,6.16,439.88,341.75,,,,,,,,,,,,
669.9,1.99,6.16,420.33,342.55,,,,,,,,,,,,
670.1,1.98,6.16,439.88,341.75,,,,,,,,,,,,
670.3,1.99,6.16,439.88,342.55,,,,,,,,,,,,
670.5,1.99,6.16,430.11,342.55,,,,,,,,,,,,
670.7,1.98,6.16,449.66,341.75,,,,,,,,,,,,
670.9,1.98,6.16,430.11,341.75,,,,,,,,,,,,
671.1,1.99,6.16,449.66,342.55,,,,,,,,,,,,
671.3,1.99,6.16,430.11,342.55,,,,,,,,,,,,
671.5,1.97,6.16,439.88,340.95,,,,,,,,,,,,
671.7,1.98,6.16,420.33,341.75,,,,,,,,,,,,
671.9,1.97,6.16,430.11,340.95,,,,,,,,,,,,
672.1,1.99,6.16,430.11,342.55,,,,,,,,,,,,
672.3,1.99,6.16,430.11,342.55,,,,,,,,,,,,
672.5,1.98,6.16,439.88,341.75,,,,,,,,,,,,
672.7,1.98,6.16,430.11,341.75,,,,,,,,,,,,
672.9,1.98,6.16,449.66,341.75,,,,,,,,,,,,
673.1,1.98,6.16,420.33,341.75,,,,,,,,,,,,
673.3,1.98,6.16,449.66,341.75,,,,,,,,,,,,
673.5,2,6.16,449.66,343.35,,,,,,,,,,,,
673.7,1.98,6.16,430.11,341.75,,,,,,,,,,,,
673.9,1.99,6.16,439.88,342.55,,,,,,,,,,,,
674.1,1.98,6.16,449.66,341.75,,,,,,,,,,,,
674.3,1.98,6.16,449.66,341.75,,,,,,,,,,,,
674.5,1.98,6.16,439.88,341.75,,,,,,,,,,,,
674.7,1.98,6.16,449.66,341.75,,,,,,,,,,,,
674.9,1.99,6.16,430.11,342.55,,,,,,,,,,,,
675.1,1.99,6.16,439.88,342.55,,,,,,,,,,,,
675.3,1.99,6.16,430.11,342.55,,,,,,,,,,,,
675.5,1.98,6.16,439.88,341.75,,,,,,,,,,,,
675.7,1.99,6.16,400.78,342.55,,,,,,,,,,,,
675.9,1.98,6.16,430.11,341.75,,,,,,,,,,,,
676.1,1.99,6.16,430.11,342.55,,,,,,,,,,,,
676.3,1.98,6.16,449.66,341.75,,,,,,,,,,,,
676.5,1.99,6.16,439.88,342.55,,,,,,,,,,,,
676.7,1.98,6.16,439.88,341.75,,,,,,,,,,,,
676.9,1.99,6.16,439.88,342.55,,,,,,,,,,,,
677.1,1.98,6.16,449.66,341.75,,,,,,,,,,,,
677.3,1.99,6.16,439.88,342.55,,,,,,,,,,,,
677.5,1.99,6.16,430.11,342.55,,,,,,,,,,,,
677.7,1.99,6.16,430.11,342.55,,,,,,,,,,,,
677.9,1.99,6.16,430.11,342.55,,,,,,,,,,,,
678.1,1.97,6.16,449.66,340.95,,,,,,,,,,,,
678.3,1.98,6.27,420.33,338.79,,,,,,,,,,,,
678.5,1.98,6.27,449.66,338.79,,,,,,,,,,,,
678.7,1.99,6.27,430.11,339.59,,,,,,,,,,,,
678.9,1.98,6.27,449.66,338.79,,,,,,,,,,,,
679.1,1.99,6.27,420.33,339.59,,,,,,,,,,,,
679.3,1.99,6.27,430.11,339.59,,,,,,,,,,,,
679.5,1.99,6.27,449.66,339.59,,,,,,,,,,,,
679.7,1.97,6.27,439.88,337.99,,,,,,,,,,,,
679.9,1.98,6.27,449.66,338.79,,,,,,,,,,,,
