# material: PETG,,,,,,,,,,,,,,,,
# geometry: oct,,,,,,,,,,,,,,,,
# preform_diameter: 20.0,,,,,,,,,,,,,,,,
# material_color: black,,,,,,,,,,,,,,,,
# temperature_C: 160.0,,,,,,,,,,,,,,,,
# drawdown_ratio: 50.0,,,,,,,,,,,,,,,,
# trial_number: 011,,,,,,,,,,,,,,,,
# operator: Kevin Liu,,,,,,,,,,,,,,,,
# start_time: 2025-07-31 13:48:20,,,,,,,,,,,,,,,,
# notes: PI control system active. Horizontally printed preform 0 deg raster. 010 glitched,,,,,,,,,,,,,,,,
Time(s),Feed(mm/min),Wind(m/min),Diameter(um),Predicted_diameter(um),,,,,,,,,,,,
168.5,1.99,6.16,361.68,342.55,,,,,,,,,,,,
168.7,1.98,6.16,391.01,341.75,,,,,,,,,,,,
168.9,1.99,6.16,391.01,342.55,,,,,,,,,,,,
169.1,1.98,6.16,410.56,341.75,,,,,,,,,,,,
169.3,1.99,6.16,391.01,342.55,,,,,,,,,,,,
169.5,1.97,6.16,420.33,340.95,,,,,,,,,,,,
169.7,1.99,6.16,420.33,342.55,,,,,,,,,,,,
169.9,1.98,6.16,391.01,341.75,,,,,,,,,,,,
170.1,1.98,6.16,391.01,341.75,,,,,,,,,,,,
170.3,1.99,6.16,381.23,342.55,,,,,,,,,,,,
170.5,1.98,6.16,400.78,341.75,,,,,,,,,,,,
170.7,1.98,6.16,361.68,341.75,,,,,,,,,,,,
170.9,1.98,6.16,391.01,341.75,,,,,,,,,,,,
171.1,1.99,6.16,381.23,342.55,,,,,,,,,,,,
171.3,1.98,6.16,391.01,341.75,,,,,,,,,,,,
171.5,1.99,6.16,371.46,342.55,,,,,,,,,,,,
171.7,1.99,6.16,361.68,342.55,,,,,,,,,,,,
171.9,1.99,6.05,391.01,345.6,,,,,,,,,,,,
172.1,1.98,6.05,381.23,344.79,,,,,,,,,,,,
172.3,1.98,6.05,391.01,344.79,,,,,,,,,,,,
172.5,1.99,6.05,391.01,345.6,,,,,,,,,,,,
172.7,1.99,6.05,381.23,345.6,,,,,,,,,,,,
172.9,1.99,6.05,391.01,345.6,,,,,,,,,,,,
173.1,1.98,6.05,391.01,344.79,,,,,,,,,,,,
173.3,1.99,6.05,361.68,345.6,,,,,,,,,,,,
173.5,1.99,6.05,371.46,345.6,,,,,,,,,,,,
173.7,1.99,6.05,381.23,345.6,,,,,,,,,,,,
173.9,1.97,6.05,391.01,343.98,,,,,,,,,,,,
174.1,1.99,6.05,381.23,345.6,,,,,,,,,,,,
174.3,1.98,6.05,371.46,344.79,,,,,,,,,,,,
174.5,1.98,6.05,381.23,344.79,,,,,,,,,,,,
174.7,1.98,6.05,381.23,344.79,,,,,,,,,,,,
174.9,1.98,6.05,371.46,344.79,,,,,,,,,,,,
175.1,1.99,6.05,371.46,345.6,,,,,,,,,,,,
175.3,1.98,6.05,391.01,344.79,,,,,,,,,,,,
175.5,1.98,6.05,381.23,344.79,,,,,,,,,,,,
175.7,1.98,6.05,371.46,344.79,,,,,,,,,,,,
175.9,1.99,6.05,361.68,345.6,,,,,,,,,,,,
176.1,1.98,6.05,371.46,344.79,,,,,,,,,,,,
176.3,1.99,6.05,361.68,345.6,,,,,,,,,,,,
176.5,1.97,6.05,381.23,343.98,,,,,,,,,,,,
176.7,1.99,6.05,361.68,345.6,,,,,,,,,,,,
176.9,1.99,6.05,381.23,345.6,,,,,,,,,,,,
177.1,1.99,6.05,381.23,345.6,,,,,,,,,,,,
177.3,1.98,6.05,400.78,344.79,,,,,,,,,,,,
177.5,1.99,6.05,391.01,345.6,,,,,,,,,,,,
177.7,1.98,6.05,410.56,344.79,,,,,,,,,,,,
177.9,1.99,6.05,391.01,345.6,,,,,,,,,,,,
178.1,1.98,6.05,410.56,344.79,,,,,,,,,,,,
178.3,1.99,6.05,361.68,345.6,,,,,,,,,,,,
178.5,1.98,6.05,371.46,344.79,,,,,,,,,,,,
178.7,1.98,6.05,361.68,344.79,,,,,,,,,,,,
178.9,1.97,6.05,381.23,343.98,,,,,,,,,,,,
179.1,1.99,6.05,371.46,345.6,,,,,,,,,,,,
179.3,1.99,6.05,371.46,345.6,,,,,,,,,,,,
179.5,1.99,6.05,361.68,345.6,,,,,,,,,,,,
179.7,1.98,6.05,371.46,344.79,,,,,,,,,,,,
179.9,1.98,6.05,381.23,344.79,,,,,,,,,,,,
180.1,1.98,6.05,361.68,344.79,,,,,,,,,,,,
180.3,1.99,6.05,381.23,345.6,,,,,,,,,,,,
180.5,1.99,6.05,391.01,345.6,,,,,,,,,,,,
180.7,1.98,6.05,381.23,344.79,,,,,,,,,,,,
180.9,1.99,6.05,351.91,345.6,,,,,,,,,,,,
181.1,1.98,6.05,371.46,344.79,,,,,,,,,,,,
181.3,1.99,6.05,332.36,345.6,,,,,,,,,,,,
181.5,1.97,6.05,381.23,343.98,,,,,,,,,,,,
181.7,1.99,6.05,391.01,345.6,,,,,,,,,,,,
181.9,1.99,6.05,391.01,345.6,,,,,,,,,,,,
182.1,1.99,6.05,400.78,345.6,,,,,,,,,,,,
182.3,1.97,6.05,381.23,343.98,,,,,,,,,,,,
182.5,1.98,6.05,381.23,344.79,,,,,,,,,,,,
182.7,1.99,6.05,361.68,345.6,,,,,,,,,,,,
182.9,1.98,6.05,371.46,344.79,,,,,,,,,,,,
183.1,1.99,6.05,342.13,345.6,,,,,,,,,,,,
183.3,1.97,6.05,342.13,343.98,,,,,,,,,,,,
183.5,1.99,6.05,332.36,345.6,,,,,,,,,,,,
183.7,1.98,6.05,351.91,344.79,,,,,,,,,,,,
183.9,1.98,6.05,371.46,344.79,,,,,,,,,,,,
184.1,1.99,6.05,351.91,345.6,,,,,,,,,,,,
184.3,1.99,6.05,351.91,345.6,,,,,,,,,,,,
184.5,1.99,6.05,361.68,345.6,,,,,,,,,,,,
184.7,1.98,6.05,371.46,344.79,,,,,,,,,,,,
184.9,1.98,6.05,371.46,344.79,,,,,,,,,,,,
185.1,1.98,6.05,381.23,344.79,,,,,,,,,,,,
185.3,1.98,6.05,351.91,344.79,,,,,,,,,,,,
185.5,1.99,6.05,361.68,345.6,,,,,,,,,,,,
185.7,1.99,6.05,371.46,345.6,,,,,,,,,,,,
185.9,1.98,6.05,391.01,344.79,,,,,,,,,,,,
186.1,1.98,6.05,361.68,344.79,,,,,,,,,,,,
186.3,1.98,6.05,400.78,344.79,,,,,,,,,,,,
186.5,1.99,6.05,371.46,345.6,,,,,,,,,,,,
186.7,1.98,6.05,400.78,344.79,,,,,,,,,,,,
186.9,1.99,6.05,391.01,345.6,,,,,,,,,,,,
187.1,1.99,6.05,391.01,345.6,,,,,,,,,,,,
187.3,1.99,6.05,381.23,345.6,,,,,,,,,,,,
187.5,1.98,6.05,381.23,344.79,,,,,,,,,,,,
187.7,1.99,6.05,361.68,345.6,,,,,,,,,,,,
187.9,1.98,5.95,351.91,347.91,,,,,,,,,,,,
188.1,1.99,5.95,361.68,348.72,,,,,,,,,,,,
188.3,1.99,5.95,342.13,348.72,,,,,,,,,,,,
188.5,1.99,5.95,361.68,348.72,,,,,,,,,,,,
188.7,1.99,5.95,351.91,348.72,,,,,,,,,,,,
188.9,1.99,5.95,361.68,348.72,,,,,,,,,,,,
189.1,1.99,5.95,361.68,348.72,,,,,,,,,,,,
189.3,1.98,5.95,361.68,347.91,,,,,,,,,,,,
189.5,1.99,5.95,371.46,348.72,,,,,,,,,,,,
189.7,1.99,5.95,361.68,348.72,,,,,,,,,,,,
189.9,1.99,5.95,371.46,348.72,,,,,,,,,,,,
190.1,1.98,5.95,351.91,347.91,,,,,,,,,,,,
190.3,1.97,5.95,381.23,347.09,,,,,,,,,,,,
190.5,1.99,5.95,391.01,348.72,,,,,,,,,,,,
190.7,1.99,5.95,381.23,348.72,,,,,,,,,,,,
190.9,1.99,5.95,391.01,348.72,,,,,,,,,,,,
191.1,1.97,5.95,381.23,347.09,,,,,,,,,,,,
191.3,1.98,5.95,371.46,347.91,,,,,,,,,,,,
191.5,1.98,5.95,371.46,347.91,,,,,,,,,,,,
191.7,1.99,5.95,361.68,348.72,,,,,,,,,,,,
191.9,1.98,5.95,371.46,347.91,,,,,,,,,,,,
192.1,1.98,5.95,371.46,347.91,,,,,,,,,,,,
192.3,1.99,5.95,361.68,348.72,,,,,,,,,,,,
192.5,1.98,5.95,371.46,347.91,,,,,,,,,,,,
192.7,1.99,5.95,361.68,348.72,,,,,,,,,,,,
192.9,1.98,5.95,391.01,347.91,,,,,,,,,,,,
193.1,1.99,5.95,361.68,348.72,,,,,,,,,,,,
193.3,1.98,5.95,381.23,347.91,,,,,,,,,,,,
193.5,1.99,5.95,371.46,348.72,,,,,,,,,,,,
193.7,1.98,5.95,361.68,347.91,,,,,,,,,,,,
193.9,1.99,5.95,361.68,348.72,,,,,,,,,,,,
194.1,1.98,5.95,361.68,347.91,,,,,,,,,,,,
194.3,1.99,5.95,381.23,348.72,,,,,,,,,,,,
194.5,1.99,5.95,371.46,348.72,,,,,,,,,,,,
194.7,1.97,5.95,391.01,347.09,,,,,,,,,,,,
194.9,1.99,5.95,361.68,348.72,,,,,,,,,,,,
195.1,1.98,5.95,381.23,347.91,,,,,,,,,,,,
195.3,1.99,5.95,361.68,348.72,,,,,,,,,,,,
195.5,1.98,5.95,381.23,347.91,,,,,,,,,,,,
195.7,1.99,5.95,361.68,348.72,,,,,,,,,,,,
195.9,1.99,5.95,381.23,348.72,,,,,,,,,,,,
196.1,1.98,5.95,381.23,347.91,,,,,,,,,,,,
196.3,1.98,5.95,391.01,347.91,,,,,,,,,,,,
196.5,1.98,5.95,371.46,347.91,,,,,,,,,,,,
196.7,1.98,5.95,371.46,347.91,,,,,,,,,,,,
196.9,1.99,5.95,371.46,348.72,,,,,,,,,,,,
197.1,1.99,5.95,381.23,348.72,,,,,,,,,,,,
197.3,1.98,5.95,371.46,347.91,,,,,,,,,,,,
197.5,1.98,5.95,371.46,347.91,,,,,,,,,,,,
197.7,1.99,5.95,391.01,348.72,,,,,,,,,,,,
197.9,1.99,5.95,371.46,348.72,,,,,,,,,,,,
198.1,1.98,5.95,371.46,347.91,,,,,,,,,,,,
198.3,1.99,5.95,361.68,348.72,,,,,,,,,,,,
198.5,1.97,5.95,391.01,347.09,,,,,,,,,,,,
198.7,1.99,5.95,371.46,348.72,,,,,,,,,,,,
198.9,1.98,5.95,391.01,347.91,,,,,,,,,,,,
199.1,1.99,5.95,371.46,348.72,,,,,,,,,,,,
199.3,1.99,5.95,342.13,348.72,,,,,,,,,,,,
199.5,1.99,5.84,361.68,351.94,,,,,,,,,,,,
199.7,1.98,5.84,351.91,351.11,,,,,,,,,,,,
199.9,1.99,5.84,361.68,351.94,,,,,,,,,,,,
200.1,1.99,5.84,361.68,351.94,,,,,,,,,,,,
200.3,1.98,5.84,371.46,351.11,,,,,,,,,,,,
200.5,1.98,5.84,361.68,351.11,,,,,,,,,,,,
200.7,1.99,5.84,351.91,351.94,,,,,,,,,,,,
200.9,1.98,5.84,371.46,351.11,,,,,,,,,,,,
201.1,1.99,5.84,361.68,351.94,,,,,,,,,,,,
201.3,1.98,5.84,381.23,351.11,,,,,,,,,,,,
201.5,1.98,5.84,391.01,351.11,,,,,,,,,,,,
201.7,1.98,5.84,361.68,351.11,,,,,,,,,,,,
201.9,1.98,5.84,381.23,351.11,,,,,,,,,,,,
202.1,1.98,5.84,381.23,351.11,,,,,,,,,,,,
202.3,1.98,5.84,400.78,351.11,,,,,,,,,,,,
202.5,1.99,5.84,371.46,351.94,,,,,,,,,,,,
202.7,1.98,5.84,371.46,351.11,,,,,,,,,,,,
202.9,1.99,5.84,381.23,351.94,,,,,,,,,,,,
203.1,1.98,5.84,361.68,351.11,,,,,,,,,,,,
203.3,1.99,5.84,381.23,351.94,,,,,,,,,,,,
203.5,1.99,5.84,342.13,351.94,,,,,,,,,,,,
203.7,1.98,5.84,371.46,351.11,,,,,,,,,,,,
203.9,1.98,5.84,351.91,351.11,,,,,,,,,,,,
204.1,1.98,5.84,381.23,351.11,,,,,,,,,,,,
204.3,1.99,5.84,351.91,351.94,,,,,,,,,,,,
204.5,1.98,5.84,371.46,351.11,,,,,,,,,,,,
204.7,1.99,5.84,361.68,351.94,,,,,,,,,,,,
204.9,1.98,5.84,371.46,351.11,,,,,,,,,,,,
205.1,1.99,5.84,342.13,351.94,,,,,,,,,,,,
205.3,1.98,5.84,361.68,351.11,,,,,,,,,,,,
205.5,1.98,5.84,361.68,351.11,,,,,,,,,,,,
205.7,1.98,5.84,371.46,351.11,,,,,,,,,,,,
205.9,1.99,5.84,371.46,351.94,,,,,,,,,,,,
206.1,1.98,5.84,371.46,351.11,,,,,,,,,,,,
206.3,1.99,5.84,381.23,351.94,,,,,,,,,,,,
206.5,1.98,5.84,391.01,351.11,,,,,,,,,,,,
206.7,1.99,5.84,391.01,351.94,,,,,,,,,,,,
206.9,1.99,5.84,361.68,351.94,,,,,,,,,,,,
207.1,1.98,5.84,381.23,351.11,,,,,,,,,,,,
207.3,1.98,5.84,361.68,351.11,,,,,,,,,,,,
207.5,1.98,5.84,381.23,351.11,,,,,,,,,,,,
207.7,1.99,5.84,381.23,351.94,,,,,,,,,,,,
207.9,1.97,5.84,371.46,350.29,,,,,,,,,,,,
208.1,1.99,5.84,381.23,351.94,,,,,,,,,,,,
208.3,1.98,5.84,361.68,351.11,,,,,,,,,,,,
208.5,1.99,5.84,371.46,351.94,,,,,,,,,,,,
208.7,1.98,5.84,361.68,351.11,,,,,,,,,,,,
208.9,1.99,5.84,381.23,351.94,,,,,,,,,,,,
209.1,1.97,5.84,371.46,350.29,,,,,,,,,,,,
209.3,1.99,5.84,371.46,351.94,,,,,,,,,,,,
209.5,1.99,5.84,371.46,351.94,,,,,,,,,,,,
209.7,1.99,5.84,361.68,351.94,,,,,,,,,,,,
209.9,1.98,5.84,371.46,351.11,,,,,,,,,,,,
210.1,1.98,5.84,381.23,351.11,,,,,,,,,,,,
210.3,1.98,5.84,361.68,351.11,,,,,,,,,,,,
210.5,1.98,5.84,391.01,351.11,,,,,,,,,,,,
210.7,1.98,5.84,361.68,351.11,,,,,,,,,,,,
210.9,1.99,5.84,381.23,351.94,,,,,,,,,,,,
211.1,1.99,5.84,371.46,351.94,,,,,,,,,,,,
211.3,1.97,5.84,391.01,350.29,,,,,,,,,,,,
211.5,1.99,5.73,381.23,355.24,,,,,,,,,,,,
211.7,1.98,5.73,381.23,354.41,,,,,,,,,,,,
211.9,1.99,5.73,361.68,355.24,,,,,,,,,,,,
212.1,1.99,5.73,371.46,355.24,,,,,,,,,,,,
212.3,1.98,5.73,371.46,354.41,,,,,,,,,,,,
212.5,1.99,5.73,332.36,355.24,,,,,,,,,,,,
212.7,1.97,5.73,361.68,353.58,,,,,,,,,,,,
212.9,1.99,5.73,351.91,355.24,,,,,,,,,,,,
213.1,1.97,5.73,381.23,353.58,,,,,,,,,,,,
213.3,1.99,5.73,371.46,355.24,,,,,,,,,,,,
213.5,1.97,5.73,381.23,353.58,,,,,,,,,,,,
213.7,1.98,5.73,381.23,354.41,,,,,,,,,,,,
213.9,1.99,5.73,361.68,355.24,,,,,,,,,,,,
214.1,1.99,5.73,371.46,355.24,,,,,,,,,,,,
214.3,1.98,5.73,342.13,354.41,,,,,,,,,,,,
214.5,1.97,5.73,361.68,353.58,,,,,,,,,,,,
214.7,1.99,5.73,332.36,355.24,,,,,,,,,,,,
214.9,1.97,5.73,361.68,353.58,,,,,,,,,,,,
215.1,1.99,5.73,361.68,355.24,,,,,,,,,,,,
215.3,1.98,5.73,342.13,354.41,,,,,,,,,,,,
215.5,1.98,5.73,371.46,354.41,,,,,,,,,,,,
215.7,1.99,5.73,351.91,355.24,,,,,,,,,,,,
215.9,1.97,5.73,371.46,353.58,,,,,,,,,,,,
216.1,1.99,5.73,361.68,355.24,,,,,,,,,,,,
216.3,1.97,5.73,381.23,353.58,,,,,,,,,,,,
216.5,1.98,5.73,371.46,354.41,,,,,,,,,,,,
216.7,1.97,5.73,391.01,353.58,,,,,,,,,,,,
216.9,1.99,5.73,391.01,355.24,,,,,,,,,,,,
217.1,1.99,5.73,381.23,355.24,,,,,,,,,,,,
217.3,1.97,5.73,371.46,353.58,,,,,,,,,,,,
217.5,1.99,5.73,351.91,355.24,,,,,,,,,,,,
217.7,1.98,5.73,371.46,354.41,,,,,,,,,,,,
217.9,1.99,5.73,351.91,355.24,,,,,,,,,,,,
218.1,1.98,5.73,351.91,354.41,,,,,,,,,,,,
218.3,1.99,5.73,371.46,355.24,,,,,,,,,,,,
218.5,2,5.73,371.46,356.07,,,,,,,,,,,,
218.7,1.99,5.73,391.01,355.24,,,,,,,,,,,,
218.9,1.99,5.73,381.23,355.24,,,,,,,,,,,,
219.1,1.98,5.73,371.46,354.41,,,,,,,,,,,,
219.3,1.99,5.73,371.46,355.24,,,,,,,,,,,,
219.5,1.98,5.73,381.23,354.41,,,,,,,,,,,,
219.7,1.98,5.73,342.13,354.41,,,,,,,,,,,,
219.9,1.97,5.73,371.46,353.58,,,,,,,,,,,,
220.1,1.98,5.73,342.13,354.41,,,,,,,,,,,,
220.3,1.99,5.73,351.91,355.24,,,,,,,,,,,,
220.5,1.99,5.73,351.91,355.24,,,,,,,,,,,,
220.7,1.99,5.73,342.13,355.24,,,,,,,,,,,,
220.9,1.97,5.73,361.68,353.58,,,,,,,,,,,,
221.1,1.99,5.73,332.36,355.24,,,,,,,,,,,,
221.3,1.98,5.73,371.46,354.41,,,,,,,,,,,,
221.5,1.99,5.73,361.68,355.24,,,,,,,,,,,,
221.7,1.98,5.73,381.23,354.41,,,,,,,,,,,,
221.9,1.99,5.73,361.68,355.24,,,,,,,,,,,,
222.1,1.98,5.73,342.13,354.41,,,,,,,,,,,,
222.3,1.97,5.73,361.68,353.58,,,,,,,,,,,,
222.5,1.99,5.62,391.01,358.64,,,,,,,,,,,,
222.7,1.97,5.62,391.01,356.96,,,,,,,,,,,,
222.9,1.99,5.62,381.23,358.64,,,,,,,,,,,,
223.1,1.98,5.62,410.56,357.8,,,,,,,,,,,,
223.3,1.99,5.62,391.01,358.64,,,,,,,,,,,,
223.5,1.98,5.62,381.23,357.8,,,,,,,,,,,,
223.7,1.99,5.62,371.46,358.64,,,,,,,,,,,,
223.9,1.99,5.62,351.91,358.64,,,,,,,,,,,,
224.1,1.98,5.62,371.46,357.8,,,,,,,,,,,,
224.3,1.98,5.62,361.68,357.8,,,,,,,,,,,,
224.5,1.99,5.62,361.68,358.64,,,,,,,,,,,,
224.7,1.98,5.62,361.68,357.8,,,,,,,,,,,,
224.9,1.98,5.62,381.23,357.8,,,,,,,,,,,,
225.1,1.99,5.62,361.68,358.64,,,,,,,,,,,,
225.3,1.99,5.62,371.46,358.64,,,,,,,,,,,,
225.5,1.99,5.62,361.68,358.64,,,,,,,,,,,,
225.7,1.99,5.62,361.68,358.64,,,,,,,,,,,,
225.9,1.99,5.62,371.46,358.64,,,,,,,,,,,,
226.1,1.98,5.62,351.91,357.8,,,,,,,,,,,,
226.3,1.98,5.62,371.46,357.8,,,,,,,,,,,,
226.5,1.99,5.62,371.46,358.64,,,,,,,,,,,,
226.7,1.98,5.62,381.23,357.8,,,,,,,,,,,,
226.9,1.99,5.62,371.46,358.64,,,,,,,,,,,,
227.1,1.98,5.62,351.91,357.8,,,,,,,,,,,,
227.3,1.99,5.62,342.13,358.64,,,,,,,,,,,,
227.5,1.99,5.62,351.91,358.64,,,,,,,,,,,,
227.7,1.99,5.62,361.68,358.64,,,,,,,,,,,,
227.9,1.97,5.62,351.91,356.96,,,,,,,,,,,,
228.1,1.99,5.62,371.46,358.64,,,,,,,,,,,,
228.3,1.98,5.62,351.91,357.8,,,,,,,,,,,,
228.5,1.99,5.62,351.91,358.64,,,,,,,,,,,,
228.7,1.99,5.62,361.68,358.64,,,,,,,,,,,,
228.9,1.97,5.62,342.13,356.96,,,,,,,,,,,,
229.1,1.99,5.62,322.58,358.64,,,,,,,,,,,,
229.3,1.97,5.62,342.13,356.96,,,,,,,,,,,,
229.5,1.99,5.62,332.36,358.64,,,,,,,,,,,,
229.7,1.97,5.62,342.13,356.96,,,,,,,,,,,,
229.9,1.99,5.62,342.13,358.64,,,,,,,,,,,,
230.1,1.98,5.62,361.68,357.8,,,,,,,,,,,,
230.3,1.99,5.62,361.68,358.64,,,,,,,,,,,,
230.5,1.98,5.62,361.68,357.8,,,,,,,,,,,,
230.7,1.99,5.62,361.68,358.64,,,,,,,,,,,,
230.9,1.98,5.62,351.91,357.8,,,,,,,,,,,,
231.1,1.98,5.62,361.68,357.8,,,,,,,,,,,,
231.3,1.99,5.62,351.91,358.64,,,,,,,,,,,,
231.5,1.98,5.62,391.01,357.8,,,,,,,,,,,,
231.7,1.98,5.62,381.23,357.8,,,,,,,,,,,,
231.9,1.98,5.62,391.01,357.8,,,,,,,,,,,,
232.1,1.99,5.62,381.23,358.64,,,,,,,,,,,,
232.3,1.98,5.62,391.01,357.8,,,,,,,,,,,,
232.5,1.99,5.51,371.46,362.14,,,,,,,,,,,,
232.7,1.98,5.51,361.68,361.29,,,,,,,,,,,,
232.9,1.99,5.51,371.46,362.14,,,,,,,,,,,,
233.1,1.98,5.51,342.13,361.29,,,,,,,,,,,,
233.3,1.98,5.51,351.91,361.29,,,,,,,,,,,,
233.5,1.99,5.51,332.36,362.14,,,,,,,,,,,,
233.7,1.98,5.51,351.91,361.29,,,,,,,,,,,,
233.9,1.99,5.51,322.58,362.14,,,,,,,,,,,,
234.1,1.98,5.51,351.91,361.29,,,,,,,,,,,,
234.3,1.99,5.51,322.58,362.14,,,,,,,,,,,,
234.5,1.99,5.51,351.91,362.14,,,,,,,,,,,,
234.7,1.99,5.51,351.91,362.14,,,,,,,,,,,,
234.9,1.98,5.51,342.13,361.29,,,,,,,,,,,,
235.1,1.99,5.51,351.91,362.14,,,,,,,,,,,,
235.3,1.98,5.51,361.68,361.29,,,,,,,,,,,,
235.5,1.98,5.51,361.68,361.29,,,,,,,,,,,,
235.7,1.98,5.51,371.46,361.29,,,,,,,,,,,,
235.9,1.98,5.51,381.23,361.29,,,,,,,,,,,,
236.1,1.99,5.51,361.68,362.14,,,,,,,,,,,,
236.3,1.98,5.51,351.91,361.29,,,,,,,,,,,,
236.5,1.99,5.51,361.68,362.14,,,,,,,,,,,,
236.7,1.98,5.51,361.68,361.29,,,,,,,,,,,,
236.9,1.99,5.51,351.91,362.14,,,,,,,,,,,,
237.1,1.98,5.51,351.91,361.29,,,,,,,,,,,,
237.3,1.99,5.51,351.91,362.14,,,,,,,,,,,,
237.5,1.98,5.51,351.91,361.29,,,,,,,,,,,,
237.7,1.97,5.51,342.13,360.45,,,,,,,,,,,,
237.9,1.98,5.51,312.81,361.29,,,,,,,,,,,,
238.1,1.98,5.51,342.13,361.29,,,,,,,,,,,,
238.3,1.99,5.51,342.13,362.14,,,,,,,,,,,,
238.5,1.97,5.51,342.13,360.45,,,,,,,,,,,,
238.7,1.99,5.51,342.13,362.14,,,,,,,,,,,,
238.9,1.98,5.51,312.81,361.29,,,,,,,,,,,,
239.1,1.98,5.51,332.36,361.29,,,,,,,,,,,,
239.3,1.98,5.51,351.91,361.29,,,,,,,,,,,,
239.5,1.98,5.51,351.91,361.29,,,,,,,,,,,,
239.7,1.99,5.51,351.91,362.14,,,,,,,,,,,,
239.9,1.98,5.51,488.76,361.29,,,,,,,,,,,,
240.1,1.99,5.51,430.11,362.14,,,,,,,,,,,,
240.3,1.98,5.51,400.78,361.29,,,,,,,,,,,,
240.5,1.99,5.41,400.78,365.74,,,,,,,,,,,,
240.7,1.98,5.41,391.01,364.89,,,,,,,,,,,,
240.9,1.99,5.41,381.23,365.74,,,,,,,,,,,,
241.1,1.98,5.41,400.78,364.89,,,,,,,,,,,,
241.3,1.99,5.41,381.23,365.74,,,,,,,,,,,,
241.5,1.99,5.41,351.91,365.74,,,,,,,,,,,,
241.7,1.98,5.41,361.68,364.89,,,,,,,,,,,,
241.9,1.99,5.41,361.68,365.74,,,,,,,,,,,,
242.1,1.98,5.41,371.46,364.89,,,,,,,,,,,,
242.3,1.99,5.41,361.68,365.74,,,,,,,,,,,,
242.5,1.97,5.41,361.68,364.03,,,,,,,,,,,,
242.7,1.99,5.41,371.46,365.74,,,,,,,,,,,,
242.9,1.98,5.41,371.46,364.89,,,,,,,,,,,,
243.1,1.97,5.41,381.23,364.03,,,,,,,,,,,,
243.3,1.98,5.41,351.91,364.89,,,,,,,,,,,,
243.5,1.98,5.41,400.78,364.89,,,,,,,,,,,,
243.7,1.99,5.41,371.46,365.74,,,,,,,,,,,,
243.9,1.98,5.41,381.23,364.89,,,,,,,,,,,,
244.1,1.99,5.41,371.46,365.74,,,,,,,,,,,,
244.3,1.97,5.41,400.78,364.03,,,,,,,,,,,,
244.5,1.99,5.41,400.78,365.74,,,,,,,,,,,,
244.7,1.98,5.41,371.46,364.89,,,,,,,,,,,,
244.9,1.99,5.41,371.46,365.74,,,,,,,,,,,,
245.1,1.99,5.41,361.68,365.74,,,,,,,,,,,,
245.3,1.99,5.41,371.46,365.74,,,,,,,,,,,,
245.5,1.98,5.41,361.68,364.89,,,,,,,,,,,,
245.7,1.98,5.41,391.01,364.89,,,,,,,,,,,,
245.9,1.99,5.41,391.01,365.74,,,,,,,,,,,,
246.1,1.98,5.41,400.78,364.89,,,,,,,,,,,,
246.3,1.99,5.41,400.78,365.74,,,,,,,,,,,,
246.5,1.97,5.41,381.23,364.03,,,,,,,,,,,,
246.7,1.99,5.41,351.91,365.74,,,,,,,,,,,,
246.9,1.98,5.41,351.91,364.89,,,,,,,,,,,,
247.1,1.99,5.41,361.68,365.74,,,,,,,,,,,,
247.3,1.98,5.41,371.46,364.89,,,,,,,,,,,,
247.5,1.99,5.41,381.23,365.74,,,,,,,,,,,,
247.7,1.99,5.41,361.68,365.74,,,,,,,,,,,,
247.9,1.98,5.41,400.78,364.89,,,,,,,,,,,,
248.1,1.98,5.41,351.91,364.89,,,,,,,,,,,,
248.3,1.98,5.41,391.01,364.89,,,,,,,,,,,,
248.5,1.99,5.41,361.68,365.74,,,,,,,,,,,,
248.7,1.98,5.41,391.01,364.89,,,,,,,,,,,,
248.9,1.99,5.41,371.46,365.74,,,,,,,,,,,,
249.1,1.98,5.41,391.01,364.89,,,,,,,,,,,,
249.3,1.99,5.41,351.91,365.74,,,,,,,,,,,,
249.5,1.98,5.41,371.46,364.89,,,,,,,,,,,,
249.7,1.99,5.41,371.46,365.74,,,,,,,,,,,,
249.9,1.97,5.41,371.46,364.03,,,,,,,,,,,,
250.1,1.99,5.41,361.68,365.74,,,,,,,,,,,,
250.3,1.99,5.41,351.91,365.74,,,,,,,,,,,,
250.5,1.99,5.41,381.23,365.74,,,,,,,,,,,,
250.7,1.98,5.41,361.68,364.89,,,,,,,,,,,,
250.9,1.98,5.41,381.23,364.89,,,,,,,,,,,,
251.1,1.99,5.41,371.46,365.74,,,,,,,,,,,,
251.3,1.97,5.41,400.78,364.03,,,,,,,,,,,,
251.5,1.99,5.41,381.23,365.74,,,,,,,,,,,,
251.7,1.98,5.41,381.23,364.89,,,,,,,,,,,,
251.9,1.99,5.41,371.46,365.74,,,,,,,,,,,,
252.1,1.98,5.3,361.68,368.59,,,,,,,,,,,,
252.3,1.98,5.3,371.46,368.59,,,,,,,,,,,,
252.5,1.98,5.3,391.01,368.59,,,,,,,,,,,,
252.7,1.99,5.3,381.23,369.46,,,,,,,,,,,,
252.9,1.98,5.3,371.46,368.59,,,,,,,,,,,,
253.1,1.99,5.3,381.23,369.46,,,,,,,,,,,,
253.3,1.99,5.3,391.01,369.46,,,,,,,,,,,,
253.5,1.97,5.3,381.23,367.73,,,,,,,,,,,,
