=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.02.24 16:29:28 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
Adafruit DS3502 Test,,,,,
Found DS3502 chip,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),
Positive Limit Reached!,,,,,
Please Wait..,,,,,
END OF CARRIAGE RETURN LOOP,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
307,9.52,2.36,371.46,1269.98,22
307,9.52,2.38,391.01,1266.39,22
307,9.52,2.38,410.56,1266.39,22
307,9.52,2.39,410.56,1262.83,22
307,9.52,2.39,391.01,1262.83,22
308,9.52,2.38,381.23,1266.39,22
308,9.52,2.39,391.01,1262.83,22
308,9.52,2.39,400.78,1262.83,22
308,9.52,2.39,400.78,1262.83,22
308,9.52,2.38,400.78,1266.39,22
309,9.52,2.38,391.01,1266.39,22
309,9.52,2.38,391.01,1266.39,22
309,9.52,2.38,391.01,1266.39,22
309,9.52,2.36,391.01,1269.98,22
309,9.52,2.38,371.46,1266.39,22
310,9.52,2.38,391.01,1266.39,22
310,9.52,2.36,400.78,1269.98,22
310,9.52,2.38,400.78,1266.39,22
310,9.52,2.39,420.33,1262.83,22
310,9.52,2.39,410.56,1262.83,22
311,9.52,2.38,391.01,1266.39,22
311,9.52,2.38,410.56,1266.39,22
311,9.52,2.38,430.11,1266.39,22
311,9.52,2.36,410.56,1269.98,22
311,9.52,2.38,420.33,1266.39,22
312,9.52,2.39,430.11,1262.83,22
312,9.52,2.39,430.11,1262.83,22
312,9.52,2.38,410.56,1266.39,22
312,9.52,2.36,410.56,1269.98,22
312,9.52,2.38,459.43,1266.39,22
313,9.52,2.38,459.43,1266.39,22
313,9.52,2.38,459.43,1266.39,22
313,9.52,2.38,449.66,1266.39,22
313,9.52,2.39,478.98,1262.83,22
313,9.52,2.39,459.43,1262.83,22
314,9.52,2.38,469.21,1266.39,22
314,9.52,2.38,478.98,1266.39,22
314,9.52,2.36,478.98,1269.98,22
314,9.52,2.36,478.98,1269.98,22
314,9.52,2.39,518.08,1262.83,22
315,9.52,2.38,518.08,1266.39,22
315,9.52,2.39,518.08,1262.83,22
315,9.52,2.38,527.86,1266.39,22
315,9.52,2.36,537.63,1269.98,22
315,9.52,2.38,508.31,1266.39,22
316,9.52,2.35,508.31,1273.61,21
316,9.52,2.39,527.86,1262.83,22
316,9.52,2.38,518.08,1266.39,22
316,9.52,2.39,518.08,1262.83,22
316,9.52,2.39,508.31,1262.83,22
317,9.52,2.36,498.53,1269.98,22
317,9.52,2.36,508.31,1269.98,22
317,9.52,2.38,508.31,1266.39,22
317,9.52,2.39,527.86,1262.83,22
317,9.52,2.39,537.63,1262.83,22
318,9.52,2.39,557.18,1262.83,22
318,9.52,2.38,537.63,1266.39,22
318,9.52,2.38,537.63,1266.39,22
318,9.52,2.38,508.31,1266.39,22
318,9.52,2.38,518.08,1266.39,22
319,9.52,2.38,518.08,1266.39,22
319,9.52,2.38,527.86,1266.39,22
319,9.52,2.39,498.53,1262.83,22
319,9.52,2.38,518.08,1266.39,22
319,9.52,2.38,478.98,1266.39,22
320,9.52,2.38,469.21,1266.39,22
320,9.52,2.39,498.53,1262.83,22
320,9.52,2.38,498.53,1266.39,22
320,9.52,2.39,498.53,1262.83,22
320,9.52,2.38,498.53,1266.39,22
321,9.52,2.39,498.53,1262.83,22
321,9.52,2.38,469.21,1266.39,22
321,9.52,2.36,439.88,1269.98,22
321,9.52,2.36,449.66,1269.98,22
321,9.52,2.36,478.98,1269.98,22
322,9.52,2.38,459.43,1266.39,22
322,9.52,2.39,478.98,1262.83,22
322,9.52,2.39,459.43,1262.83,22
322,9.52,2.38,449.66,1266.39,22
322,9.52,2.38,439.88,1266.39,22
323,9.52,2.36,459.43,1269.98,22
323,9.52,2.39,420.33,1262.21,22
323,9.52,2.39,420.33,1262.83,22
323,9.52,2.39,430.11,1262.83,22
323,9.52,2.38,439.88,1266.39,22
324,9.52,2.38,439.88,1266.39,22
324,9.52,2.38,439.88,1266.39,22
324,9.52,2.38,449.66,1266.39,22
324,9.52,2.36,459.43,1269.98,22
324,9.52,2.38,469.21,1266.39,22
325,9.52,2.39,478.98,1262.83,22
325,9.52,2.39,459.43,1262.21,22
325,9.52,2.38,449.66,1266.39,22
325,9.52,2.39,430.11,1262.83,22
325,9.52,2.36,439.88,1269.98,22
326,9.52,2.39,459.43,1262.83,22
326,9.52,2.38,459.43,1266.39,22
326,9.52,2.39,449.66,1262.21,22
326,9.52,2.39,478.98,1262.83,22
326,9.52,2.38,459.43,1265.77,22
327,9.52,2.36,459.43,1269.98,22
327,9.52,2.38,469.21,1266.39,22
327,9.52,2.36,459.43,1269.98,22
327,9.52,2.39,469.21,1262.83,22
327,9.52,2.39,459.43,1262.83,22
328,9.52,2.38,478.98,1266.39,22
328,9.52,2.39,469.21,1262.83,22
328,9.52,2.38,488.76,1266.39,22
328,9.52,2.36,469.21,1269.98,22
328,9.52,2.36,469.21,1269.98,22
329,9.52,2.38,469.21,1266.39,22
329,9.52,2.38,488.76,1266.39,22
329,9.52,2.38,469.21,1265.77,22
329,9.52,2.38,498.53,1266.39,22
329,9.52,2.38,508.31,1266.39,22
330,9.52,2.38,498.53,1266.39,22
330,9.52,2.38,478.98,1266.39,22
330,9.52,2.38,469.21,1266.39,22
330,9.52,2.38,469.21,1266.39,22
330,9.52,2.38,469.21,1266.39,22
331,9.52,2.38,459.43,1266.39,22
331,9.52,2.38,469.21,1266.39,22
331,9.52,2.39,459.43,1262.83,22
331,9.52,2.38,430.11,1266.39,22
331,9.52,2.39,439.88,1262.83,22
332,9.52,2.38,449.66,1266.39,22
332,9.52,2.36,469.21,1269.98,22
332,9.52,2.39,459.43,1262.83,22
332,9.52,2.38,459.43,1266.39,22
332,9.52,2.38,459.43,1266.39,22
333,9.52,2.38,459.43,1265.77,22
333,9.52,2.39,459.43,1262.83,22
333,9.52,2.36,449.66,1269.98,22
333,9.52,2.36,439.88,1269.98,22
333,9.52,2.39,430.11,1262.83,22
334,9.52,2.38,430.11,1266.39,22
334,9.52,2.39,420.33,1262.83,22
334,9.52,2.38,439.88,1266.39,22
334,9.52,2.38,410.56,1266.39,22
334,9.52,2.38,420.33,1266.39,22
335,9.52,2.38,439.88,1266.39,22
335,9.52,2.38,420.33,1266.39,22
335,9.52,2.38,410.56,1266.39,22
335,9.52,2.38,391.01,1266.39,22
335,9.52,2.38,391.01,1266.39,22
336,9.52,2.36,400.78,1269.98,22
336,9.52,2.38,420.33,1266.39,22
336,9.52,2.38,420.33,1266.39,22
336,9.52,2.38,430.11,1266.39,22
336,9.52,2.39,449.66,1262.83,22
337,9.52,2.38,430.11,1266.39,22
337,9.52,2.39,420.33,1262.83,22
337,9.52,2.38,420.33,1266.39,22
337,9.52,2.38,439.88,1266.39,22
337,9.52,2.36,439.88,1269.98,22
338,9.52,2.38,430.11,1266.39,22
338,9.52,2.38,430.11,1266.39,22
338,9.52,2.39,430.11,1262.21,22
338,9.52,2.39,439.88,1262.83,22
338,9.52,2.38,439.88,1266.39,22
339,9.52,2.38,449.66,1266.39,22
339,9.52,2.38,439.88,1265.77,22
339,9.52,2.38,420.33,1266.39,22
339,9.52,2.38,439.88,1266.39,22
339,9.52,2.39,430.11,1262.21,22
340,9.52,2.38,430.11,1266.39,22
340,9.52,2.38,420.33,1266.39,22
340,9.52,2.39,420.33,1262.83,22
340,9.52,2.36,420.33,1269.98,22
340,9.52,2.38,449.66,1266.39,22
341,9.52,2.36,439.88,1269.98,22
341,9.52,2.39,459.43,1262.83,22
341,9.52,2.39,449.66,1262.83,22
341,9.52,2.38,439.88,1266.39,22
341,9.52,2.38,439.88,1266.39,22
342,9.52,2.38,439.88,1265.77,22
342,9.52,2.36,439.88,1269.98,22
342,9.52,2.35,459.43,1273.61,21
342,9.52,2.38,488.76,1266.39,22
342,8.98,2.38,469.21,1229.33,22
343,8.6,2.39,469.21,1200.17,22
343,8.56,2.4,469.21,1193.57,22
343,7.9,2.39,478.98,1149.75,22
343,7.5,2.38,459.43,1124.08,22
343,7.28,2.39,439.88,1104.1,22
344,6.92,2.38,459.43,1079.25,22
344,6.16,2.39,439.88,1015.86,22
344,5.46,2.42,439.88,950.45,22
344,5.45,2.38,430.11,957.65,22
344,4.82,2.39,430.11,898.61,22
345,4.34,2.39,449.66,852.31,22
345,3.72,2.39,439.88,788.66,22
345,3.71,2.38,439.88,789.9,22
345,3.04,2.38,449.66,715.98,22
345,2.39,2.38,459.43,634.74,22
346,2.36,2.38,459.43,631.02,22
346,1.8,2.38,459.43,550.06,22
346,1.38,2.38,449.66,481.68,22
346,1.28,2.38,439.88,463.44,22
346,0.56,2.39,439.88,305.83,22
347,0.57,2.39,449.66,308.37,22
347,0.74,2.39,439.88,353.14,22
347,0.84,2.39,449.66,374.57,22
347,0.93,2.38,420.33,395.94,22
347,0.95,2.38,410.56,399.88,22
348,0.94,2.36,430.11,399.04,22
348,0.95,2.39,400.78,398.76,22
348,0.97,2.39,410.56,402.65,22
348,1,2.38,410.56,409.56,22
348,0.99,2.39,430.11,406.5,22
349,1,2.39,420.33,408.41,22
349,0.99,2.38,430.11,407.65,22
349,1,2.38,420.33,409.56,22
349,1,2.38,410.56,409.56,22
349,0.99,2.36,420.33,408.8,22
350,0.99,2.38,439.88,407.65,22
350,1,2.39,449.66,408.41,22
350,1,2.39,459.43,408.41,22
350,0.99,2.39,478.98,406.5,22
350,1,2.39,488.76,408.41,22
351,0.99,2.39,498.53,406.5,22
351,0.99,2.39,469.21,406.5,22
351,0.99,2.38,439.88,407.65,22
351,0.98,2.38,439.88,405.72,22
351,0.98,2.38,439.88,405.72,22
352,0.99,2.39,439.88,406.5,22
352,0.99,2.39,439.88,406.5,22
352,1,2.39,439.88,408.41,22
352,1,2.39,439.88,408.41,22
352,1,2.38,449.66,409.56,22
353,0.99,2.38,459.43,407.65,22
353,1,2.38,459.43,409.56,22
353,0.99,2.38,459.43,407.65,22
353,0.99,2.38,469.21,407.65,22
353,0.99,2.38,478.98,407.65,22
354,1.01,2.38,469.21,411.47,22
354,1,2.39,459.43,408.41,22
354,1,2.39,488.76,408.41,22
354,1,2.38,469.21,409.56,22
354,0.99,2.39,498.53,406.5,22
355,0.99,2.39,498.53,406.5,22
355,0.99,2.36,518.08,408.8,22
355,0.98,2.38,537.63,405.72,22
355,0.99,2.39,518.08,406.5,22
355,0.99,2.39,518.08,406.5,22
356,1,2.39,518.08,408.41,22
356,1,2.39,508.31,408.41,22
356,1,2.38,498.53,409.56,22
356,0.99,2.38,498.53,407.65,22
356,0.99,2.38,498.53,407.65,22
357,1,2.39,498.53,408.41,22
357,0.98,2.38,498.53,405.72,22
357,0.99,2.39,508.31,406.5,22
357,0.98,2.36,518.08,406.87,22
357,1,2.38,537.63,409.56,22
358,0.99,2.39,537.63,406.5,22
358,1.01,2.39,518.08,410.32,22
358,1,2.39,518.08,408.41,22
358,0.99,2.39,508.31,406.5,22
358,1,2.38,537.63,409.56,22
359,0.99,2.39,527.86,406.5,22
359,0.99,2.71,527.86,381.59,25
359,0.98,4,527.86,312.68,37
359,0.99,5.83,518.08,260.33,54
359,0.99,6.8,547.41,240.86,63
360,0.99,8.16,537.63,219.95,76
360,0.99,10,518.08,198.7,93
360,1,12.03,508.31,182.03,112
360,0.99,13.72,478.98,169.65,127
360,1,13.73,478.98,170.36,127
361,0.99,13.73,498.53,169.56,127
361,0.98,13.73,488.76,168.76,127
361,0.98,13.73,547.41,168.76,127
361,1,13.73,527.86,170.36,127
361,1,13.7,449.66,170.53,127
362,0.99,13.72,361.68,169.65,127
362,1,13.72,303.03,170.44,127
362,1,13.7,273.7,170.53,127
362,0.99,13.7,244.38,169.73,127
362,0.99,13.72,205.28,169.65,127
363,0.99,13.73,195.5,169.56,127
363,0.99,13.7,224.83,169.73,127
363,0.99,13.7,224.83,169.73,127
363,0.99,13.72,263.93,169.65,127
363,1,13.7,254.15,170.53,127
364,1,13.72,244.38,170.44,127
364,1,13.73,195.5,170.36,127
364,1,13.72,205.28,170.44,127
364,1,13.73,205.28,170.36,127
364,0.99,13.73,215.05,169.56,127
365,0.99,13.73,205.28,169.56,127
365,1,13.72,215.05,170.44,127
365,1,13.72,195.5,170.44,127
365,1,13.72,215.05,170.44,127
365,1.01,13.72,215.05,171.24,127
366,1,13.72,195.5,170.44,127
366,0.99,13.69,195.5,169.81,127
366,0.99,13.72,195.5,169.65,127
366,0.99,13.73,185.73,169.56,127
366,1,13.7,185.73,170.53,127
367,0.99,13.73,205.28,169.56,127
367,0.99,13.7,215.05,169.73,127
367,1,13.72,205.28,170.44,127
367,1,13.7,195.5,170.53,127
367,1,13.73,205.28,170.36,127
368,1,13.73,205.28,170.36,127
368,1,13.73,175.95,170.36,127
368,0.99,13.73,205.28,169.56,127
368,0.98,13.73,195.5,168.76,127
368,1,13.73,175.95,170.36,127
369,1,13.72,166.18,170.44,127
369,1,13.7,185.73,170.53,127
369,1,13.73,195.5,170.36,127
369,1,13.7,195.5,170.53,127
369,1,13.72,195.5,170.44,127
370,0.99,13.72,185.73,169.65,127
370,0.99,13.73,185.73,169.56,127
370,0.99,13.73,175.95,169.56,127
370,0.99,13.72,195.5,169.65,127
370,0.99,13.7,195.5,169.73,127
371,0.99,13.72,185.73,169.65,127
371,1,13.72,195.5,170.44,127
371,0.99,13.72,195.5,169.65,127
371,1,13.73,175.95,170.36,127
371,1,13.73,166.18,170.36,127
372,1,13.72,166.18,170.44,127
372,1,13.73,175.95,170.36,127
372,0.99,13.73,156.4,169.56,127
372,1.01,13.72,185.73,171.24,127
372,0.99,13.72,175.95,169.65,127
373,0.99,13.72,185.73,169.65,127
373,1,13.73,195.5,170.36,127
373,0.99,13.73,185.73,169.56,127
373,0.99,13.69,175.95,169.81,127
373,0.98,13.72,146.63,168.84,127
374,1,13.72,175.95,170.44,127
374,0.99,13.72,166.18,169.65,127
374,0.99,13.69,185.73,169.81,127
374,1,13.72,185.73,170.44,127
374,1,13.72,175.95,170.44,127
375,1,13.73,185.73,170.36,127
375,1,13.72,195.5,170.44,127
375,1,13.45,185.73,172.14,125
375,1,11.78,205.28,183.89,109
375,1,10.72,166.18,192.77,99
376,0.99,9.52,175.95,203.68,88
376,0.99,8.76,175.95,212.23,81
376,1,8.35,175.95,218.48,77
376,1,7.97,175.95,223.57,74
376,1,7.68,185.73,227.83,71
377,0.99,7.48,175.95,229.8,69
377,1,7.36,175.95,232.76,68
377,0.99,7.34,185.73,231.89,68
377,0.98,7.21,195.5,232.93,67
377,0.99,7.07,185.73,236.25,65
378,0.98,6.99,166.18,236.48,65
378,0.99,6.87,175.95,239.68,64
378,0.99,6.71,195.5,242.54,62
378,0.99,6.59,195.5,244.75,61
378,0.99,6.5,205.28,246.52,60
379,0.99,6.43,215.05,247.8,59
379,1,6.44,195.5,248.71,60
379,1,6.43,205.28,248.97,59
379,0.99,6.43,205.28,247.8,59
379,0.99,6.43,195.5,247.8,59
380,0.99,6.44,215.05,247.54,60
380,0.99,6.43,224.83,247.8,59
380,1,6.43,234.6,248.97,59
380,1,6.39,224.83,249.75,59
380,1,6.32,205.28,251.07,58
381,0.98,6.32,205.28,248.71,58
381,0.99,5.93,224.83,257.96,55
381,0.99,5.49,234.6,268.17,51
381,0.99,5.11,244.38,277.85,47
381,0.99,4.86,234.6,285.05,45
382,1,4.79,234.6,288.39,44
382,0.99,4.76,224.83,287.84,44
382,0.99,4.56,234.6,294.12,42
382,0.99,4.54,234.6,294.99,42
382,0.99,4.51,224.83,295.87,42
383,0.98,4.42,244.38,297.59,41
383,0.99,4.34,224.83,301.76,40
383,1,4.27,224.83,305.56,39
383,0.99,4.24,234.6,305.09,39
383,1,4.24,244.38,306.52,39
384,0.99,4.25,244.38,304.61,39
384,0.99,4.24,234.6,305.09,39
384,0.99,4.24,224.83,305.09,39
384,0.99,4.25,224.83,304.61,39
384,0.98,4.3,234.6,301.74,40
385,0.99,4.3,244.38,303.18,40
385,0.99,4.3,263.93,303.18,40
385,0.99,4.31,244.38,302.7,40
385,1,4.31,244.38,304.13,40
385,1,4.31,244.38,304.13,40
386,0.99,4.31,263.93,302.7,40
386,1,4.31,234.6,304.13,40
386,0.99,4.31,234.6,302.7,40
386,0.99,4.31,234.6,302.7,40
386,1,4.31,263.93,304.13,40
387,1,4.31,244.38,304.13,40
387,0.99,4.31,254.15,302.7,40
387,0.98,4.31,244.38,301.27,40
387,0.99,4.32,244.38,302.23,40
387,0.98,4.32,244.38,300.8,40
388,0.99,4.31,244.38,302.7,40
388,0.99,4.31,234.6,302.7,40
388,0.99,4.32,254.15,302.23,40
388,1,4.31,254.15,304.13,40
388,1,4.31,273.7,304.13,40
389,1,4.31,263.93,304.13,40
389,0.99,4.31,263.93,302.7,40
389,0.99,4.31,273.7,302.7,40
389,0.99,4.31,254.15,302.7,40
389,1,4.31,263.93,304.13,40
390,0.99,4.31,244.38,302.7,40
390,1,4.31,283.48,304.13,40
390,0.99,4.31,283.48,302.7,40
390,1,4.32,263.93,303.65,40
390,1,4.32,263.93,303.65,40
391,0.98,4.31,254.15,301.27,40
391,0.98,4.32,263.93,300.8,40
391,0.99,4.32,273.7,302.23,40
391,0.99,4.32,273.7,302.23,40
391,0.99,4.32,273.7,302.23,40
392,1,4.31,283.48,304.13,40
392,1,4.31,293.26,304.13,40
392,1,4.31,263.93,304.13,40
392,0.99,4.32,273.7,302.23,40
392,0.98,4.31,273.7,301.27,40
393,1,4.32,273.7,303.65,40
393,1,4.32,283.48,303.65,40
393,0.99,4.32,283.48,302.23,40
393,0.99,4.31,273.7,302.7,40
393,1,4.34,283.48,303.18,40
394,0.99,4.32,273.7,302.23,40
394,0.98,4.32,254.15,300.8,40
394,0.99,4.32,244.38,302.23,40
394,1,4.32,254.15,303.65,40
394,1,4.34,263.93,303.18,40
395,0.99,4.32,263.93,302.23,40
395,1,4.32,263.93,303.65,40
395,0.99,4.32,254.15,302.23,40
395,0.98,4.31,254.15,301.27,40
395,0.99,4.31,254.15,302.7,40
396,1,4.32,254.15,303.65,40
396,0.99,4.32,254.15,302.23,40
396,1,4.32,263.93,303.65,40
396,0.99,4.32,263.93,302.23,40
396,0.99,4.34,254.15,301.76,40
397,0.99,4.31,244.38,302.7,40
397,0.99,4.31,244.38,302.7,40
397,0.99,4.32,273.7,302.23,40
397,0.99,4.32,254.15,302.23,40
397,1,4.32,273.7,303.65,40
398,1,4.32,263.93,303.65,40
398,0.99,4.32,263.93,302.23,40
398,0.99,4.32,263.93,302.23,40
398,1,4.31,273.7,304.13,40
398,1,4.32,254.15,303.65,40
399,0.99,4.32,244.38,302.23,40
399,1,4.32,244.38,303.65,40
399,1.01,4.34,254.15,304.6,40
399,1,4.32,273.7,303.65,40
399,0.99,4.32,273.7,302.23,40
400,0.99,4.31,332.36,302.7,40
400,0.99,4.31,273.7,302.7,40
400,0.98,4.32,283.48,300.8,40
400,0.99,4.32,254.15,302.23,40
400,1,4.32,273.7,303.65,40
401,1,4.32,273.7,303.65,40
401,1,4.32,263.93,303.65,40
401,1,4.31,273.7,304.13,40
401,1,4.32,263.93,303.65,40
401,0.99,4.31,263.93,302.7,40
402,0.99,4.31,254.15,302.7,40
402,0.98,4.31,273.7,301.27,40
402,1,4.32,273.7,303.65,40
402,1,4.34,273.7,303.18,40
402,0.99,4.32,263.93,302.23,40
403,1,4.32,273.7,303.65,40
403,0.99,4.32,273.7,302.23,40
403,0.99,4.31,244.38,302.7,40
403,1,4.32,273.7,303.65,40
403,0.98,4.32,254.15,300.8,40
404,0.99,4.32,254.15,302.23,40
404,0.99,4.32,273.7,302.23,40
404,1,4.32,263.93,303.65,40
404,1,4.32,273.7,303.65,40
404,1,4.32,263.93,303.65,40
405,1,4.32,263.93,303.65,40
405,1,4.31,244.38,304.13,40
405,0.98,4.31,263.93,301.27,40
405,0.99,4.31,283.48,302.7,40
405,0.98,4.31,273.7,301.27,40
406,1,4.31,273.7,304.13,40
406,1,4.32,263.93,303.65,40
406,0.99,4.32,263.93,302.23,40
406,1,4.32,263.93,303.65,40
406,1,4.32,273.7,303.65,40
407,0.99,4.32,263.93,302.23,40
407,0.99,4.31,273.7,302.7,40
407,0.99,4.31,254.15,302.7,40
407,0.99,4.32,254.15,302.23,40
407,1,4.34,273.7,303.18,40
408,0.99,4.32,254.15,302.23,40
408,0.99,4.32,263.93,302.23,40
408,0.99,4.32,263.93,302.23,40
408,0.99,4.31,254.15,302.7,40
408,1,4.32,263.93,303.65,40
409,1,4.32,263.93,303.65,40
409,0.99,4.32,254.15,302.23,40
409,0.99,4.32,254.15,302.23,40
409,0.99,4.32,263.93,302.23,40
409,0.99,4.32,254.15,302.23,40
410,0.99,4.32,254.15,302.23,40
410,0.99,4.31,254.15,302.7,40
410,0.98,4.31,244.38,301.27,40
410,0.99,4.32,254.15,302.23,40
410,0.98,4.31,254.15,301.27,40
411,0.99,4.34,254.15,301.76,40
411,1,4.32,244.38,303.65,40
411,1,4.32,263.93,303.65,40
411,0.99,4.31,273.7,302.7,40
411,1,4.32,263.93,303.65,40
412,1,4.32,254.15,303.65,40
412,0.98,4.32,244.38,300.8,40
412,0.99,4.31,273.7,302.7,40
412,1,4.32,263.93,303.65,40
412,1,4.32,273.7,303.65,40
413,1,4.32,254.15,303.65,40
413,0.99,4.32,263.93,302.23,40
413,0.99,4.32,244.38,302.23,40
413,0.99,4.32,244.38,302.23,40
413,0.99,4.31,244.38,302.7,40
414,0.99,4.31,254.15,302.7,40
414,1,4.32,234.6,303.65,40
414,0.98,4.32,244.38,300.8,40
414,1,4.32,263.93,303.65,40
414,0.99,4.32,254.15,302.23,40
415,0.99,4.31,263.93,302.7,40
415,1,4.31,263.93,304.13,40
415,1,4.32,254.15,303.65,40
415,0.99,4.31,254.15,302.7,40
415,0.99,4.32,263.93,302.23,40
416,1,4.32,273.7,303.65,40
416,1,4.32,283.48,303.65,40
416,0.99,4.32,273.7,302.23,40
416,0.99,4.31,254.15,302.7,40
416,0.98,4.32,283.48,300.8,40
417,0.97,4.34,312.81,298.9,40
417,0.99,4.32,273.7,302.23,40
417,0.99,4.32,254.15,302.23,40
417,0.99,4.31,263.93,302.7,40
417,1,4.31,254.15,304.13,40
418,1,4.32,263.93,303.65,40
418,1,4.32,254.15,303.65,40
418,0.99,4.32,283.48,302.23,40
418,0.98,4.31,263.93,301.27,40
418,0.99,4.32,263.93,302.23,40
419,1,4.32,254.15,303.65,40
419,0.99,4.32,283.48,302.23,40
419,1,4.32,273.7,303.65,40
419,0.99,4.31,273.7,302.7,40
419,0.99,4.34,263.93,301.76,40
420,0.99,4.32,263.93,302.23,40
420,0.99,4.32,244.38,302.23,40
420,0.99,4.32,254.15,302.23,40
420,0.99,4.32,254.15,302.23,40
420,0.99,4.32,263.93,302.23,40
421,0.99,4.32,263.93,302.23,40
421,0.99,4.32,254.15,302.23,40
421,1.01,4.34,263.93,304.6,40
421,0.99,4.32,273.7,302.23,40
421,1,4.32,263.93,303.65,40
422,0.99,4.32,263.93,302.23,40
422,0.99,4.32,273.7,302.23,40
422,0.99,4.32,263.93,302.23,40
422,1,4.32,273.7,303.65,40
422,0.99,4.32,254.15,302.23,40
423,0.99,4.32,244.38,302.23,40
423,1,4.32,263.93,303.65,40
423,0.98,4.32,254.15,300.8,40
423,0.99,4.32,244.38,302.23,40
423,0.99,4.32,283.48,302.23,40
424,1.01,4.32,273.7,305.07,40
424,1,4.32,273.7,303.65,40
424,0.99,4.32,263.93,302.23,40
424,1,4.32,263.93,303.65,40
424,0.99,4.32,293.26,302.23,40
425,0.98,4.31,263.93,301.27,40
425,0.99,4.32,263.93,302.23,40
425,1,4.32,254.15,303.65,40
425,1,4.32,263.93,303.65,40
425,0.99,4.32,273.7,302.23,40
426,0.99,4.32,263.93,302.23,40
426,0.99,4.32,254.15,302.23,40
426,1,4.32,254.15,303.65,40
426,0.99,4.31,244.38,302.7,40
426,0.99,4.32,254.15,302.23,40
427,0.99,4.31,263.93,302.7,40
427,0.99,4.32,263.93,302.23,40
427,0.99,4.32,234.6,302.23,40
427,0.99,4.31,234.6,302.7,40
427,0.99,4.31,244.38,302.7,40
428,1,4.31,254.15,304.13,40
428,1,4.32,263.93,303.65,40
428,0.99,4.32,244.38,302.23,40
428,1,4.32,244.38,303.65,40
428,1,4.32,263.93,303.65,40
429,0.99,4.32,244.38,302.23,40
429,0.99,4.32,234.6,302.23,40
429,0.99,4.32,244.38,302.23,40
429,0.98,4.32,244.38,300.8,40
429,1,4.32,263.93,303.65,40
430,1,4.34,283.48,303.18,40
430,1,4.32,273.7,303.65,40
430,1,4.32,273.7,303.65,40
430,0.99,4.32,273.7,302.23,40
430,0.99,4.31,273.7,302.7,40
431,0.99,4.31,234.6,302.7,40
431,0.98,4.31,254.15,301.27,40
431,0.99,4.31,254.15,302.7,40
431,1,4.32,283.48,303.65,40
431,1,4.32,263.93,303.65,40
432,0.99,4.31,283.48,302.7,40
432,1,4.31,273.7,304.13,40
432,0.99,4.32,283.48,302.23,40
432,0.99,4.32,283.48,302.23,40
432,0.99,4.32,283.48,302.23,40
433,0.99,4.32,273.7,302.23,40
433,1,4.34,263.93,303.18,40
433,0.99,4.32,263.93,302.23,40
433,1,4.32,273.7,303.65,40
433,0.99,4.32,283.48,302.23,40
434,0.99,4.31,273.7,302.7,40
434,0.98,4.32,254.15,300.8,40
434,1,4.32,244.38,303.65,40
434,1,4.32,263.93,303.65,40
434,0.99,4.34,263.93,301.76,40
435,1,4.32,263.93,303.65,40
435,0.99,4.32,283.48,302.23,40
435,0.99,4.32,254.15,302.23,40
435,0.99,4.32,254.15,302.23,40
435,1,4.32,254.15,303.65,40
436,1,4.32,254.15,303.65,40
436,0.98,4.32,254.15,300.8,40
436,1,4.34,273.7,303.18,40
436,1,4.32,254.15,303.65,40
436,0.99,4.32,254.15,302.23,40
437,1,4.32,254.15,303.65,40
437,0.99,4.32,263.93,302.23,40
437,0.99,4.31,254.15,302.7,40
437,0.99,4.31,254.15,302.7,40
437,1,4.32,263.93,303.65,40
438,1,4.32,263.93,303.65,40
438,1,4.32,263.93,303.65,40
438,0.99,4.32,263.93,302.23,40
438,0.99,4.32,254.15,302.23,40
438,0.98,4.32,263.93,300.8,40
439,0.99,4.32,254.15,302.23,40
439,0.98,4.32,244.38,300.8,40
439,1,4.32,254.15,303.65,40
439,0.99,4.32,254.15,302.23,40
439,1,4.31,263.93,304.13,40
440,1,4.31,263.93,304.13,40
440,0.99,4.31,263.93,302.7,40
440,0.99,4.32,244.38,302.23,40
440,0.99,4.31,263.93,302.7,40
440,1,4.32,244.38,303.65,40
441,0.99,4.34,263.93,301.76,40
441,1,4.32,263.93,303.65,40
441,1,4.32,263.93,303.65,40
441,0.99,4.34,263.93,301.76,40
441,0.99,4.32,263.93,302.23,40
442,0.99,4.32,254.15,302.23,40
442,0.99,4.32,273.7,302.23,40
442,1,4.32,254.15,303.65,40
442,0.99,4.32,263.93,302.23,40
442,0.99,4.32,273.7,302.23,40
443,0.99,4.31,263.93,302.7,40
443,1,4.31,254.15,304.13,40
443,0.99,4.32,263.93,302.23,40
443,1,4.32,263.93,303.65,40
443,0.99,4.32,263.93,302.23,40
444,0.98,4.32,263.93,300.8,40
444,1,4.32,283.48,303.65,40
444,1,4.32,263.93,303.65,40
444,1,4.32,244.38,303.65,40
444,0.99,4.32,263.93,302.23,40
445,0.98,4.31,254.15,301.27,40
445,0.99,4.32,254.15,302.23,40
445,0.98,4.34,244.38,300.34,40
445,0.99,4.32,244.38,302.23,40
445,0.99,4.32,263.93,302.23,40
446,0.99,4.32,263.93,302.23,40
